name,rewriteId,detail_url,country,province,city,zip,street,building,phone,fax,email,homepage,short_description,description,halls,stands,zones,exhibitor_programs,product_categories,usage_areas,product_end_uses,keywords,tags,brands,facebook,instagram,linkedin,twitter,youtube,tiktok,wechat,weibo,whatsapp,logo,last_approval
Babadayhan Textile Complex,babadayhan-textile-complex,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/babadayhan-textile-complex.html,Turkmenistan,,Babadayhan,,"Babadayhan Tejen Tract, Ahal Region",,,,,,,,8.0,H8.0-F48,,,,,,,,,,,,,,,,,,,2025-11-19T14:30:54
BABU COIR WORKS,babu-coir-works,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/babu-coir-works.html,India,,Alappuzha,688008,Thumpolly,,+91 90723 99645,,euginjohnkutty@babucoir.com,https://www.babucoir.com,,,11.0,H11.0-E29,,,,,,,,,,,https://www.linkedin.com/company/babu-coir-works,,,,,,,,2025-12-10T10:24:55
Badenia Bettcomfort GmbH & Co. KG,badenia-bettcomfort-gmbh--co-kg,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/badenia-bettcomfort-gmbh--co-kg.html,Germany,,Friesenheim,77948,Niederschopfheimer Straße 1,,+49 7808 890,+49 7808 89189,sales@badenia-bettcomfort.de,https://badenia-bettcomfort.de,,We have been producing quilts and pillows for more than 75 years and are now one of Europe's leading manufacturers in the...,4.0,H4.0-B51,,,Smart Bedding,,,Steppbett; Bettdecke; Daunenbett; Matratze; Boxspringbett,,,,,,,,,,,,company_pictures/10000000202501/0010036220/1693314255121_2399048618.jpg,2026-03-08T02:56:22
Bahar Tekstil Sanayi ve Ticaret A.S.,bahar-tekstil-sanayi-ve-ticaret-as,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/bahar-tekstil-sanayi-ve-ticaret-as.html,Türkiye,,Honaz,20065,Organize Sanayi Bolgesi II. Kisim Ali Riza Ozturk Cad. No: 12,Ali Riza Ozturk Cad. No: 12,+90 258 269 16 16,+90 258 269 15 28,mahir@bahartextile.com,https://www.bahartextile.com,,1. General Information Towel & Bathrobe Factory Year Established: 1993 Factory Size: 8.000 m2 indoor and 10.000 m2 outdoor...,5.0,H5.0-C10,,,"Bed, Bath & Living",,,Bathrobe; Baby products; Towel; Bed Linen; Quilt,,,,https://www.instagram.com/majolihome,,,,,,,,,2026-03-08T03:52:08
Bala Ji Inds.,bala-ji-inds,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/bala-ji-inds.html,India,,Panipat,132103,O - 47 Old Industrial Area,,+91 90689 00015,,info@balajiinds.in,https://www.balajiinds.in,,"BALA JI INDS. offers a wide range of premium home furnishings, including cushions, bathmats, rugs, home accessories, décor...",10.3,H10.3-A12G,,,"Bed, Bath & Living",,,Home Textiles; Home Furnishings; Cushions & Cushion Covers; Rugs & Bathmats; Home Décor Accessories,,,,,,,,,,,,,2025-10-29T08:22:28
Balaji Loomtex,balaji-loomtex,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/balaji-loomtex.html,India,,"Baghpat, Uttar Pradesh",250101,"4/208, Pathshala Road, Khekra",,,+91 94125 73477,balajiloomtex@gmail.com,https://www.balajiloomtex.com,,"We are a manufacturing company offering high-quality products at very competitive prices, as we sell directly from our own...",10.1,H10.1-B90,,,,,,Table Cover; THROW BED SPREAD; Rugs BATHMAT; Fouta Pareos; Cushions,,,,,,,,,,,,,2026-03-08T03:58:23
Balaji Loomtex Pvt. Ltd.,balaji-loomtex-pvt-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/balaji-loomtex-pvt-ltd.html,India,IND_07,Panipat,132103,"Opp. Govt Girls College Nimbri Bapoli Road Behrampur, Tehsil Baroli",,,,,,,,9.1,H9.1-E11A,,,,,,,,,,,,,,,,,,,2025-12-01T08:49:15
Balas Export,balas-export,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/balas-export.html,India,,Karur,639002,"Covai Road 53, Sri Bharathi Nagar",Covai Road,+91 4324 233 565,+91 4324 235 147,bala@balasexport.com,https://www.balasexport.com,,"“BALAS EXPORT” are one of the leading Manufacturers and Exporters of Cotton Home Textiles in Karur, Tamil Nadu, India. We...",8.0,H8.0-L53,,,"Bed, Bath & Living",,,BALAS; BALA; BALAS EXPORT; BAL; BA,,,,,,,,,,,,,2025-11-01T08:11:01
"Balette Bettwarenfabrik Basel AG, Pratteln",balette-bettwarenfabrik-basel-ag-pratteln,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/balette-bettwarenfabrik-basel-ag-pratteln.html,Switzerland,CHE_BL,Pratteln,4133,Lachmattstrasse 1,,+41 61 386 94 94,,info@balette.ch,https://www.balette.ch,,Finest bedding,4.0,H4.0-D11,,,,,,Duvet; Kissen; Pfulmen; Daunen; Kopfkissen,,,,https://www.instagram.com/obb_loerrach,,,,,,,,,2026-03-08T03:14:10
Bally Fabs International Ltd.,bally-fabs-international-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/bally-fabs-international-ltd.html,India,IND_25,Howrah,711202,"3, Haren Mukherjee Road, Belur",,+91 98310 00110,,abhishek@kankariagroup.com,https://www.thejuteshop.com,,"Bally Fabs International Limited, based out of Kolkata in India, is part of the Kankaria Group established in 1941. The group...",3.1,H3.1-C47,,,,,,jute; hessian; carpet; yarn; recycled,,,,,,,,,,,,,2025-10-28T14:08:30
Balram Impex,balram-impex,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/balram-impex.html,India,IND_24,Noida,201301,"Shatabdi Enclave, Sector-49 A-1, Upper Ground Floor","Shatabdi Enclave, Sector-49",+91 98180 46452,,,,,We at BALRAM IMPEX are pleased to introduce ourselves as one of the leading manufacturers and exporters of handloom cotton...,9.1,H9.1-F10E,,,"Bed, Bath & Living",,,Bath Mats; Shaped Mats; Rugs; Throws,,,,,,,,,,,,,2025-11-12T10:42:18
Balta Industries NV,balta-industries-nv,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/balta-industries-nv.html,Belgium,,Wielsbeke,8710,Wakkensteenweg 2,,+32 474 98 41 48,,info@baltagroup.com,https://www.baltagroup.com,,"Balta home is a leading European rug manufacturer of stylish and durable textile floor coverings, dedicated to enhancing...",12.0,H12.0-C61,,Selected for Future Floor,Carpets & Rugs,,,rugs; woven rugs; tufted rugs; balta; balta home; washable; slip resistant; single material; sustainable; outdoor rugs,,,,,,,,,,,,company_pictures/10000000202501/394232/1724912919785_3109101448.jpg,2026-03-08T06:08:13
BALZ STUDIO,hbp-design-ltda,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/hbp-design-ltda.html,Brazil,,Sao Paulo,04137-060,Bosque da Saúde Rua Jucara 301 01,Bosque da Saúde,+55 11 91526-0404,,contact@balzstudio.com,https://www.balzstudio.com,,,6.1,H6.1-G75,,,,,,,,,,,,,,,,,,,2025-11-03T11:12:20
Baman Studio S.n.C.,baman-studio-snc,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/baman-studio-snc.html,Italy,Milano,Milano,20137,Via Giuseppe Longhi 1,,+39 02 3952 1480,+39 02 3952 1480,info@bamanstudio.com,,,,6.1,H6.1-D80,,,Textile Design,,,,,,,,,,,,,,,,2025-11-05T20:23:49
Banafshe Schippel Ltd.,banafshe-schippel-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/banafshe-schippel-ltd.html,Great Britain and Northern Ireland,GBR_WSX,"Climping, Littlehampton",BN17 5RY,"Marlin, 17 The Hamlet, Waterford Gardens",,+44 7990 575364,,simin.banafshe@yahoo.com,https://www.banafsheschippel.co.uk,,,6.1,H6.1-B45,,,Textile Design,,,,,,,,,,,,,,,,2026-03-08T02:56:47
Banaras House Exports,banaras-house-exports,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/banaras-house-exports.html,India,,New Delhi,110044,"B1/E10 Mohan Cooperative Industrial Estate, Mathura Road Badarpur",,+91 98103 44800,,banarashexports@gmail.com,https://www.banarashouseexports.com,,"Banaras House Exports is a family run design led manufacturing house from New Delhi, India operating since 17thMarch 1961...",10.1,H10.1-D40,,,"Bed, Bath & Living",,,Cushions; Pillows; Throws; Curtains; Textiles,,,,,,,,,,,,,2025-11-13T13:54:42
Bangde Enterprise Trading Limited,bangde-enterprise-trading-limited,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/bangde-enterprise-trading-limited.html,Hong Kong,,Wanchai,999077,"Room 1002, Easey Commercial Building 253-261 Hennessy Road","Room 1002, Easey Commercial Building",+86 573 8711 9090,+86 573 8711 9999,alex@yz-tex.com,,,"We are located in Haining City Zhejiang Province China, we were founded in 2024. We have been committed to the research and...",10.3,H10.3-B21A,,,Decorative & Furniture Fabrics,,,DECORATIVE FABRIC; SOFA FABRIC; UPHOLSTERY FABRIC;  ;,,,,,,,,,,,,,2025-11-19T16:37:10
Banik Jute,banik-jute,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/banik-jute.html,India,IND_25,South 24 Parganas,743287,"Simulpur, Thakurnagar",,,,mantubanik1234@gmail.com,,,"At BANIKJUTE,We stand out from the competition by being both Manufacturers of the raw material and producers of finished...",11.1,H11.1-B55,,,,,,,,,,,,,,,,,,,2026-03-08T07:27:57
Bannari Amman Spinning Mills Ltd. Home Textile Division,bannari-amman-spinning-mills-limited--home-textile-division,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/bannari-amman-spinning-mills-limited--home-textile-division.html,India,,Coimbatore,641658,"371/3 Paruvai Road, Kodangipalayam, Paruvai Post",,+91 94432 48643,,annaraj@bannarimills.com,https://www.bannarimills.com,,"Bannari Amman Spinning Mills Ltd, a part of the Bannari Amman Group,is one of South India’s most respected and diversified...",9.1,H9.1-F10A,,Econogy FINDER; Interior.Architecture.Hospitality FINDER,"Bed, Bath & Living",,,Bed Linen; Institutional Table & Bed Linen; Bath Linen; Woven Greige and Finished Fabric; Sustainability,,,,,https://in.linkedin.com/company/bannari-amman-spinning-mills-ltd,,,,,,,,2025-11-19T16:38:37
Bari Textile Mills (private) Limited,bari-textile-mills-private-limited,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/bari-textile-mills-private-limited.html,Pakistan,,Karachi,75400,"Masjid SITE 29/A, Shahrah E Quaideen",Masjid SITE,,,sarfaraz.gilani@baritextilemills.com,https://www.baritextilemills.com,,"Who We AreBari Textile Mills Pvt. Ltd, is the leading textile manufacturing company situated in Karachi, Pakistan. We are...",8.0,H8.0-D32A,,,,,,Home Textiles; Hospitality; Towel; Institutional; Bedding,,,,https://www.instagram.com/baritextile,https://www.linkedin.com/company/69246712/admin,,,,,,,,2025-09-11T09:43:37
Barine Tekstil San Ic ve Dis Tic AS,barine-tekstil-san-ic-ve-dis-tic-as,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/barine-tekstil-san-ic-ve-dis-tic-as.html,Türkiye,,Denizli,20050,Hacieyuplu Mahallesi 3224 Sokak No. 8/8,,+90 258 373 51 88,+90 258 373 41 63,ozan@thebarine.com,https://www.thebarine.com,,Barine is well known for its unique approach to textile materials and presenting innovative forms of fabrics and products...,5.1,H5.1-B10,,Interior.Architecture.Hospitality FINDER; Retail trade suppliers,"Bed, Bath & Living",,,bedcover; baby room linens & nursery; pestemal hamam towel; bed linen; throw,,,,https://www.instagram.com/thebarine,,,,,,,,,2025-11-19T16:39:27
Barka Home Tekstil Ith. Ihr. San. Ve Tic. Ltd. Sti.,barka-home-tekstil-ith-ihr-san-tic-ltd-sti,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/barka-home-tekstil-ith-ihr-san-tic-ltd-sti.html,Türkiye,,Merkezefendi /Denizli,20020,Akcesme Mah. 2016/1 Sok. No: 4,,+90 542 573 16 28,,info@barkahome.com,https://www.barkahome.com,,"Our company has been serving in the fields of Bedding, Towels, Bathrobes, Baby Products, Hotel Textiles, Combed Cotton and...",6.0,H6.0-C50,,,"Bed, Bath & Living",,,Home Textil; Bed linen; Towel; Quilt; Baby products,,,,https://www.instagram.com/barka_home,,,,,,,905369537723,,2026-03-15T05:40:44
Barker Textiles UAB,barker-textiles-uab,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/barker-textiles-uab.html,Lithuania,,Kaunas,47184,Raudondvario pl. 101K,,+370 698 22200,+370 37 265187,sales@barkertextiles.lt,https://www.barkertextiles.lt,,Barker Textiles is a weaving mill specializing in wool and cotton blanket production for private label brands and their exclusive...,6.1,H6.1-C11,,Selected for Heimtextil Trends; Weaver,"Bed, Bath & Living",,,Wool blankets; Cotton blankets; Blanket manufacturer; Throw blankets; Cushion covers,,,,https://www.instagram.com/barkertextiles,https://www.linkedin.com/company/barker-textiles,,,,,,,company_pictures/10000000202501/395548/1725014900266_953245305.jpg,2026-01-08T08:08:30
BARONI FILATI SRL,flli-baroni-srl,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/flli-baroni-srl.html,Italy,Prato,Montemurlo,59013,Via Bari 27 - 29,,+39 0574 791830,+39 57 468 0183,info@baronifilati.it,https://www.baronifilati.it,,Since 1974 Baroni Filati srl become an upholstery and furnishing yarn producer.Our production is outsourced to a member of...,3.1,H3.1-G95,,Selected for Heimtextil Trends,"Decorative & Furniture Fabrics; Fibres and Yarns, Textile Materials, Finishing",,,curtains yarn; furnishing yarn; chenille yarn; upholstery yarn; fantasy yarn,,,,,,,,,,,,,2025-11-13T09:18:32
Baroque Designs,baroque-designs,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/baroque-designs.html,India,IND_07,"Panipat, Haryana",132103,"No. O-1, Old Industrial Area",,,,shivamgarg@baroquedesigns.in,https://www.baroquedesigns.in,,Baroque Designs is a 6th-generation family-run brand dedicated to creating exquisite home furnishings that blend heritage...,10.1,H10.1-A80,,,Carpets & Rugs; Decorative & Furniture Fabrics,,,Cushions Kissen; Rugs Recycled Teppiche; Eco-friendly Throws Blankets Würfe; Tufted Carpets Gesteppte Teppiche; Artisanal Handwerklich Sustainable Recycled Baskets,,,,https://www.instagram.com/baroquedesigns,https://www.linkedin.com/in/shivam-garg-41b6601ab,,,,,,,,2026-03-08T03:39:24
Bartex Polska Sp. z o.o.,bartex-polska-sp-z-oo,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/bartex-polska-sp-z-oo.html,Poland,,Zagan,68-100,Ul. Sw. Michala 4 Lubusz,,+48 729 526 626,,bartex@bartex.zagan.pl,https://www.bartexpolska.pl/en,,"Since 1994, we are providing our partners with services tailored to their needs in 16 countries. We started-out with only...",4.0,H4.0-H28,,,,,,"Bed linen sewing services, pillow inserts; Mattress covers; Sewing services; Quilting services/Sewing service; Toppers",,,,,,,,,,,,,2025-12-16T14:03:25
Batangen Textiles,batangen-textiles,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/batangen-textiles.html,Norway,,Larvik,3256,Brannvaktsgate 2,,+47 412 02 574,,info@habovinduer.no,https://www.batangen.com,,Vision:Batangen Textiles vision is to deliver big quantities of high quality home textile products. We want to do this in...,10.1,H10.1-B21,,,"Bed, Bath & Living; Window & Interior Decoration",,,Printed fabrics; Ready-Made Curtains; home textile; Jacquard fabrics; Cushions,,,,,,,,,,,,company_pictures/10000000202501/0015029676/1668438076248_2795016870.jpg,2026-03-08T04:00:10
Baumann Dekor Ges.m.b.H,baumann-dekor-gesmbh,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/baumann-dekor-gesmbh.html,Austria,,Gmünd,3950,Schremser Str. 38,,+43 2852 90080,+43 2852 9008209,office@baumann.co.at,https://www.baumann.co.at,,When tradition meets innovation We are an Austrian textile manufacturer of fine furnishing and decorative fabrics. We have...,3.0,H3.0-C51,,Interior.Architecture.Hospitality FINDER; Retail trade suppliers; Selected for Heimtextil Trends; Selected for Interior.Architecture.Hospitality LIBRARY; Weaver,Decorative & Furniture Fabrics; Functional features,,,Dekorstoffe; Furnishing fabrics; Flame retardant; Drapery; Upholstery,,,,,,,,,,,,,2026-03-08T03:26:45
Bay Dar & Co Limited,bay-dar--co-limited,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/bay-dar--co-limited.html,Myanmar,,Yangon,11182,"Ground Floor 38th Street, Between Merchant Road & Strand Road 104 Kyautada Township",Ground Floor,+95 9 777 001190,,hello@baydar.co,https://www.baydar.co,,Bay Dar & Co is a Myanmar-based social enterprise dedicated to empowering artisan communities by giving their home a sustainable...,8.0,H8.0-L55,,Retail trade suppliers,"Bed, Bath & Living; Decorative & Furniture Fabrics",,,handwoventextile; hometextile; fashiontextile; throws; blankets,,,,https://www.instagram.com/baydar_co,,,,,,,,,2026-01-12T05:06:29
Bayramlar Brode Sanayi ve Ticaret A.S.,bayramlar-brode-sanayi-ve-ticaret-as,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/bayramlar-brode-sanayi-ve-ticaret-as.html,Türkiye,,Istanbul,34025,"Sümer Mah. Prof Turan Günes Cad. No: 140 aa, Zeytinburnu",,+90 212 415 22 05,+90 212 415 23 69,info@bayramlar.com.tr,https://www.bayramlar.com.tr,,Our company established in 1993 named as BAYRAMLAR BRODE A.S. and serving to the customers more than 25 years.We are producing...,3.0,H3.0-E65,,Weaver,Window & Interior Decoration,,,Embroidery Curtain; Printed Curtain; Woven Curtain; Ready Made Curtain; Caffe Curtain,,,,https://www.instagram.com/bayramlartextile,,,,,,,,company_pictures/10000000202501/401775/1732104961928_1276130737.jpg,2025-11-19T16:41:05
Be'decor Boutique Shanghai Ltd.,bedecor-boutique-shanghai-ltd,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/bedecor-boutique-shanghai-ltd.html,China,,Shanghai,200000,"Room 908, Huawen International Mansion, No. 999 Zhongshan West Road",,+86 21 5425 9905,+86 21 5425 9907,doris.wu@bedecor.com.cn,https://www.bedecor.com.cn,,,8.0,H8.0-A19,,,,,,,,,,,,,,,,,,,2025-08-20T16:49:23
BEBE JAN Pakistan Limited,bebe-jan-pakistan-limited,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/bebe-jan-pakistan-limited.html,Pakistan,,Lahore,54000,Gulberg 2 Tevta Road 71B-1 Block H,Gulberg 2,+92 41-8520551-4,,,https://bbjan.com,,,8.0,H8.0-D52,,,,,,,,,,,https://www.linkedin.com/company/be-be-jan-pakistan-limited,,,,,,,,2025-09-12T07:58:46
BEDDING HOUSE B.V.,bedding-house-bv,https://heimtextil.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/bedding-house-bv.html,Netherlands,,Lisse,2161 LE,Vennestraat 8,,+31 252 419 050,+31 252 412 846,info@beddinghouse.com,https://www.beddinghouse.com,,Bedding House B.V. Bedding House B.V. is a Dutch family business specialized in the design and distribution of bed and bath...,5.1,H5.1-B60; H5.1-B60A,,,"Bed, Bath & Living",,,Bath linen; Decoration cushions; Fitted sheets; Duvet covers; Bed linen,,,,https://instagram.com/beddinghouse_official,,,,,,,,,2026-03-08T06:37:02
