Company,Country,City,Category,Fair,Website,Email,Phone_WhatsApp,LinkedIn,LinkedIn_Handle,Instagram,Instagram_Handle,Facebook,Facebook_Handle,Stand_Booth,Hall_Stand,Address,Detail_URL,Has_Email,Has_Website,Has_Phone,Contact_Score,Notes
GUARDIANI,Italy,,,Pitti Uomo 110,https://www.albertoguardiani.it,customerservice@albertoguardiani.it,,,,,,,,COSTRUZIONI LORENESI / PIANO PRIMO / 4,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/guardiani,True,True,False,2,
GUESS JEANS,U.S.A.,,Sustainable; Denimwear; Urban; Youth Culture,Pitti Uomo 110,https://www.guess.eu/-/guess-jeans,info@guess.eu,+34 620596028,,,https://www.instagram.com/guessjeans,guessjeans,https://www.facebook.com/GUESS,GUESS,PADIGLIONE DELLE GHIAIA / 1-2,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/guess-jeans,True,True,True,4,
GUESS MAN,Switzerland,,,Pitti Uomo 110,https://www.guess.eu/it-it/guess/uomo,ste.consul@gmail.com,+34 620596028,,,https://www.instagram.com/guess,guess,https://www.facebook.com/GUESS,GUESS,PADIGLIONE CENTRALE / PIANO TERRA / H/2-4,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/guess-man,True,True,True,4,
H2O,Denmark,,,Pitti Uomo 110,https://h2o-sportswear.com,contact@h2o-sportswear.com,+45 5353 0005,https://www.linkedin.com/company/h2o-sportswear-a-s,h2o-sportswear-a-s,https://www.instagram.com/h2osportswear,h2osportswear,,,PADIGLIONE CAVANIGLIA / 9,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/h2o,True,True,True,5,
HALO,Denmark,,,Pitti Uomo 110,,,,,,https://www.instagram.com/newline.halo,newline.halo,,,SALA DELLA RONDA / 4,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/halo,False,False,False,1,
HANNES ROETHER,Germany,,Sustainable; Essentials; New Formal; Informal; Urban; Luxury; Craftsmanship,Pitti Uomo 110,http://www.hannesroether.de,info@hannesroether.de,,,,https://www.instagram.com/hannesroether,hannesroether,,,PADIGLIONE CENTRALE / PIANO ATTICO / I/3-5,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/hannes-roether,True,True,False,3,
HARBER LONDON,United Kingdom,,Lifestyle; Sustainable; Essentials; British Style; Classic; New Formal; High Performance; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,https://www.harberlondon.com,hello@harberlondon.com,2025-12-12,,,https://www.instagram.com/harberlondon,harberlondon,,,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 16,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/harber-london,True,True,True,4,
HARDY & PARSONS,United Kingdom,,Sustainable; Special Co-Lab/Limited Edition; British Style; Classic; Craftsmanship,Pitti Uomo 110,http://www.hardyandparsons.co.uk,hardyandparsons@aol.com,+44 (0) 207 35 11 124,,,https://www.instagram.com/hardyparsons,hardyparsons,https://www.facebook.com/hardyandparsons,hardyandparsons,PADIGLIONE CENTRALE / PIANO INFERIORE / P/24,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/hardy---parsons,True,True,True,4,
HARRIS FIRENZE,Italy,,Classic; Luxury; Craftsmanship,Pitti Uomo 110,http://www.harrisshoes.it,info@calzoleriaharris.it,04098090485,,,https://www.instagram.com/harrisshoes,harrisshoes,,,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 3,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/harris-firenze,True,True,True,4,
HARRIS WHARF LONDON,United Kingdom,,Sustainable; British Style; Outdoor,Pitti Uomo 110,http://www.harriswharflondon.co.uk,info@harriswharflondon.co.uk,34 36 38 40 42 44 46,,,https://www.instagram.com/harriswharflondon,harriswharflondon,,,SALA DELLE NAZIONI / A/6-8,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/harris-wharf-london,True,True,True,4,
HEINRICH DINKELACKER,Germany,,,Pitti Uomo 110,https://www.heinrich-dinkelacker.com,info@heinrich-dinkelacker.com,,,,https://www.instagram.com/heinrichdinkelacker,heinrichdinkelacker,,,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 27,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/heinrich-dinkelacker,True,True,False,3,
HELLY HANSEN,Norway,,Lifestyle; Sustainable; Cutting-Edge; Nordic Style; Outdoor; High Performance; Activewear; Sportswear; Urban; Collection,Pitti Uomo 110,http://www.hellyhansen.com,abc@xyz.com,+34) 930 180 889,,,https://www.instagram.com/hellyhansen,hellyhansen,https://www.facebook.com/HellyHansen1877,HellyHansen1877,PADIGLIONE CAVANIGLIA / 39,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/helly-hansen,True,True,True,4,
HENDERSON,Italy,,Essentials; British Style; Classic; New Formal; High Performance; Urban; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.hendersonbaracco.com,shop@hendersonbaracco.com,+39 049 502652,,,https://www.instagram.com/hendersonbaracco_official,hendersonbaracco_official,https://www.facebook.com/HendersonBaracco,HendersonBaracco,PADIGLIONE CENTRALE / PIANO ATTICO / D/13,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/henderson,True,True,True,4,
HENRIK VIBSKOV,Denmark,,,Pitti Uomo 110,,,,,,,,,,,,,,False,False,False,0,
HENRY BEGUELIN,Italy,,Classic; Luxury; Craftsmanship; Collection,Pitti Uomo 110,https://shop.henrybeguelin.it,customercare@henrybeguelin.it,+39 02 55011605,,,https://www.instagram.com/henrybeguelin_official,henrybeguelin_official,,,PADIGLIONE CENTRALE / PIANO ATTICO / H/11,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/henry-beguelin,True,True,True,4,
HENRY COTTON'S,Italy,,,Pitti Uomo 110,https://henrycottons.com,info@henrycottons.com,+44 7884 116559,,,https://www.instagram.com/qodeinteractive/,qodeinteractive,https://www.facebook.com/QodeInteractive/,QodeInteractive,PADIGLIONE CENTRALE / S. ALFA P.INFERIORE / 5,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/henry-cotton-s,True,True,True,4,
HERITAGE,Italy,,,Pitti Uomo 110,,,,,,,,,,PADIGLIONE CENTRALE / PIANO TERRA / J/13,,,,False,False,False,0,
HERNO,Italy,,Lifestyle; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.herno.it,privacy@herno.it,38 40 42 44 46 48,,,https://www.instagram.com/herno,herno,https://www.facebook.com/HernoSpa/,HernoSpa,TEATRINO LORENESE / 1,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/herno,True,True,True,4,
HESTERN,Italy,,Lifestyle; Essentials; Informal; Luxury; Contemporary; Collection,Pitti Uomo 110,http://null,,,,,https://www.instagram.com/hesternmilano,hesternmilano,,,SALA DELLE NAZIONI / B/34,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/hestern,False,True,False,2,
HETTABRETZ,Italy,,Lifestyle; Sustainable; Special Co-Lab/Limited Edition; Essentials; Globetrotter; High Performance; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.hettabretz.com,showroom@hettabretz.it,9186 2021-01-07,,,https://www.instagram.com/hettabretz,hettabretz,https://www.facebook.com/Hettabretz-350138965341733/,Hettabretz-350138965341733,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 5,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/hettabretz,True,True,True,4,
HEYDUDE,Italy,,,Pitti Uomo 110,http://www.artcraftsinternational.it,info@artcraftsinternational.it,,,,https://www.instagram.com/heydudeitaly,heydudeitaly,,,PADIGLIONE CAVANIGLIA / 27,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/heydude,True,True,False,3,
HOMEWARD,Italy,,Lifestyle; Outdoor; High Performance; Activewear; Premium Streetwear; Informal; Urban,Pitti Uomo 110,http://www.homeward.eu,,,,,https://www.instagram.com/homeward_clothes,homeward_clothes,,,PADIGLIONE CENTRALE / PIANO TERRA / H/12,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/homeward,False,True,False,2,
HOSIO,Italy,,Contemporary,Pitti Uomo 110,http://www.hosio.it,info@hosio.it,,,,https://www.instagram.com/hosioofficial,hosioofficial,https://www.facebook.com/hosiofashion/,hosiofashion,PADIGLIONE CENTRALE / PIANO ATTICO / G/11,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/hosio,True,True,False,3,
HèSKIMO,Italy,,Sustainable; Outdoor; High Performance; Activewear; Sportswear; Collection,Pitti Uomo 110,http://www.heskimo.it,commerciale@heskimo.it,+39 0883 820297,,,https://www.instagram.com/heskimo_official,heskimo_official,https://www.facebook.com/heskimoofficial,heskimoofficial,PADIGLIONE CENTRALE / PIANO TERRA / J/1 K/4-6,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/h-skimo,True,True,True,4,
HÖBEPERGH,Italy,,,Pitti Uomo 110,http://www.hobepergh.com,info@hobepergh.com,+39 0424 692352,,,https://www.instagram.com/hobepergh,hobepergh,,,,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/h-bepergh,True,True,True,4,
I'M BRIAN,Italy,,,Pitti Uomo 110,https://www.imbrian.it,commercialeimb@gmail.com,06841341214,,,https://www.instagram.com/imbrian.it,imbrian.it,,,RONDINO / 2,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/I/i-m-brian,True,True,True,4,
IBELIV,France,,Lifestyle; Sustainable; Essentials; Classic; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.ibeliv.fr,contact@ibeliv.fr,85 55 50 71,,,https://www.instagram.com/ibeliv_official,ibeliv_official,,,PADIGLIONE CENTRALE / PIANO ATTICO / I/1,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/I/ibeliv,True,True,True,4,
ICHENDORF MILANO,Italy,,,Pitti Uomo 110,,,,,,,,,,PADIGLIONE CENTRALE / PIANO INFERIORE / V/27,,,,False,False,False,0,
ID.EIGHT,Italy,,Lifestyle; Sustainable; Agender; Outdoor; Globetrotter; Sportswear; Informal; Urban; Contemporary,Pitti Uomo 110,,,,,,https://www.instagram.com/id.eight,id.eight,,,SALA DELLE NAZIONI / A/39,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/I/id-eight,False,False,False,1,
IL BUSSETTO,Italy,,,Pitti Uomo 110,http://www.ilbussetto.it,info@ilbussetto.it,05520650960,,,https://www.instagram.com/ilbussetto,ilbussetto,,,PADIGLIONE CENTRALE / PIANO INFERIORE / S/23,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/B/il-bussetto,True,True,True,4,
ILIOSMERALDO,Italy,,Craftsmanship,Pitti Uomo 110,https://www.iliosmeraldo.it,info@iliosmeraldo.it,,,,,,,,PADIGLIONE CENTRALE / PIANO ATTICO / H/3,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/I/iliosmeraldo,True,True,False,2,
ILSE JACOBSEN HORNBÆK,Denmark,,,Pitti Uomo 110,,,,,,https://www.instagram.com/ilsejacobsen,ilsejacobsen,,,PADIGLIONE CAVANIGLIA / 41-45,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/I/ilse-jacobsen-hornb-k,False,False,False,1,
IMPULSO,Italy,,Lifestyle; High Performance; Activewear; Sportswear,Pitti Uomo 110,http://www.impulso-store.com,,,,,https://www.instagram.com/impulso_official,impulso_official,,,PADIGLIONE CENTRALE / PIANO TERRA / A/20 B/19,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/I/impulso,False,True,False,2,
IMPURE,Italy,,,Pitti Uomo 110,https://www.impure.it,link2east@gmail.com,11975861003,,,https://www.instagram.com/impure.alternative.basic,impure.alternative.basic,,,FURERIA / 10,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/I/impure,True,True,True,4,
INDICODE,Denmark,,,Pitti Uomo 110,https://www.indicodejeans.dk,info@indicodejeans.dk,+49 15129121670,,,https://www.instagram.com/indicode.official,indicode.official,,,FURERIA / 8,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/I/indicode,True,True,True,4,
INTRECCI & BELTS,Italy,,,Pitti Uomo 110,,,,,,,,,,PADIGLIONE CENTRALE / PIANO INFERIORE / T/20,,,,False,False,False,0,
INVERTERE,United Kingdom,,,Pitti Uomo 110,,,,,,,,,,PADIGLIONE CENTRALE / PIANO INFERIORE / Q/9,,,,False,False,False,0,
INVICTA,Italy,,,Pitti Uomo 110,https://www.invicta.it,info@invicta.it,09322230013,,,https://www.instagram.com/invicta_official,invicta_official,,,PADIGLIONE CAVANIGLIA / 31,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/I/invicta,True,True,True,4,
IRON AND RESIN,France,,,Pitti Uomo 110,https://ironandresin.com,alan@ironandresin.com,18055153353,,,https://www.instagram.com/ironandresin,ironandresin,,,ARSENALE / PIANO TERRA / 15,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/I/iron-and-resin,True,True,True,4,
IS-NESS - OUTOPIA BY VANISH,Japan,,,Pitti Uomo 110,,,,,,,,,,SALA DELLA RONDA / 24-25,,,,False,False,False,0,
ISAORA,U.S.A.,,Lifestyle; Sustainable; Cutting-Edge; New Formal; Outdoor; High Performance; Activewear; Sportswear; Urban; Contemporary,Pitti Uomo 110,http://www.isaora.com,info@isaora.com,,https://www.linkedin.com/company/isaora/,isaora,https://www.instagram.com/isaora,isaora,,,PADIGLIONE CENTRALE / PIANO TERRA / H/14,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/I/isaora,True,True,False,4,
J8QUALITY,Japan,,,Pitti Uomo 110,http://www.jquality.jp,info@jquality.jp,,,,,,,,PADIGLIONE CENTRALE / PIANO ATTICO / A/1,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/J/j8quality,True,True,False,2,
JACQUES SOLOVIÈRE PARIS,France,,Classic,Pitti Uomo 110,https://www.jacquessoloviere.com,info@soloparis.com,+33140262188,,,https://www.instagram.com/jacquessoloviereparis,jacquessoloviereparis,,,PADIGLIONE CENTRALE / PIANO ATTICO / H/12,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/J/jacques-solovi-re-paris,True,True,True,4,
JAGGY,Italy,,Lifestyle; Essentials; Classic; Denimwear; Sportswear; Informal; Urban; Contemporary,Pitti Uomo 110,http://www.jaggy.it,info@re-hub.net,02933330421,,,https://www.instagram.com/jaggy.it,jaggy.it,,,PADIGLIONE CENTRALE / PIANO TERRA / K/9 L/10,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/J/jaggy,True,True,True,4,
JAGVI. RIVE GAUCHE,France,,Sustainable; Luxury; Contemporary; Upcycling,Pitti Uomo 110,https://jagvi.eu,contact@jagvi.eu,01 45 54 13 63,,,https://www.instagram.com/jagvi_,jagvi_,,,SALA DELLE NAZIONI / B/17,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/J/jagvi--rive-gauche,True,True,True,4,
JAMIESON'S OF SHETLAND,United Kingdom,,,Pitti Uomo 110,,,,,,,,,,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 14,,,,False,False,False,0,
JEORDIE'S,Italy,,,Pitti Uomo 110,http://www.jeordies.it,jeordies@jeordies.it,+39 0733 966413,,,https://www.instagram.com/jeordies_official,jeordies_official,,,PADIGLIONE CENTRALE / PIANO TERRA / H/11,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/J/jeordie-s,True,True,True,4,
JERRY KEY,Italy,,,Pitti Uomo 110,http://www.jerrykey.it,info@jerrykey.it,+39 089 863927,,,https://www.instagram.com/jerrykey.jackets/,jerrykey.jackets,https://www.facebook.com/jerrykey.jackets,jerrykey.jackets,PADIGLIONE CENTRALE / PIANO TERRA / H/13,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/J/jerry-key,True,True,True,4,
JIWYA,India,,Lifestyle; Sustainable; Classic; New Formal; Urban; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,,,,,,https://www.instagram.com/jiwya_official,jiwya_official,,,SALA DELLE NAZIONI / B/27,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/J/jiwya,False,False,False,1,
JIYONGKIM,Korea (South),,Sustainable; Special Co-Lab/Limited Edition; Essentials; Cutting-Edge; Premium Streetwear; Luxury; Craftsmanship; Collection,Pitti Uomo 110,https://jiyongkim.net,cs@jiyongkim.net,02-2271-2021,,,https://www.instagram.com/jiyongkim_official,jiyongkim_official,,,MAGAZZINO 07 / 1,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/J/jiyongkim,True,True,True,4,
JJ HATS NEW YORK,U.S.A.,,,Pitti Uomo 110,http://www.jjhats.com,,,,,,,,,SALA DELLE NAZIONI / B/44-46,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/J/jj-hats-new-york,False,True,False,1,
JOHN SMEDLEY,United Kingdom,,,Pitti Uomo 110,http://www.johnsmedley.com,customercare@johnsmedley.co.uk,+44 (0)800 6523498,,,https://www.instagram.com/johnsmedleyknitwear,johnsmedleyknitwear,https://www.facebook.com/JohnSmedleyKnitwear,JohnSmedleyKnitwear,PADIGLIONE CENTRALE / PIANO ATTICO / C/12,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/J/john-smedley,True,True,True,4,
JOHNNY LAMBS,Italy,,,Pitti Uomo 110,,,,,,,,,,PADIGLIONE CENTRALE / PIANO TERRA / I/14,,,,False,False,False,0,
JOSEPH CHEANEY & SONS,United Kingdom,,Lifestyle; Sustainable; Essentials; British Style; Classic; New Formal; Luxury; Craftsmanship,Pitti Uomo 110,http://www.cheaney.co.uk,info@cheaney.co.uk,,,,https://www.instagram.com/josephcheaney,josephcheaney,,,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 9,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/C/joseph-cheaney---sons,True,True,False,3,
JP5 CONCEPT,Italy,,Lifestyle; Sustainable; Special Co-Lab/Limited Edition; Cutting-Edge; Japan Style; Luxury; Craftsmanship; Contemporary; Collection; Upcycling,Pitti Uomo 110,https://jp5concept.com,info@jp5concept.com,+34 664 75 92 62,https://www.linkedin.com/in/luca-ciucci-a1585125/,luca-ciucci-a1585125,https://www.instagram.com/jp5concept,jp5concept,https://www.facebook.com/KralovaDesign/,KralovaDesign,SALA DELLE NAZIONI / A/19,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/J/jp5-concept,True,True,True,5,
KANGOL,United Kingdom,,Premium Streetwear; Urban; Youth Culture; Contemporary,Pitti Uomo 110,,,,,,,,,,PADIGLIONE CAVANIGLIA / 5,,,,False,False,False,0,
KAPPY DESIGN,Korea (South),,,Pitti Uomo 110,http://www.kappydesign.com,director@kappydesign.com,010-4597-0714 10,,,https://www.instagram.com/kappydesign,kappydesign,,,SALA DELLE NAZIONI / A/14,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/K/kappy-design,True,True,True,4,
KAPTEN&SON,Germany,,Lifestyle; Essentials; Nordic Style; Classic; Outdoor; Globetrotter; High Performance; Activewear; Urban; Collection,Pitti Uomo 110,http://www.kapten-son.com,info@kapten-son.com,+49 221 292 56494,,,https://www.instagram.com/kaptenandson.de,kaptenandson.de,https://www.facebook.com/kaptenandsonde,kaptenandsonde,PADIGLIONE CAVANIGLIA / 53,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/K/kapten-son,True,True,True,4,
KAVKI,Japan,,Lifestyle; Japan Style; Urban; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://kavki.jp,info@kavki.jp,,,,https://www.instagram.com/kavki_official/,kavki_official,,,PADIGLIONE CENTRALE / PIANO ATTICO / C/5,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/K/kavki,True,True,False,3,
KAWASAKI FOOTWEAR,Denmark,,Lifestyle; Nordic Style; Sportswear; Urban,Pitti Uomo 110,http://kawasakifootwear.com,,,,,https://www.instagram.com/kawasakifootwear.official,kawasakifootwear.official,,,,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/K/kawasaki-footwear,False,True,False,2,
KEELING,United Arab Emirates,,Lifestyle; Sustainable; Sportswear; Luxury,Pitti Uomo 110,https://www.keeling.io,info@sealand-international.com,,,,https://www.instagram.com/keeling.io,keeling.io,https://www.facebook.com/keeling.io/,keeling.io,PADIGLIONE CAVANIGLIA / 7,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/K/keeling,True,True,False,3,
KEEN,U.S.A.,,Lifestyle; Sustainable; Special Co-Lab/Limited Edition; Outdoor; Urban,Pitti Uomo 110,https://www.keenfootwear.it,info@amuvia.com,+39 0471 531244,,,https://www.instagram.com/keenitalia,keenitalia,,,SALA DELLA RONDA / 9-10,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/K/keen,True,True,True,4,
KETROY,Turkey,,Classic; New Formal; Denimwear; High Performance; Activewear; Sportswear; Informal; Luxury; Contemporary; Collection,Pitti Uomo 110,http://www.ketroy.com,destek@ketroy.com,08502512968,https://www.linkedin.com/company/ketroyofficial,ketroyofficial,https://www.instagram.com/ketroy,ketroy,,,PADIGLIONE CENTRALE / S. ALFA P.INFERIORE / 18-19,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/K/ketroy,True,True,True,5,
KETTA,Japan,,Lifestyle; Sustainable; Japan Style; New Formal; Workwear; Outdoor; Activewear; Sportswear; Luxury; Upcycling,Pitti Uomo 110,https://www.hirota-ap.com/ketta,info@hirota-ap.com,2025.02.26 31,,,,,,,PADIGLIONE CENTRALE / PIANO ATTICO / D/12,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/K/ketta,True,True,True,3,
KIEFERMANN,Germany,,Sustainable; Essentials; Informal; Urban; Contemporary; Collection,Pitti Uomo 110,https://www.kiefermann.com,info@kiefermann.com,131 47802,,,https://www.instagram.com/kiefermann,kiefermann,,,PADIGLIONE CENTRALE / PIANO ATTICO / B/12,,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/K/kiefermann,True,True,True,4,
