Company,Country,City,Category,Fair,Website,Email,Phone_WhatsApp,LinkedIn,Instagram,Stand_Booth,Detail_URL,Notes,Facebook,Hall_Stand,Address
FALIERO SARTI,ITALY,,Sustainable; Luxury; Craftsmanship,Pitti Uomo 110,http://www.falierosarti.com,info@falierosarti.com,01582410971,,https://www.instagram.com/falierosarti,PADIGLIONE CENTRALE / PIANO ATTICO / G/6-8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/faliero-sarti,,https://www.facebook.com/falierosartiofficial/,,
FARFALLA,ITALY,,,Pitti Uomo 110,http://www.farfalla.it,farfalla@farfalla.it,+39 071 946027,https://www.linkedin.com/company/farfalla-calzature/,https://www.instagram.com/farfalla_slippers,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 54,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/farfalla,,,,
FEFE' NAPOLI,ITALY,,Lifestyle; Essentials; Japan Style; Classic; New Formal; Workwear; Informal; Urban; Luxury; Contemporary,Pitti Uomo 110,http://www.fefenapoli.com,info@fefeglamour.it,+390810607050,,https://www.instagram.com/fefe.napoli,PADIGLIONE CENTRALE / PIANO INFERIORE / O/10,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/fefe--napoli,,,,
FELISI,ITALY,,Lifestyle; Essentials; Classic; New Formal; Workwear; Outdoor; Urban; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.felisibagsandbelts.com,info@felisibagsandbelts.com,+00390532771089,,https://www.instagram.com/felisi_bagsandbelts,PADIGLIONE CENTRALE / PIANO ATTICO / I/4-6,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/felisi,,,,
FELIX CULPA,ITALY,,,Pitti Uomo 110,,,,,,SALA DELLE NAZIONI / A/46,,,,,
FEMALE FOUNDED,TURKEY,,,Pitti Uomo 110,,,,,,,,,,,
FERRANTE,ITALY,,,Pitti Uomo 110,http://www.ferrante.it,e-store@ferrante.it,01080370685,,https://www.instagram.com/ferrante_official,PADIGLIONE CENTRALE / PIANO INFERIORE / R/16,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/ferrante,,https://www.facebook.com/Ferrante.it,,
FERRANTE ROYAL RED,ITALY,,,Pitti Uomo 110,,,,,https://www.instagram.com/ferrante_official,PADIGLIONE CENTRALE / PIANO INFERIORE / R/16,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/ferrante-royal-red,,,,
FF-PACKAGING,NETHERLANDS,,,Pitti Uomo 110,https://www.ff-packaging.com,info@ff-packaging.com,+31 (0)341 430 413,https://www.linkedin.com/company/ff-packaging,https://www.instagram.com/ffpackaging,PADIGLIONE CENTRALE / PIANO TERRA / G/12,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/ff-packaging,,https://www.facebook.com/ffpackaging,,
FILA,ITALY,,,Pitti Uomo 110,,,,,https://www.instagram.com/filaeurope,PADIGLIONE CAVANIGLIA / 6,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/fila,,,,
FILSON,U.S.A.,,Lifestyle; Outdoor,Pitti Uomo 110,http://www.filson.eu,info@filson.eu,,,https://www.instagram.com/filson1897_europe,AREA MONUMENTALE / SALA DELLA VOLTA E CORRIDOIO DELL'ARCO / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/filson,,,,
FINAL DRAFT,GERMANY,,,Pitti Uomo 110,http://www.finaldraftclo.com,hello@finaldraftclo.com,+49 9321 3003246,,https://www.instagram.com/finaldraftclo,SALA DELLE NAZIONI / A/16-18,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/final-draft,,,,
FINOACINQUE - CODE KOREA,KOREA (SOUTH),,,Pitti Uomo 110,,,,,https://www.instagram.com/finoacinque_official,POLVERIERA / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/finoacinque---code-korea,,,,
FIORE 19.57,ITALY,,Lifestyle; Classic; High Performance; Informal; Luxury; Craftsmanship; Collection,Pitti Uomo 110,https://www.fiore1957.it,customercare@fiore1957.it,+39 389 3193480,,,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 53,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/fiore-19-57,,,,
FLORENCE STYLE,ITALY,,British Style; Classic; Luxury; Craftsmanship,Pitti Uomo 110,http://www.florencestyle.com,info@florencestyle.com,30 055.8363104,,https://www.instagram.com/florencestyle1953,PADIGLIONE CENTRALE / PIANO TERRA / G/2,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/florence-style,,,,
FLOWER MOUNTAIN,JAPAN,,,Pitti Uomo 110,http://www.flowermountain.com,info@flowermountain.com,00347770430,,https://www.instagram.com/flowermountain_official,PADIGLIONE CAVANIGLIA / 40,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/flower-mountain,,https://www.facebook.com/FlowerMountainOfficial/,,
FLOWER MOUNTAIN,JAPAN,,,Pitti Uomo 110,http://www.flowermountain.com,info@flowermountain.com,00347770430,,https://www.instagram.com/flowermountain_official,PADIGLIONE CAVANIGLIA / 40,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/flower-mountain,,https://www.facebook.com/FlowerMountainOfficial/,,
FLY3,ITALY,,Sustainable; Essentials; Informal; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.fly3.it,info@fly3.it,+39 071 9161805,,https://www.instagram.com/fly3_official,COSTRUZIONI LORENESI / PIANO PRIMO / 6,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/fly3,,,,
FORM BAGS,ITALY,,Sustainable; Luxury,Pitti Uomo 110,http://www.formbags.com,sales@formbags.it,+39 059 44 86,https://www.linkedin.com/company/form-bags-spa/,https://www.instagram.com/formbagsmoveyourbrand,PADIGLIONE CENTRALE / PIANO TERRA / G/9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/form-bags,,,,
FORNARI,ITALY,,Lifestyle; Sustainable; Japan Style; Classic; New Formal; Outdoor; Urban; Craftsmanship; Contemporary; Upcycling,Pitti Uomo 110,http://umbertofornari.it,info@umbertofornari.it,00039300421,,https://www.instagram.com/fornariofficial,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 36,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/fornari,,https://facebook.com/fornariofficial/,,
FOULON,ITALY,,Classic; Premium Streetwear; Craftsmanship; Contemporary,Pitti Uomo 110,https://foulon.it,info@foulon.it,+39 02 49367290,,https://www.instagram.com/foulon.it,SALA DELLE NAZIONI / A/9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/foulon,,,,
FOX UMBRELLAS,UNITED KINGDOM,,,Pitti Uomo 110,http://www.foxumbrellas.com,onlineshop@foxumbrellas.com,20 8662 0022,,https://www.instagram.com/foxumbrellas,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 58,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/fox-umbrellas,,,,
FRACAP,ITALY,,Lifestyle; Outdoor; Sportswear; Urban; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.fracap.it,info@fracap.it,+39 0832 321996,,https://www.instagram.com/fracap1908,PADIGLIONE CAVANIGLIA / 35,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/fracap,,https://www.facebook.com/fracap1908,,
FRANCESCHETTI,ITALY,,Classic; New Formal; Premium Streetwear; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.franceschetti.it,alessandromedori@franceschetti.it,39 333 5075994,,https://www.instagram.com/franceschettishoes,PADIGLIONE CENTRALE / PIANO TERRA / J/15,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/franceschetti,,,,
FRANCESCO BENIGNO,ITALY,,,Pitti Uomo 110,http://www.francescobenigno.it,info@francescobenigno.it,,,https://www.instagram.com/francescobenigno1926,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 35,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/francesco-benigno,,,,
FRANCESCO SMALTO,FRANCE,,,Pitti Uomo 110,https://www.smalto.com,salon.couture@smalto.com,,https://fr.linkedin.com/company/smalto,https://www.instagram.com/smaltoparis,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 43,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/francesco-smalto,,,,
FRANKS,AUSTRALIA,,Lifestyle; Essentials; Classic; Outdoor; Activewear; Contemporary,Pitti Uomo 110,http://franksaustralia.com,service@franksaustralia.com,+61 418 338 364,,https://www.instagram.com/franksaustralia,PADIGLIONE CAVANIGLIA / 55,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/franks,,,,
FRAY CAMICERIA,ITALY,,Special Co-Lab/Limited Edition; Classic; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.frayitaly.com,info@frayitaly.com,+39 051 57 10 36,https://www.linkedin.com/company/fray-italy-luxury-shirts/,https://www.instagram.com/frayitaly,PADIGLIONE CENTRALE / PIANO INFERIORE / R/5,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/fray-camiceria,,,,
FRESCOBOL CARIOCA X LA MARZOCCO,ITALY,,,Pitti Uomo 110,http://www.lamarzocco.com,info@lamarzocco.com,04040140487,,https://www.instagram.com/lamarzoccohome,PADIGLIONE CENTRALE / TERRAZZA / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/frescobol-carioca-x-la-marzocco,,,,
FTC,SWITZERLAND,,Lifestyle; Sustainable; Essentials; Classic; New Formal; Globetrotter; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.ftc-cashmere.com,,,,https://www.instagram.com/ftc_cashmere,PADIGLIONE CENTRALE / PIANO INFERIORE / P/16,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/ftc,,,,
FUGÀTO,ITALY,,Sustainable; Special Co-Lab/Limited Edition; Classic; New Formal; Informal; Luxury; Craftsmanship,Pitti Uomo 110,http://www.fugato.it,info@fugato.it,,https://linkedin.com/company/fug,https://www.instagram.com/fugato_official,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 13,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/fug-to,,https://facebook.com/fugato.official,,
FUGÀTO,ITALY,,Sustainable; Special Co-Lab/Limited Edition; Classic; New Formal; Informal; Luxury; Craftsmanship,Pitti Uomo 110,http://www.fugato.it,info@fugato.it,,https://linkedin.com/company/fug,https://www.instagram.com/fugato_official,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 13,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/fug-to,,https://facebook.com/fugato.official,,
FUMEO CARLO,ITALY,,Lifestyle; Essentials; Agender; Nordic Style; Japan Style; British Style; Classic; New Formal; Informal; Craftsmanship,Pitti Uomo 110,https://www.fumeocarlo.com,fumeo@fumeocarlo.it,+39 0362 563292,https://www.linkedin.com/company/fumeo-carlo,https://www.instagram.com/ fumeo_carlo,ARSENALE / PIANO TERRA / 31,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/fumeo-carlo,,https://www.facebook.com/fumeocarlo,,
G.R.P.,ITALY,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO ATTICO / I/11,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/g-r-p-,,,,
G.R.P.,ITALY,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO ATTICO / I/11,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/g-r-p-,,,,
G1920 - GARDEUR,GERMANY,,Lifestyle; Sustainable; Essentials; Classic; Premium Streetwear; Urban; Luxury; Contemporary,Pitti Uomo 110,http://www.g1920.com,info@g1920.com,+49 (0)2161 816 250,https://www.linkedin.com/company/gardeur,https://www.instagram.com/gardeur.de,PADIGLIONE CENTRALE / PIANO TERRA / H/20,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/g1920---gardeur,,https://www.facebook.com/gardeur.de,,
GABBA,DENMARK,,Lifestyle; Essentials; Nordic Style; Denimwear; Urban; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,https://www.gabba.com,info@gabba.com,+45 75 53 66 66,https://dk.linkedin.com/company/gabbadenim,https://www.instagram.com/gabba.original,PADIGLIONE CAVANIGLIA / 16,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gabba,,,,
GABRIEL STUNZ,GERMANY,,Sustainable; Outdoor; Globetrotter; High Performance; Activewear; Luxury; Craftsmanship; Contemporary; Upcycling,Pitti Uomo 110,http://www.gabrielstunz.com,info@gabrielstunz.com,,https://www.linkedin.com/company/gabriel-stunz-design/,https://www.instagram.com/gabrielstunz,PADIGLIONE CENTRALE / PIANO ATTICO / B/7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gabriel-stunz,,,,
GABRIELE PASINI,ITALY,,,Pitti Uomo 110,https://www.gabrielepasini.com,2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com,,,https://www.instagram.com/gabrielepasini,PADIGLIONE CENTRALE / PIANO INFERIORE / T/21,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gabriele-pasini,,https://www.facebook.com/gabriele.pasini.16,,
GAIMO,SPAIN,,,Pitti Uomo 110,,,,,,,,,,,
GALA GLOVES,ITALY,,British Style; Classic; Urban; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.galagloves.it,,,,https://www.instagram.com/galagloves,PADIGLIONE CENTRALE / PIANO INFERIORE / S/21,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gala-gloves,,,,
GALLIA KNIT PROJECT,ITALY,,,Pitti Uomo 110,https://almalia.it,info@almalia.it,+39 030 6480 737,https://www.linkedin.com/company/almalia-hub/,https://www.instagram.com/galliaknit_,SALA DELLE NAZIONI / B/9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gallia-knit-project,,https://www.facebook.com/galliaconfezioni,,
GALLUCCI,ITALY,,Classic; New Formal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.galluccishoes.it,info@galluccishoes.it,+39 02 76002027,,https://www.instagram.com/galluccishoes,PADIGLIONE CENTRALE / PIANO INFERIORE / U/9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gallucci,,,,
GARDEN OF GOD,ITALY,,,Pitti Uomo 110,http://www.gardenofgod.it,info@gardenofgod.it,05032330234,,https://www.instagram.com/gardenofgod_italy,PADIGLIONE CAVANIGLIA / 64,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/garden-of-god,,,,
GARRETT,ITALY,,,Pitti Uomo 110,http://www.garrett-grt.com,info@garrett-grt.it,+39 331.2964659,,https://www.instagram.com/garrettgrt,PADIGLIONE CENTRALE / PIANO ATTICO / A/13,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/garrett,,,,
GASSA D'AMANTE,ITALY,,Lifestyle; Sustainable; Classic; Outdoor; Sportswear; Informal; Urban; Luxury; Craftsmanship; Upcycling,Pitti Uomo 110,https://gassadamante.com,info@gassadamante.com,,,https://www.instagram.com/gassadamanteswimwear,PADIGLIONE CAVANIGLIA / 100,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gassa-d-amante,,,,
GAUDÍ UOMO,ITALY,,Lifestyle; New Formal; Denimwear; Urban; Contemporary,Pitti Uomo 110,https://gaudi-fashion.com/it_it/uomo.html,cs@gaudi-fashion.com,56 46 48 50 52 54,,https://www.instagram.com/gaudiofficial,CORTILE LORENESI / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gaud--uomo,,https://www.facebook.com/GAUDI.it/,,
GERRY ST. TROPEZ,SPAIN,,Outdoor; Activewear; Sportswear; Informal,Pitti Uomo 110,https://www.gerrysttropez.com,555info@gerrysttropez.com,+34) 937 120 555,,https://www.instagram.com/gerrysttropez,PADIGLIONE CAVANIGLIA / 108,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gerry-st--tropez,,https://www.facebook.com/gerrysttropez,,
GHIRARDELLI NEXT,ITALY,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO INFERIORE / V/13-15 Z/12-14,,,,,
GIABSARCHIVIO,ITALY,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO ATTICO / F/3-5,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/giabsarchivio,,,,
GIANGI NAPOLI,ITALY,,Lifestyle; Classic; New Formal; Denimwear; High Performance; Urban; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.gianginapoli.it,info@gianginapoli.it,+39 081 842 34 69,,https://www.instagram.com/giangicamiceria,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 39,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/giangi-napoli,,,,
GIANNETTO PORTOFINO,ITALY,,Lifestyle; Sustainable; New Formal; Denimwear; Globetrotter; Informal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.giannettoportofino.it,info@giannettoportofino.it,0883 565000,,https://www.instagram.com/giannettoportofino,PADIGLIONE CENTRALE / PIANO INFERIORE / T/9 U/8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/giannetto-portofino,,,,
GIANNI LUPO,ITALY,,Lifestyle; Sustainable; Denimwear; Urban; Contemporary,Pitti Uomo 110,http://www.giannilupo.com,info@giannilupo.com,,,https://www.instagram.com/giannilupo_man,CORTILE LORENESI / 2,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gianni-lupo,,https://www.facebook.com/giannilupoman,,
GIANO,ITALY,,Lifestyle; Essentials; Classic; New Formal; Urban; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.giano.eu,info@giano.eu,+39 0734 510489,https://www.linkedin.com/company/gianoeu/,,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 17,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/giano,,,,
GICAPRI,ITALY,,,Pitti Uomo 110,http://www.gicapri.com,dpo@epssrl.com,+39 081 8026575,,https://www.instagram.com/gicapri_official/,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gicapri,,https://www.facebook.com/GiCapri-a-giacchett-e-Capri-755121697888151,,
GIERRE MILANO,ITALY,,Special Co-Lab/Limited Edition; Classic; New Formal; Luxury,Pitti Uomo 110,http://www.gierremilano.com,info@gierremilano.com,06259350152,,https://www.instagram.com/gierremilano,PADIGLIONE CENTRALE / PIANO TERRA / E/17,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gierre-milano,,https://www.facebook.com/Gierremilano-660359204086606/,,
GIMMI JEANS,ITALY,,,Pitti Uomo 110,https://www.gimmijeans.com,gimmihq@gmail.com,+39 0444551678,,https://www.instagram.com/gimmijeans,SALA DELLE NAZIONI / B/24,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gimmi-jeans,,,,
GIMO'S ITALIANA,ITALY,,Sustainable; New Formal; Outdoor; Informal; Urban; Luxury; Craftsmanship,Pitti Uomo 110,http://www.gimos.com,info@gimos.com,00403830284,,https://www.instagram.com/gimos_official,PADIGLIONE CENTRALE / PIANO INFERIORE / S/12,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gimo-s-italiana,,https://www.facebook.com/GimosOfficial/,,
GIOSA  MILANO,ITALY,,,Pitti Uomo 110,http://www.giosamilano.com,info@giosamilano.com,+39 02 8699 7441,,https://www.instagram.com/giosamilano,PADIGLIONE CENTRALE / PIANO INFERIORE / S/20,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/giosa--milano,,https://www.facebook.com/giosamilano,,
GMS75,ITALY,,Lifestyle; Sustainable; Outdoor; Premium Streetwear; Informal; Urban; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.gimos.com,info@gimos.com,00403830284,,https://www.instagram.com/gimos_official,PADIGLIONE CENTRALE / PIANO INFERIORE / S/12,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gms75,,https://www.facebook.com/GimosOfficial/,,
GNL FOOTWEAR,SWITZERLAND,,Lifestyle; Nordic Style; High Performance; Activewear; Sportswear; Premium Streetwear; Informal; Urban; Collection,Pitti Uomo 110,http://www.gnlfootwear.com,info@gnlfootwear.com,227295337464990,,https://www.instagram.com/gnlfootwear,PADIGLIONE CAVANIGLIA / 48,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gnl-footwear,,,,
GOGUTSA,GEORGIA,,Lifestyle; Agender; Cutting-Edge; Japan Style; Globetrotter; Premium Streetwear; Urban; Youth Culture; Craftsmanship; Contemporary,Pitti Uomo 110,https://gogutsa.com,info@gogutsa.com,,,https://www.instagram.com/gogutsaofficial,PADIGLIONE CENTRALE / PIANO ATTICO / I/13,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gogutsa,,,,
GOLDWIN,JAPAN,,Lifestyle; Japan Style; Outdoor; High Performance; Activewear; Sportswear; Urban,Pitti Uomo 110,http://www.goldwin-global.com,info@goldwineurope.com,,,https://www.instagram.com/goldwin_global,SALA DELLE NAZIONI / B/12-14,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/goldwin,,https://www.facebook.com/goldwin.global/,,
GOOD PEOPLE GOOD STITCHING GOOD PRODUCT,JAPAN,,,Pitti Uomo 110,https://www.marucho.net,info@marucho.net,03-3626-3900,,https://www.instagram.com/ggg_tokyo_official,PADIGLIONE CENTRALE / PIANO ATTICO / B/13,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/good-people-good-stitching-good-product,,,,
GOORIN BROS.,U.S.A.,,Lifestyle; Agender; Cutting-Edge; Denimwear; Outdoor; Sportswear; Premium Streetwear; Urban; Youth Culture; Collection,Pitti Uomo 110,http://www.goorin.com,avincent@goorin.com,16 2026 1895,,https://www.instagram.com/goorinbros,PADIGLIONE CAVANIGLIA / 33,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/goorin-bros-,,,,
GOT BAG,GERMANY,,Lifestyle; Sustainable; Nordic Style; Outdoor; Urban; Upcycling,Pitti Uomo 110,https://got-bag.com,info@got-bag.com,,,https://www.instagram.com/gotbag,PADIGLIONE CAVANIGLIA / 111,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/got-bag,,,,
GRAMMATIK DRAMMATIK,ROMANIA,,,Pitti Uomo 110,https://releasedistribution.it/grammatik-drammatik,,,,https://www.instagram.com/grammatikdrammatik,PADIGLIONE CENTRALE / PIANO ATTICO / G/4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/grammatik-drammatik,,https://www.facebook.com/ReleaseDistribution/,,
GRAN SASSO,ITALY,,,Pitti Uomo 110,http://www.gransasso.it,info@gransasso.it,+39 02 794847,https://www.linkedin.com/company/maglificio-gran-sasso/,https://www.instagram.com/gransasso_official,PADIGLIONE CENTRALE / PIANO INFERIORE / V/23-25,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gran-sasso,,https://www.facebook.com/maglificiogransasso,,
