name,rewriteId,detail_url,country,province,city,zip,street,building,phone,fax,email,homepage,short_description,description,halls,stands,zones,exhibitor_programs,product_categories,usage_areas,product_end_uses,keywords,tags,brands,facebook,instagram,linkedin,twitter,youtube,tiktok,wechat,weibo,whatsapp,logo,last_approval,email_source,website_source
Hrj Fashion & Accessories,hrj-fashionaccessories-corp-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hrj-fashionaccessories-corp-ltd.html,China,Zhejiang,Jiaxing,314000,Room 201 Building59 Zhifucenter New Xiuzhou District,,+86 573 8997 7323,+86 573 8367 4777,sheila.shen@hrjfashion.com,https://www.hrjfashion.com,,,4,H4-G419,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:11:56,api,api
Huadi Imp. & Exp. (Ningbo),ningbo-huadi-impexp-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-huadi-impexp-coltd.html,China,Zhejiang,Ningbo,315192,Room503 Meijin Edificeno125 Mingyuan Lane,,+86 574 8303 5723,+86 574 8303 5723,toneyzheng@tonyhuadi.com,https://www.tonyhuadi.com,,,4,H4-G432,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:19:21,api,api
Huayi Apparel (Dalian),dalian-huayi-apparel-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/dalian-huayi-apparel-coltd.html,China,Liaoning,Dalian,116021,"Room 1002,Entrance2,No 115,Exhibition Road,Shahekou Dist",,+86 411 8880 4031,,sabrina.fu@huayiapparel.com.cn,,,,3,H3-B347,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:23:37,api,
Huayi Reve Trading (Ningbo),ningbo-huayi-reve-trading-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-huayi-reve-trading-co-ltd.html,China,Zhejiang,Ningbo,315121,"Room212, Building-D, No.11 Dongqian Lake Area, Yinxian Avenue",,+86 574 8301 3853,,peter@reve.cn,https://www.reve.cn,,,3,H3-B393,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:22:11,api,api
Huazhong Apparel (Ningbo）,ningbo-calli-international-trading-coltd-b,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-calli-international-trading-coltd-b.html,China,Zhejiang,Ningbo,315192,Floor20 No1357 Middle Of Yinxian Avenue,,+86 181 5823 3292,,queenie@calli-china.com,,,,3,H3-C374,All About Her,,,,,,,,,,,,,,,,,,2025-12-22T17:26:56,api,
Hubei Apparel (Shanghai),shanghai-hubei-industry-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shanghai-hubei-industry-coltd.html,China,Shanghai,Shanghai,201314,"No. 36, Taren Road,Xinchang Town, Pudong New Area",,+86 21 6813 6818,,daniel@shhbsy.com,,,,3,H3-D338,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:17:36,api,
Hunter Textile (Nantong),nantong-hunter-textile-imp--exp-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/nantong-hunter-textile-imp--exp-coltd.html,China,Jiangsu,Nantong,226001,"Nit B 7F International Building,No 38Yuelong Road",,+86 513 8533 1520,,jack@nthunter.com,,,,3; null,H3-A371; Hnull,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:23:57,api,
IIPI Global,iipi-global-llp,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/iipi-global-llp.html,India,Uttar Pradesh,G.B. Nagar,301305,"Plot No-21, Sector 140A,",,+91 98087 55030,,faizan.ali@iipisourcing.com,,,,4,H4-G551,Fashion Accessories,Small Order Itinerary < 300 Pieces,,,,,,,,,,,,,,,,,2025-12-19T15:14:48,api,
Indigoline,indigoline-limited,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/indigoline-limited.html,Hong Kong,,Kowloon,,32-40 Man Yue Street,"9/F Unit J1, Winner Building",+852 3547 2496,,indigo@indigolineltd.com,https://www.indigolineltd.com,,,3,H3-D394,All About Her,Small Order Itinerary < 300 Pieces,,,,,,,,,,,,,,,,,2026-01-05T11:32:38,api,api
Indilek Garment Technology (Hefei),hefei-indilek-garment-technology-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hefei-indilek-garment-technology-coltd.html,China,Anhui,Hefei,315192,"No. 19 Qinghe Road,Yiliton Industrial Park, No. 3 Plant, Luyang Industrial Parkluyang District",,+86 158 5750 1957,,gordon@indlike.cn,,,,4,H4-G458,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:09:27,api,
Indkraft,indkraft-exports,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/indkraft-exports.html,India,,Meerut,250001,Bombay Bazar,167-K,+91 121 403 4103,+91 121 266 0063,info@indkraft.com,https://www.indkraft.com,,,4,H4-H544,Fashion Accessories,,,,,,,,,,,,,,,,,,2025-12-26T12:08:02,api,api
Inner Mongolia Chenyun Industrial And Trading,inner-mongolia-chenyun-industrial-and-trading-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/inner-mongolia-chenyun-industrial-and-trading-coltd.html,China,Nei Mongol,Baotou,014030,Room1906 Golden Top Bldg No46 Gangtie Street Qingshan District,,+86 472 512 7598,,lawence_ing@126.com,,,,4,H4-H485,Knitted,,,,,,,,,,,,,,,,,,2025-12-22T18:07:27,api,
Internet Exports India,internet-exports-india-llp,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/internet-exports-india-llp.html,India,Haryana,Gurugram,122016,"Plot no 202 Udyog Vihar, Phase - 1",,+91 98999 53197,,vibha@internetexportsindia.com,https://www.internetexportsindia.com,,,3,H3-A345,All About Her,Econogy Finder,,,,,,,,,,,,,,,,company_pictures/10000073202601/AR4U9A0025TY/1736827302773_3783593441.jpg,2026-02-19T07:41:10,api,api
ION Tekstil,ion-tekstil,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ion-tekstil.html,Türkiye,,Istanbul,,caddesi no:2,Halkalı merkez mah.abay,,,sinem@iontekstil.com,https://pro.foursource.com/ion-tekstil-dis-tic-ltd-2,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-26T12:39:26,api,api
Isun Fashion (Ningbo),ningbo-isun-fashion-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-isun-fashion-coltd.html,China,Zhejiang,Ningbo,315192,No888 East Of Zhongshan Roadfenghua,,+86 574 8895 0154,,brooke@nbisun.com,,,,4,H4-G477,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T06:12:35,api,
J&J Fashion  (Tongxiang),tongxiang-jj-fashion-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/tongxiang-jj-fashion-coltd.html,China,Zhejiang,Tongxiang,315192,"Building 3#,No.2986 South Huancheng Road",,+86 571 8188 3571,+86 573 8188 3571,julia@jjfashionfur.com,https://jjtopfashion.com,,,3,H3-C378,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:24:20,api,api
Jasprit Accessories,jasprit-accessories-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jasprit-accessories-coltd.html,China,Shanghai,Shanghai,201101,"Rm319-328,Building 27,Qibao International Plaza, No.8633 Zhongchun Road",,+86 21 5476 0389,,jason@jasprit.net,https://www.jasprit.net,,,4,H4-F539,Fashion Accessories,,,,,,,,,,,,,,,,,,2025-12-19T12:21:08,api,api
Jc Textile & Garment (Shaoxing),shaoxing-jc-textile-garment-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shaoxing-jc-textile-garment-coltd.html,China,Zhejiang,Shaoxing,312000,"Room 201,Building180,Bdistrict,,Yuecheng District,",,+86 186 0585 8686,,jason.zhang@jcgarment.com.cn,,,,4,H4-G422,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:24:20,api,
Jean Imp. & Exp. (Shanghai),shanghai-jean-imp--exp-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shanghai-jean-imp--exp-co-ltd.html,China,Shanghai,Shanghai,200000,"1902B, No 157 East Baoxing Road, Hongkou",,+86 21 5755 2680,,neil.lin@jeanfashion.com.cn,https://www.jeanfashion.cn,,,4,H4-G495,Kids,,,,,,,,,,,,,,,,,,2025-12-19T12:22:11,api,api
Jessie Q (Dalian),dalian-jq-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/dalian-jq-co-ltd.html,China,Liaoning,Dalian,315192,No19-2 R1 Zone Quanhui Ganjingzi District,,+86 188 4118 5023,,jessie@jessieq.com,https://www.jessieq.com,,,3,H3-B360,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:14:04,api,api
Jialan Garments And Apparel (Shengzhou）,shengzhou-jialan-garments-and-apparel-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shengzhou-jialan-garments-and-apparel-coltd.html,China,Zhejiang,Shengzhou,315192,#28Huafa Road Shengzhou Economic Development Zone,,+86 575 8300 3968,,tony@elatie.com,https://WWW.JIALANCORP.COM,,,4,H4-H405,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:25:22,api,api
Jiaqing Garment (Nantong),nantong-jiaqing-garment-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/nantong-jiaqing-garment-coltd.html,China,Jiangsu,Nantong City,226000,"No.686,Jiangtong Road.","2/f,",,,jc-gy@bonbons.com,,,,3,H3-B397,All About Her,New Exhibitor,,,,,,,,,,,,,,,,,2025-12-23T18:42:13,api,
Jiaxing Shuntai Imp. & Exp. (Zhejiang),zhejiang-jiaxing-shuntai-importexport-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/zhejiang-jiaxing-shuntai-importexport-coltd.html,China,Zhejiang,Jiaxing,315192,"16Th Floor,Lucky Power Tower,Yuxin Town, Jiaxing 314009",,+86 159 5830 2710,,yuelucky@vip.163.com,,,,4,H4-F421,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:11:56,api,
Jiayou Textile Tech. (Ningbo),ningbo-jiayou-textile-tech-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-jiayou-textile-tech-coltd.html,China,Zhejiang,Ningbo,315100,"Rm 803, No. 12, Building 6, No. 1881 Tashanyan Roadyinzhou District",,+86 181 0667 5668,,jcxlily@163.com,,,,4,H4-H437,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:12:59,api,
Jingjiang Tannix Imp / Exp,jingjiang-tannix-imp--exp-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jingjiang-tannix-imp--exp-coltd.html,China,Jiangsu,Jingjiang,214500,"No.365 Jiangping Road, Shengci",,+86 523 8458 6459,+86 523 8485 9062,wang@tannix.com,https://www.tannix.com,,,3,H3-D382,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:28:26,api,api
Jingjihuapin Trading (Shishi),shishi-jingjihuapin-trading-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shishi-jingjihuapin-trading-coltd.html,China,Fujian,Quanzhou,315192,"5Th Floor, Buliding A, No.97, Xinjie West District, Longhu Townjinjiang City",,+86 158 6051 6798,,sunny@kenyos-group.com,https://www.kenyos.com.cn,,,4,H4-F470,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:14:46,api,api
Jingle Fashion (Jiaxing),jiaxing-jingle-fashion-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-jingle-fashion-coltd.html,China,Zhejiang,Jiaxing,314001,"1/F,Building 12-2, Fortune Union, Zone B, No. 358 Changping Road, Nanhu District",,+86 573 8338 9889,+86 573 8338 9595,yvonne@jinglefashion.com.cn,https://www.jinglefashion.com.cn,,,3,H3-D328,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:19:43,api,api
Jingtai Garments (Yiwu),yiwu-jingtai-garments-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/yiwu-jingtai-garments-coltd.html,China,Zhejiang,Yiwu,322000,"No.11,Jinyi North Road,Dachen Town",,+86 8615967996476,,moonshirts@163.vip.com,,,,4,H4-H428,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:22:53,api,
Jinyun Garments (Dongyang),dongyang-jinyun-garments-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/dongyang-jinyun-garments-ltd.html,China,Zhejiang,Dongyang,315192,"No,183 Jiangbin West Road,Hengdian Town,Dongyang City,Jinhua",,+86 8631635608052,,stevenyuannl@gmail.com,,,,4,H4-G456,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:14:25,api,
Jiuan Fashion Design (Hangzhou),hangzhou-jiuan-fashion-design-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hangzhou-jiuan-fashion-design-coltd.html,China,Zhejiang,Hangzhou,310000,"Floor 5th,No.1 Jiuqugang Road,Liangzhu Street",,+86 571 8138 6301,+86 571 8138 6307,zoey@hzja.cn,,,,3,H3-C391,All About Her,,,,,,,,,,,,,,,,,,2025-12-29T11:09:20,api,
Jiulong Garment (Yizheng),yizheng-jiulong-garment-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/yizheng-jiulong-garment-coltd.html,China,Jiangsu,Yizheng,315192,"Room 6001,Building No.13,Zhonghao International,No.37 Caoshan Road",,+86 133 5814 2999,,jenny_jiulong@vip.163.com,,,,4,H4-H509,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-19T12:10:52,api,
JJSIA - Fujian Jingfeng Textile Industry & Trading,jjsia---fujian-jingfeng-textile-industry--trading-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jjsia---fujian-jingfeng-textile-industry--trading-co-ltd.html,China,Fujian,Jinjiang City,362256,"No.8 Fenghua Road,","Yinglin Industrial Park,",,,zeno@fjjftex.com,https://pro.foursource.com/fujian-jingfeng-textile-industry-trading-5,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-26T14:38:44,api,api
JJSIA - Jinjiang Jinxiang Garment Manufacturing,jjsia---jinjiang-jinxiang-garment-manufacturing-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jjsia---jinjiang-jinxiang-garment-manufacturing-co-ltd.html,China,Fujian,Jinjiang City,362200,"NO.93,South Area,",,,,hongwanyan@126.com,https://pro.foursource.com/jinjiang-jinxiang-garment-manufacturing-co-ltd-2,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-26T12:40:11,api,api
Jnngarment,lancaster-international-garment-beijing-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/lancaster-international-garment-beijing-coltd.html,China,Beijing,Beijing,100020,"4081, Building 2, Ritanbei Rd. 17#, Chaoyang District, Beijing, Chinachaowai",,+86 185 0062 2159,+86 10 8569 3016,chijira@cityclass.com,https://www.cityclass.com,,,4,H4-G441,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T06:16:22,api,api
Joe Cotton Garments (Shaoxing),shaoxing-rivhil-textiles-co-ltd-a,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shaoxing-rivhil-textiles-co-ltd-a.html,China,Zhejiang,Shaoxing,312000,"Room 207, Building 1, No.169, Wanghai Road, Doumen Street, Yuecheng",,+86 173 6960 5658,,smtf@rivhil.com,https://WWW.RIVHIL.COM,,,4,H4-G452,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:23:37,api,api
Jonion Fashion,ningbo-yikelai-import-and-export-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-yikelai-import-and-export-co-ltd.html,China,Zhejiang,Ningbo,315199,Room A1302-1 Rongan Buildingno.700 Tiantong Road,,+86 574 8921 6787,,junny@jonion.net.cn,https://www.jonion.net.cn,,,4,H4-F431,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:10:53,api,api
Jose Adelio M. Castro,jose-adelio-m-castro-lda,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jose-adelio-m-castro-lda.html,Portugal,,"Brito,",4805-022,"Trav 25 Abril,",,,,helena@jadelio.eu,https://pro.foursource.com/jose-adelio-marques-castro-lda,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-26T12:40:15,api,api
Joy Imp. & Exp. (Zhejiang),zhejiang-joy-imp--exp-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/zhejiang-joy-imp--exp-coltd.html,China,Zhejiang,Hangzhou,315192,"504-505Room.504-505,Building 3,Haichuang Technology Centre,No.1288 Wenyixiroad,Hangzhou City, Zhejia",,+86 188 6871 4023,,joy88@joy-ie.com,,,,3,H3-C351,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:22:11,api,
Joywind Fashion (Ningbo),ningbo-joywind-foreign-trade-limited,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-joywind-foreign-trade-limited.html,China,Zhejiang,Ningbo,315192,"12/F, No.257 Huifeng East Road, Yinzhou District",,+86 574 8815 9991,,peggy@joywind.cn,https://www.joywind.cn,,,4,H4-F502,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-19T12:22:32,api,api
Jumei Garment (Nanjing),nanjing-jumei-garment-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/nanjing-jumei-garment-coltd.html,China,Jiangsu,Nanjing,211101,"8F,Tower A1,Galaxy Center,No.697 ,Hong Yun Da Dao,Jiangning District",,+86 25810368,,linda.que@jmgarment.com,,,,4,H4-F523,Intimate,,,,,,,,,,,,,,,,,,2025-12-19T12:27:23,api,
June Apparel (Jiaxing),jiaxing-june-apparel-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-june-apparel-coltd.html,China,Zhejiang,Jiaxing,314000,4F Taide Buildingchuangye Road,,+86 573 8282 9028,,dennis@juneapparel.com,,,,3,H3-B361,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:19:42,api,
Junlin Textile And Apparel (Hangzhou),hangzhou-junlin-textile-and-apparel-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hangzhou-junlin-textile-and-apparel-co-ltd.html,China,Zhejiang,Hangzhou,315192,"Room 1101-1, Bafeng Youqian Building, No. 388, Xingyuan Road, Xingqiao Sub-District, Linping Distric",,+86 180 1309 5151,,bestsl@songyuantex.com,,,,3,H3-C371,All About Her,,,,,,,,,,,,,,,,,,2025-12-29T16:08:47,api,
K Garment (Ningbo),ningbo-k-garments-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-k-garments-co-ltd.html,China,Zhejiang,Fenghua,315192,No2 Houan Road,,+86 574 8865 9548,+86 574 8865 9965,baoyu@china-laok.com,https://www.china-laok.com,,,4,H4-H418,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:09:27,api,api
Kaili Silk Knitting,jiaxing-kaili-silk-knitting-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-kaili-silk-knitting-coltd.html,China,Zhejiang,Jiaxing,315192,"No.685 Xingzhen Rd,Xincheng Town,Xiuzhou District",,+86 139 1773 3698,+86 188 5732 3166,phillipe@versifashion.cn,,,,4,H4-H478,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:14:25,api,
Kaitex Trading (Zhangjiagang),zhangjiagang-kaitex-trading-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/zhangjiagang-kaitex-trading-coltd.html,China,Jiangsu,Suzhou,215600,"2Nd Floor,Building A,No.456.West Of Jintang Road,Economic Development Zone,Zhangjiagang",,+86 512 5831 8370,,wanna@gtktx.com.cn,,,,3,H3-B359,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:28:26,api,
KB Textiles,kb-textiles,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/kb-textiles.html,Türkiye,,İZMİR,,NO: 8 ZEMİN KAT: 1,MERİÇ MAHALLESİ 5746/9 SOKAK,,,sales@kbtekstil.com,https://pro.foursource.com/kb-fashion-and-textiles-ltd-2,,,3,H3-B319,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-26T12:39:05,api,api
Kimyo Manufacturing,hangzhou-kimyo-imp--exp-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hangzhou-kimyo-imp--exp-co-ltd.html,China,Zhejiang,Hangzhou,315192,"Room 624, No.2 Lushan Times City, Lushan Subdistrict, Fuyang",,+86 158 5820 9152,,jason.hu@hzkimyo.com,,,,3,H3-B379,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:24:19,api,
Kind Sky Imp. & Exp. (Ningbo),ningbo-kind-sky-import-export-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-kind-sky-import-export-coltd.html,China,Zhejiang,Ningbo,315192,"No:8# Yinhe Road Qiucun Town,Fenhua District",,+86 138 0667 6353,,angela@kind-sky.com,,,,4,H4-F457,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:17:35,api,
King-Smart International Trading (Nantong),nantong-king-smart-international-trading-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/nantong-king-smart-international-trading-coltd.html,China,Jiangsu,Nantong,315192,"Room#520-521,Building No.12,Jingcheng Technology Park, No.933",,+86 8615862700338,,jesse.miao@nt-jhr.com,,,,3,H3-A377,All About Her,,,,,,,,,,,,,,,,,,2025-12-23T14:06:51,api,
Kingdom Imp. & Exp. (Zhangjiagang),zhangjiagang-kingdom-importexport-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/zhangjiagang-kingdom-importexport-coltd.html,China,Jiangsu,Zhangjiagang,315192,7F No.19 East Renmin Rd,,+86 512 5539 7809,,petersun@dreamsunltd.cn,https://www.dreamsunltd.cn,,,4; null,H4-G502; Hnull,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-22T18:14:18,api,api
Kinger Fashion (Nanjing),nanjing-kinger-fashion-company-limited,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/nanjing-kinger-fashion-company-limited.html,China,Jiangsu,Nanjing,315192,"3Rd Floor Of Building 5, No.518 Meilong Road, Chunhua Town, Jiangning District",,+86 25 5218 8273,+86 25 5218 7830,lesliezhang@kingerhongkong.com,https://www.kingerfashion.com.com,,,4,H4-G428,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T06:11:32,api,api
