Company,Country,City,Category,Fair,Website,Email,Phone_WhatsApp,LinkedIn,Instagram,Stand_Booth,Detail_URL,Notes,Facebook
FRESCOBOL CARIOCA X LA MARZOCCO,ITALY,,,Pitti Uomo 110,http://www.lamarzocco.com,,+04040140487,,https://www.instagram.com/lamarzoccohome,PADIGLIONE CENTRALE / TERRAZZA / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/frescobol-carioca-x-la-marzocco,,
FTC,SWITZERLAND,,Lifestyle; Sustainable; Essentials; Classic; New Formal; Globetrotter; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.ftc-cashmere.com,,06176906,,https://www.instagram.com/ftc_cashmere,PADIGLIONE CENTRALE / PIANO INFERIORE / P/16,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/ftc,,
FUGÀTO,ITALY,,Sustainable; Special Co-Lab/Limited Edition; Classic; New Formal; Informal; Luxury; Craftsmanship,Pitti Uomo 110,http://www.fugato.it,,+390802198102,https://linkedin.com/company/fug,https://www.instagram.com/fugato_official,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 13,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/fug-to,,https://facebook.com/fugato.official
FUGÀTO,ITALY,,Sustainable; Special Co-Lab/Limited Edition; Classic; New Formal; Informal; Luxury; Craftsmanship,Pitti Uomo 110,http://www.fugato.it,,+390802198102,https://linkedin.com/company/fug,https://www.instagram.com/fugato_official,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 13,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/fug-to,,https://facebook.com/fugato.official
FUMEO CARLO,ITALY,,Lifestyle; Essentials; Agender; Nordic Style; Japan Style; British Style; Classic; New Formal; Informal; Craftsmanship,Pitti Uomo 110,https://www.fumeocarlo.com,fumeo@fumeocarlo.it,+39 0362 563292,https://www.linkedin.com/company/fumeo-carlo,https://www.instagram.com/ fumeo_carlo,ARSENALE / PIANO TERRA / 31,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/F/fumeo-carlo,,https://www.facebook.com/fumeocarlo
G.R.P.,ITALY,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO ATTICO / I/11,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/g-r-p-,,
G.R.P.,ITALY,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO ATTICO / I/11,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/g-r-p-,,
G1920 - GARDEUR,GERMANY,,Lifestyle; Sustainable; Essentials; Classic; Premium Streetwear; Urban; Luxury; Contemporary,Pitti Uomo 110,http://www.g1920.com,,+49 (0)2161 816 250,https://www.linkedin.com/company/gardeur,https://www.instagram.com/gardeur.de,PADIGLIONE CENTRALE / PIANO TERRA / H/20,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/g1920---gardeur,,https://www.facebook.com/gardeur.de
GABBA,DENMARK,,Lifestyle; Essentials; Nordic Style; Denimwear; Urban; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,https://www.gabba.com,,,,https://www.instagram.com/gabba.original,PADIGLIONE CAVANIGLIA / 16,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gabba,,
GABRIEL STUNZ,GERMANY,,Sustainable; Outdoor; Globetrotter; High Performance; Activewear; Luxury; Craftsmanship; Contemporary; Upcycling,Pitti Uomo 110,http://www.gabrielstunz.com,,,,https://www.instagram.com/gabrielstunz,PADIGLIONE CENTRALE / PIANO ATTICO / B/7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gabriel-stunz,,
GABRIELE PASINI,ITALY,,,Pitti Uomo 110,https://www.gabrielepasini.com,,2600111,,https://www.instagram.com/gabrielepasini,PADIGLIONE CENTRALE / PIANO INFERIORE / T/21,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gabriele-pasini,,https://www.facebook.com/gabriele.pasini.16
GAIMO,SPAIN,,,Pitti Uomo 110,,,,,,,,,
GALA GLOVES,ITALY,,British Style; Classic; Urban; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.galagloves.it,,,,https://www.instagram.com/galagloves,PADIGLIONE CENTRALE / PIANO INFERIORE / S/21,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gala-gloves,,
GALLIA KNIT PROJECT,ITALY,,,Pitti Uomo 110,https://almalia.it,info@almalia.it,+39 030 6480 737,https://www.linkedin.com/company/almalia-hub/,https://www.instagram.com/galliaknit_,SALA DELLE NAZIONI / B/9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gallia-knit-project,,https://www.facebook.com/galliaconfezioni
GALLUCCI,ITALY,,Classic; New Formal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.galluccishoes.it,,,,https://www.instagram.com/galluccishoes,PADIGLIONE CENTRALE / PIANO INFERIORE / U/9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gallucci,,
GARDEN OF GOD,ITALY,,,Pitti Uomo 110,http://www.gardenofgod.it,,,,https://www.instagram.com/gardenofgod_italy,PADIGLIONE CAVANIGLIA / 64,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/garden-of-god,,
GARRETT,ITALY,,,Pitti Uomo 110,http://www.garrett-grt.com,info@garrett-grt.it,+393312964659,,https://www.instagram.com/garrettgrt,PADIGLIONE CENTRALE / PIANO ATTICO / A/13,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/garrett,,
GASSA D'AMANTE,ITALY,,Lifestyle; Sustainable; Classic; Outdoor; Sportswear; Informal; Urban; Luxury; Craftsmanship; Upcycling,Pitti Uomo 110,https://gassadamante.com,,,,https://www.instagram.com/gassadamanteswimwear,PADIGLIONE CAVANIGLIA / 100,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gassa-d-amante,,
GAUDÍ UOMO,ITALY,,Lifestyle; New Formal; Denimwear; Urban; Contemporary,Pitti Uomo 110,https://gaudi-fashion.com/it_it/uomo.html,,+02292170368,,https://www.instagram.com/gaudiofficial,CORTILE LORENESI / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gaud--uomo,,https://www.facebook.com/GAUDI.it/
GERRY ST. TROPEZ,SPAIN,,Outdoor; Activewear; Sportswear; Informal,Pitti Uomo 110,https://www.gerrysttropez.com,,+34) 937 120 555,,https://www.instagram.com/gerrysttropez,PADIGLIONE CAVANIGLIA / 108,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gerry-st--tropez,,https://www.facebook.com/gerrysttropez
GHIRARDELLI NEXT,ITALY,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO INFERIORE / V/13-15 Z/12-14,,,
GIABSARCHIVIO,ITALY,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO ATTICO / F/3-5,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/giabsarchivio,,
GIANGI NAPOLI,ITALY,,Lifestyle; Classic; New Formal; Denimwear; High Performance; Urban; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.gianginapoli.it,info@gianginapoli.it,+39 081 842 34 69,,https://www.instagram.com/giangicamiceria,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 39,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/giangi-napoli,,
GIANNETTO PORTOFINO,ITALY,,Lifestyle; Sustainable; New Formal; Denimwear; Globetrotter; Informal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.giannettoportofino.it,,,,https://www.instagram.com/giannettoportofino,PADIGLIONE CENTRALE / PIANO INFERIORE / T/9 U/8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/giannetto-portofino,,
GIANNI LUPO,ITALY,,Lifestyle; Sustainable; Denimwear; Urban; Contemporary,Pitti Uomo 110,http://www.giannilupo.com,,,,https://www.instagram.com/giannilupo_man,CORTILE LORENESI / 2,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gianni-lupo,,https://www.facebook.com/giannilupoman
GIANO,ITALY,,Lifestyle; Essentials; Classic; New Formal; Urban; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.giano.eu,,,,,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 17,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/giano,,
GICAPRI,ITALY,,,Pitti Uomo 110,http://www.gicapri.com,dpo@epssrl.com,+39 081 8026575,,https://www.instagram.com/gicapri_official/,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gicapri,,https://www.facebook.com/GiCapri-a-giacchett-e-Capri-755121697888151
GIERRE MILANO,ITALY,,Special Co-Lab/Limited Edition; Classic; New Formal; Luxury,Pitti Uomo 110,http://www.gierremilano.com,,+06259350152,,https://www.instagram.com/gierremilano,PADIGLIONE CENTRALE / PIANO TERRA / E/17,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gierre-milano,,https://www.facebook.com/Gierremilano-660359204086606/
GIMMI JEANS,ITALY,,,Pitti Uomo 110,https://www.gimmijeans.com,,,,https://www.instagram.com/gimmijeans,SALA DELLE NAZIONI / B/24,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gimmi-jeans,,
GIMO'S ITALIANA,ITALY,,Sustainable; New Formal; Outdoor; Informal; Urban; Luxury; Craftsmanship,Pitti Uomo 110,http://www.gimos.com,,+00403830284,,https://www.instagram.com/gimos_official,PADIGLIONE CENTRALE / PIANO INFERIORE / S/12,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gimo-s-italiana,,https://www.facebook.com/GimosOfficial/
GIOSA  MILANO,ITALY,,,Pitti Uomo 110,http://www.giosamilano.com,info@giosamilano.com,+39 02 8699 7441,,https://www.instagram.com/giosamilano,PADIGLIONE CENTRALE / PIANO INFERIORE / S/20,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/giosa--milano,,https://www.facebook.com/giosamilano
GMS75,ITALY,,Lifestyle; Sustainable; Outdoor; Premium Streetwear; Informal; Urban; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.gimos.com,,+00403830284,,https://www.instagram.com/gimos_official,PADIGLIONE CENTRALE / PIANO INFERIORE / S/12,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gms75,,https://www.facebook.com/GimosOfficial/
GNL FOOTWEAR,SWITZERLAND,,Lifestyle; Nordic Style; High Performance; Activewear; Sportswear; Premium Streetwear; Informal; Urban; Collection,Pitti Uomo 110,http://www.gnlfootwear.com,,,,https://www.instagram.com/gnlfootwear,PADIGLIONE CAVANIGLIA / 48,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gnl-footwear,,
GOGUTSA,GEORGIA,,Lifestyle; Agender; Cutting-Edge; Japan Style; Globetrotter; Premium Streetwear; Urban; Youth Culture; Craftsmanship; Contemporary,Pitti Uomo 110,https://gogutsa.com,,,,https://www.instagram.com/gogutsaofficial,PADIGLIONE CENTRALE / PIANO ATTICO / I/13,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gogutsa,,
GOLDWIN,JAPAN,,Lifestyle; Japan Style; Outdoor; High Performance; Activewear; Sportswear; Urban,Pitti Uomo 110,http://www.goldwin-global.com,info@goldwineurope.com,023629442,,https://www.instagram.com/goldwin_global,SALA DELLE NAZIONI / B/12-14,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/goldwin,,https://www.facebook.com/goldwin.global/
GOOD PEOPLE GOOD STITCHING GOOD PRODUCT,JAPAN,,,Pitti Uomo 110,https://www.marucho.net,,+1650336263900,,https://www.instagram.com/ggg_tokyo_official,PADIGLIONE CENTRALE / PIANO ATTICO / B/13,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/good-people-good-stitching-good-product,,
GOORIN BROS.,U.S.A.,,Lifestyle; Agender; Cutting-Edge; Denimwear; Outdoor; Sportswear; Premium Streetwear; Urban; Youth Culture; Collection,Pitti Uomo 110,http://www.goorin.com,,,,https://www.instagram.com/goorinbros,PADIGLIONE CAVANIGLIA / 33,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/goorin-bros-,,
GOT BAG,GERMANY,,Lifestyle; Sustainable; Nordic Style; Outdoor; Urban; Upcycling,Pitti Uomo 110,https://got-bag.com,,,,https://www.instagram.com/gotbag,PADIGLIONE CAVANIGLIA / 111,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/got-bag,,
GRAMMATIK DRAMMATIK,ROMANIA,,,Pitti Uomo 110,https://releasedistribution.it/grammatik-drammatik,,+03779401201,,https://www.instagram.com/grammatikdrammatik,PADIGLIONE CENTRALE / PIANO ATTICO / G/4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/grammatik-drammatik,,https://www.facebook.com/ReleaseDistribution/
GRAN SASSO,ITALY,,,Pitti Uomo 110,http://www.gransasso.it,,+39 02 794847,https://www.linkedin.com/company/maglificio-gran-sasso/,https://www.instagram.com/gransasso_official,PADIGLIONE CENTRALE / PIANO INFERIORE / V/23-25,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/gran-sasso,,https://www.facebook.com/maglificiogransasso
GREEN GEORGE,ITALY,,British Style; Classic; Informal; Urban; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.greengeorge.it,info@greengeorge.it,+02170130443,,https://www.instagram.com/greengeorge1971,PADIGLIONE CENTRALE / PIANO INFERIORE / U/5,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/green-george,,
GREENTEX - WATERVILLE,ITALY,,Outdoor; Sportswear; Informal; Luxury; Craftsmanship,Pitti Uomo 110,http://www.greentex.it,,+39) 0427 939095,,https://www.instagram.com/waterville_italy,PADIGLIONE CENTRALE / PIANO INFERIORE / Q/10,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/W/greentex---waterville,,https://www.facebook.com/watervilleIT/
GRIFFIN,UNITED KINGDOM,,,Pitti Uomo 110,,,,,,SALA DELLA RONDA / 7,,,
GUANABANA HANDMADE,SPAIN,,Lifestyle; Sustainable; Special Co-Lab/Limited Edition; Classic; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.guanabana.es,administracion@guanabana.es,,,https://www.instagram.com/guanabanahandmade,SALA DELLE NAZIONI / B/13,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/guanabana-handmade,,https://es-es.facebook.com/pages/Guanabana/116679688367719
GUARDIANI,ITALY,,,Pitti Uomo 110,https://www.albertoguardiani.it,,,,,COSTRUZIONI LORENESI / PIANO PRIMO / 4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/guardiani,,
GUESS JEANS,U.S.A.,,Sustainable; Denimwear; Urban; Youth Culture,Pitti Uomo 110,https://www.guess.eu/-/guess-jeans,,+0048482424120,,https://www.instagram.com/guessjeans,PADIGLIONE DELLE GHIAIA / 1-2,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/guess-jeans,,https://www.facebook.com/GUESS
GUESS MAN,SWITZERLAND,,,Pitti Uomo 110,https://www.guess.eu/it-it/guess/uomo,,+0048482424120,,https://www.instagram.com/guess,PADIGLIONE CENTRALE / PIANO TERRA / H/2-4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/G/guess-man,,https://www.facebook.com/GUESS
H2O,DENMARK,,,Pitti Uomo 110,https://h2o-sportswear.com,,,,https://www.instagram.com/h2osportswear,PADIGLIONE CAVANIGLIA / 9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/h2o,,
HALO,DENMARK,,,Pitti Uomo 110,,,,,https://www.instagram.com/newline.halo,SALA DELLA RONDA / 4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/halo,,
HANNES ROETHER,GERMANY,,Sustainable; Essentials; New Formal; Informal; Urban; Luxury; Craftsmanship,Pitti Uomo 110,http://www.hannesroether.de,,,,https://www.instagram.com/hannesroether,PADIGLIONE CENTRALE / PIANO ATTICO / I/3-5,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/hannes-roether,,
HARBER LONDON,UNITED KINGDOM,,Lifestyle; Sustainable; Essentials; British Style; Classic; New Formal; High Performance; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,https://www.harberlondon.com,,,,https://www.instagram.com/harberlondon,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 16,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/harber-london,,
HARDY & PARSONS,UNITED KINGDOM,,Sustainable; Special Co-Lab/Limited Edition; British Style; Classic; Craftsmanship,Pitti Uomo 110,http://www.hardyandparsons.co.uk,hardyandparsons@aol.com,+44 (0) 207 35 11 124,,https://www.instagram.com/hardyparsons,PADIGLIONE CENTRALE / PIANO INFERIORE / P/24,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/hardy---parsons,,https://www.facebook.com/hardyandparsons
HARRIS FIRENZE,ITALY,,Classic; Luxury; Craftsmanship,Pitti Uomo 110,http://www.harrisshoes.it,,,,https://www.instagram.com/harrisshoes,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 3,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/harris-firenze,,
HARRIS WHARF LONDON,UNITED KINGDOM,,Sustainable; British Style; Outdoor,Pitti Uomo 110,http://www.harriswharflondon.co.uk,,,,https://www.instagram.com/harriswharflondon,SALA DELLE NAZIONI / A/6-8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/harris-wharf-london,,
HEINRICH DINKELACKER,GERMANY,,,Pitti Uomo 110,https://www.heinrich-dinkelacker.com,,,,https://www.instagram.com/heinrichdinkelacker,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 27,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/heinrich-dinkelacker,,
HEINRICH DINKELACKER,GERMANY,,,Pitti Uomo 110,https://www.heinrich-dinkelacker.com,,,,https://www.instagram.com/heinrichdinkelacker,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 27,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/heinrich-dinkelacker,,
HELLY HANSEN,NORWAY,,Lifestyle; Sustainable; Cutting-Edge; Nordic Style; Outdoor; High Performance; Activewear; Sportswear; Urban; Collection,Pitti Uomo 110,http://www.hellyhansen.com,,+34) 930 180 889,,https://www.instagram.com/hellyhansen,PADIGLIONE CAVANIGLIA / 39,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/helly-hansen,,https://www.facebook.com/HellyHansen1877
HENDERSON,ITALY,,Essentials; British Style; Classic; New Formal; High Performance; Urban; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.hendersonbaracco.com,shop@hendersonbaracco.com,+39 049 502652,,https://www.instagram.com/hendersonbaracco_official,PADIGLIONE CENTRALE / PIANO ATTICO / D/13,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/henderson,,https://www.facebook.com/HendersonBaracco
HENRIK VIBSKOV,DENMARK,,,Pitti Uomo 110,,,,,,,,,
HENRY BEGUELIN,ITALY,,Classic; Luxury; Craftsmanship; Collection,Pitti Uomo 110,https://shop.henrybeguelin.it,,,,https://www.instagram.com/henrybeguelin_official,PADIGLIONE CENTRALE / PIANO ATTICO / H/11,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/henry-beguelin,,
HENRY COTTON'S,ITALY,,,Pitti Uomo 110,https://henrycottons.com,,+44 7884 116559,,https://www.instagram.com/qodeinteractive/,PADIGLIONE CENTRALE / S. ALFA P.INFERIORE / 5,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/henry-cotton-s,,https://www.facebook.com/QodeInteractive/
HERITAGE,ITALY,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO TERRA / J/13,,,
HERNO,ITALY,,Lifestyle; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.herno.it,privacy@herno.it,+384042444648,,https://www.instagram.com/herno,TEATRINO LORENESE / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/herno,,https://www.facebook.com/HernoSpa/
HESTERN,ITALY,,Lifestyle; Essentials; Informal; Luxury; Contemporary; Collection,Pitti Uomo 110,,,,,https://www.instagram.com/hesternmilano,SALA DELLE NAZIONI / B/34,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/hestern,,
HETTABRETZ,ITALY,,Lifestyle; Sustainable; Special Co-Lab/Limited Edition; Essentials; Globetrotter; High Performance; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.hettabretz.com,showroom@hettabretz.it,+03801891205,,https://www.instagram.com/hettabretz,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 5,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/hettabretz,,https://www.facebook.com/Hettabretz-350138965341733/
HEYDUDE,ITALY,,,Pitti Uomo 110,http://www.artcraftsinternational.it,,,,https://www.instagram.com/heydudeitaly,PADIGLIONE CAVANIGLIA / 27,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/heydude,,
HOMEWARD,ITALY,,Lifestyle; Outdoor; High Performance; Activewear; Premium Streetwear; Informal; Urban,Pitti Uomo 110,http://www.homeward.eu,,,,https://www.instagram.com/homeward_clothes,PADIGLIONE CENTRALE / PIANO TERRA / H/12,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/homeward,,
HOSIO,ITALY,,Contemporary,Pitti Uomo 110,http://www.hosio.it,info@hosio.it,,,https://www.instagram.com/hosioofficial,PADIGLIONE CENTRALE / PIANO ATTICO / G/11,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/hosio,,https://www.facebook.com/hosiofashion/
HèSKIMO,ITALY,,Sustainable; Outdoor; High Performance; Activewear; Sportswear; Collection,Pitti Uomo 110,http://www.heskimo.it,commerciale@heskimo.it,+39 0883 820297,,https://www.instagram.com/heskimo_official,PADIGLIONE CENTRALE / PIANO TERRA / J/1 K/4-6,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/h-skimo,,https://www.facebook.com/heskimoofficial
HÖBEPERGH,ITALY,,,Pitti Uomo 110,http://www.hobepergh.com,info@hobepergh.com,+02700200245 | WA: +393452450247,,https://www.instagram.com/hobepergh,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/H/h-bepergh,,https://www.facebook.com/HobePergh
