company_name,domain,website,linkedin_url,company_email,phone,country,city,industry_keywords,source_show
"HANGZHOU DONGPU HOME CO., LTD.",,,,brucejin@dphome-china.com,+86 571 8213 8780,China,Hangzhou Zhejiang,Smart Bedding,Heimtextil 2026
"Hangzhou Dowin Hometextile Co., Ltd.",dowinbedding.com,https://www.dowinbedding.com,,day@dowinbedding.com,,China,Hangzhou Zhejiang,comforter; pillow; blanket; topper; bedding set,Heimtextil 2026
"Hangzhou Elite Power Textile Technology Co., Ltd.",elitefabric.cn,https://www.elitefabric.cn,,shw@elitefabric.cn,+86 571 2623 0082,China,Hangzhou Zhejiang,Chenille Fabric; sofa; mill;  Upholstery Fabric; Sofa Fabric,Heimtextil 2026
"Hangzhou Enma lmport And Export Co., Ltd.",enmatextile.com,https://www.enmatextile.com,,july@enmatex.com,+86 571 8621 5903,China,Hangzhou Zhejiang,Decorative & Furniture Fabrics,Heimtextil 2026
"Hangzhou Fashion Textile Co., Ltd.",fashion-tex.net,https://www.fashion-tex.net,,ellen@fashion-tex.net,+86 571 8861 9061,China,"Hangzhou, Zhejiang",Decorative & Furniture Fabrics,Heimtextil 2026
"HANGZHOU FEIKAI IMP AND EXP CO., LTD.",,,,joan@puweitextile.cn,+86 188 5731 4551,China,Hangzhou Zhejiang,Decorative & Furniture Fabrics,Heimtextil 2026
"Hangzhou Flying Home Fashion Co., Ltd.",,,,,,China,Hangzhou Zhejiang,"Bed, Bath & Living",Heimtextil 2026
"Hangzhou Friendly Fabric Co., Ltd.",,,,friendly_fabric@163.com,+86 173 0096 7726,China,Hangzhou Zhejiang,BLACKOUT FABRIC; ROLLER BLIND; ANTI FIRE; LAMINATED BLACKOUT; CURTAIN FABRIC,Heimtextil 2026
"Hangzhou Gaga Home Textiles Co., Ltd.",gagadown.com,https://gagadown.com,,,,China,Hangzhou Zhejiang,duvet; pillow; comforter; quilt; mattress pad,Heimtextil 2026
"Hangzhou Green Forest International Trade Co., Ltd.",,,,,,China,"Hangzhou, Zhejiang",BLANKET ; Throw; Robe; Quilt; Hoodie,Heimtextil 2026
"Hangzhou GuangChuan Hardware Co., Ltd.",,,,helen_wei@gcone-hardware.com,+86 571 8779 7696,China,Hangzhou Zhejiang,curtain rods; window decoration; drapery hardware; bracket; track,Heimtextil 2026
"Hangzhou Guheng Home Textile Co., Ltd.",guh-tex.com,https://www.guh-tex.com,,,,China,Hangzhou Zhejiang,Smart Bedding,Heimtextil 2026
"Hangzhou H.D.L. New Material Co., Ltd.",zj-hdl.com,https://www.zj-hdl.com,,18758101240@163.com,+86 571 8621 0638,China,Hangzhou Zhejiang,BLACKOUT FABRIC; BLACKOUTLINING FABRIC; COAED FABRIC WITH FR; PFAS FREE C0 BLACKOUT FABRIC,Heimtextil 2026
"Hangzhou Hike Home Supplies Co., Ltd.",hikehz.com,http://www.hikehz.com/,,hainancrafts@yeah.net,+86 571 8261 9575,China,Hangzhou Zhejiang,Curtain Rods; Roller Blinds; Café Rods; Venetian Blinds; Shower Rods,Heimtextil 2026
"Hangzhou Home Fashion Textile Co., Ltd.",sinohometex.com,https://www.sinohometex.com,,ben@sinohometex.com,+86 571 8755 7758,China,Hangzhou Zhejiang,Smart Bedding; Window & Interior Decoration,Heimtextil 2026
"Hangzhou Houseroman Textiles Co., Ltd.",,,,loki@taiershun.com,,China,Hangzhou Zhejiang,"Bed, Bath & Living; Smart Bedding",Heimtextil 2026
"Hangzhou Huafang Fabric Co., Ltd.",huafang-fabrics.com,https://www.huafang-fabrics.com,,158213851@qq.com,+86 571 8617 0120,China,Hangzhou Zhejiang,Decorative & Furniture Fabrics; Window & Interior Decoration,Heimtextil 2026
"Hangzhou Huangdaopo Textile Co., Ltd.",hdptextile.com,https://www.hdptextile.com,,milly@hdptextile.com,+86 573 8755 5169,China,Jiaxing Zhejiang,cotton; linen; Dimout ; 100%blackout; curtain fabric,Heimtextil 2026
"Hangzhou Huashui Fabric Art Co., Ltd.",huashuibuyi.com,https://www.huashuibuyi.com,,,,China,Hangzhou Zhejiang,Decorative & Furniture Fabrics,Heimtextil 2026
"Hangzhou Huaying Xintang Down Products Co., Ltd.",xintangfeather.com,https://www.xintangfeather.com,,501328291@qq.com,,China,Hangzhou Zhejiang,Smart Bedding,Heimtextil 2026
"Hangzhou In-Choice Import and Export Co., Ltd.",,,,,,China,Hangzhou Zhejiang,"Bed, Bath & Living; Smart Bedding",Heimtextil 2026
"Hangzhou Infinity Trading Co., Ltd.",infinityfabric.com,https://www.infinityfabric.com,,sabrina@infinityfabric.com,,China,Hangzhou Zhejiang,Decorative & Furniture Fabrics,Heimtextil 2026
"Hangzhou Innovation Textiles Co., Ltd.",,,,,,China,Hangzhou Zhejiang,Duvet Shells;  Pillow Shells; Quilt Shells; Topper Shells; Bed Topper cover,Heimtextil 2026
"HANGZHOU INVENTOR TEXTILE CO., LTD.",,,,kevin@inventortex.com,+86 571 8852 6959,China,Hangzhou Zhejiang,"Fibres and Yarns, Textile Materials, Finishing",Heimtextil 2026
"Hangzhou Jiayou Shangkai Home Furnishing Co., Ltd.",zjjysk.en.alibaba.com,https://zjjysk.en.alibaba.com,,wayne@hz-jysk.com,+86 150 6880 7648,China,Hangzhou Zhejiang,Heated Blanket; Weighted Blanket; Cooling Blanket,Heimtextil 2026
"Hangzhou Jinhong Sanniao Down Products Co., Ltd.",jinhongsn.com,https://www.jinhongsn.com,,dw67926@126.com,+86 571 8273 3888,China,Hangzhou Zhejiang,Jinhong; Quilt; Pillow; Feather ; bedding,Heimtextil 2026
"Hangzhou Jinlong Case & Bag Co., Ltd.",jlpacking.com,https://www.jlpacking.com,,wzg@jlpacking.com,,China,Hangzhou Zhejiang,Package bags; COVERS; BAGS FOR BEDDING PRODUCTS,Heimtextil 2026
"Hangzhou Jinma Stationery Gifts Co., Ltd.",jmwj.ccjinma-pen.com,https://www.jmwj.ccjinma-pen.com,,linhai@jinma-pen.com,+86 571 6431 7318,China,Hangzhou Zhejiang,"Pens, markers and fountain pens; School，Writing; children Stationery; Highlighter pens; Whiteboard marker",Ambiente 2026
"Hangzhou Jisenchuan Trading Co., Ltd.",,,,yao@link-success.cn,+86 571 8839 4386,China,Hangzhou Zhejiang,Blinds; Roller blinds; Pleated blinds; Curtain,Heimtextil 2026
"Hangzhou Joyce Household Textiles Co., Ltd.",joycebedding.com,https://www.joycebedding.com,,zfsc@fhzj.com,,China,"Hangzhou, Zhejiang",Memory foam; Duvet; Pillow; Mattress pad; Mattress topper,Heimtextil 2026
"Hangzhou Julies International Trade Co., Ltd.",chinaartshz.com,https://www.chinaartshz.com,,juliewang@chinaartshz.com,,China,Hangzhou Zhejiang,Art Material; CALLIGRAPHY SET; STATIONERY; XUAN PAPER; PORTFOLIO,Ambiente 2026
"Hangzhou Kaili Chemical Fiber Co., Ltd.",klthread.com,https://www.klthread.com,,leo@kailiyarn.com,+86 571 2286 1269,China,Hangzou Zhejiang,"Fibres and Yarns, Textile Materials, Finishing",Heimtextil 2026
"Hangzhou Kanghao Hualong Home Textile Products Co., Ltd.",,,,kristin@hualongfeather.com,+86 571 8270 3905,China,Hangzhou Zhejiang,"Down and feather washed material; Down and feather filled bedding products; Synthetic filled bedding products ; Down and Down alt. ,Tencel,Woll filled duvet,pillow,cushion ; Mattress topper ,Mattress protector",Heimtextil 2026
"Hangzhou Kelida Home Textile Co., Ltd.",kelidatextile.com,https://www.kelidatextile.com,,xingzheng@kelidahome.com,,China,Hangzhou Zhejiang,Smart Bedding; Window & Interior Decoration,Heimtextil 2026
"Hangzhou Lebo Laminated Fabric Co., Ltd.",,,,,,China,Hangzhou Zhejiang,waterproof; mattress protector; lamination fabric; home textiles; bedding,Heimtextil 2026
"Hangzhou Lianxiang Trade Co., Ltd.",,,,jimmy@hzlxtrade.com,+86 571 8222 0917,China,"Hangzhou, Zhejiang",curtain; curtain; Curtain fabric,Heimtextil 2026
"Hangzhou Life Home Decoration Co., Ltd.",,,,,,China,Hangzhou Zhejiang,quilt; bedspread;  blanket;  patchwork;  pinsonic,Heimtextil 2026
"Hangzhou Light Industrial Products, Arts & Crafts, Textiles I/E Co., Ltd.",andstar.com,https://www.andstar.com,,zhupanmi@andstar.com,+86 571 8991 5275,China,"Hangzhou, Zhejiang","Bed, Bath & Living",Heimtextil 2026
"Hangzhou Lillys Décor Co., Ltd.",,,,mollywu104@vip.126.com,,China,Hangzhou Zhejiang,"Bed, Bath & Living; Smart Bedding",Heimtextil 2026
"Hangzhou Linhe Import And Export Co., Ltd.",,,,seanma@ljhometextile.com,,China,Hangzhou Zhejiang,"Bed, Bath & Living; Smart Bedding",Heimtextil 2026
"Hangzhou Lintex Co., Ltd.",,,,hailing@lintexti.com,+86 571 8620 6002,China,"Hangzhou, Zhejiang",Decorative & Furniture Fabrics; Window & Interior Decoration,Heimtextil 2026
"Hangzhou Lixing Trade Co., Ltd.",,,,cjg082113@163.com,+86 135 8886 4403,China,Huzhou Zhejiang,Decorative & Furniture Fabrics; Window & Interior Decoration,Heimtextil 2026
"Hangzhou Longshi Textile Co., Ltd.",dtfabrics.com,https://www.dtfabrics.com,,joeyzhang@dtfabrics.com,+86 571 8620 8009,China,Hangzhou Zhejiang,Blackout Curtain Fabrics; Dimout Fabrics; Interior Decorations; Functional Fabrics; Blackout Curtains,Heimtextil 2026
"Hangzhou Longte Decoration Co., Ltd.",hzlongte.cn,https://www.hzlongte.cn,,sales@hzlongte.com,,China,Hangzhou Zhejiang,curtain pole; curtain rod; metal curtain pole; wood curtain pole; curtain accessories,Heimtextil 2026
"Hangzhou Lullaby Textile Co., Ltd.",lullabychina.com,https://www.lullabychina.com,,anson@lullabychina.com,,China,Hangzhou Zhejiang,UPHOLSTERY FABRIC; SOFA FABRIC; FURNITURE FABRIC;  ;,Heimtextil 2026
"Hangzhou M&M Home Textile Co., Ltd.",mmhometextile.com,https://www.mmhometextile.com,,mm@mmhometextile.com,,China,Hangzhou Zhejiang,Quilts; Comforters; Blankets; Pillow; Cushion,Heimtextil 2026
"Hangzhou Mango Textile Technology Co., Ltd.",,,,xiaoping.email@163.com,+86 152 5730 5864,China,Hangzhou Zhejiang,OUTDOOR FABRIC; CHENILLE FABRIC; WOVEN FABRIC; VELVET FABRIC; KNITTED FABRIC,Heimtextil 2026
"Hangzhou Medo Import And Export Co., Ltd.",oemdrinkware.com,https://www.oemdrinkware.com,,info@oemdrinkware.com,,China,Hangzhou Zhejiang,Stainless steel water bottle; double wall bottle; Vacuum tumbler; Insulated flask; Thermos,Ambiente 2026
Hangzhou Meiyuan Textiles Co. Ltd,hz-my.com,https://www.hz-my.com,,mwj9@hz-my.com,+86 571 8633 6338,China,Hangzhou Zhejiang,Ready Made Curtain; Linen Curtain; Blackout curtain; Roller Blind,Heimtextil 2026
"Hangzhou Mengjia Textile Co., Ltd.",textilemj.com,https://www.textilemj.com,,,,China,Hangzhou Zhejiang,Blanket; Dog Bed; Bean Bag; Faux Fur Blanket; Wool Blanket,Heimtextil 2026
"Hangzhou Musen Import And Export Co., Ltd.",musenhometextile.com,https://www.musenhometextile.com/,,nick@mymusen.com,+86-15957161288,China,Hangzhou Zhejiang,"Bed, Bath & Living; Smart Bedding",Heimtextil 2026
"Hangzhou Nice Far Textile Co., Ltd.",,,,nancy@nicefar.com,,China,Hangzhou Zhejiang,curtain fabric; sheer fabric; linen fabric; jacquard fabric; curtain,Heimtextil 2026
"Hangzhou Niton Imp. & Exp. Co., Ltd.",hzniton.com,https://www.hzniton.com,https://www.linkedin.com/company/shanghai-honour-industry-co.-ltd.,anna@hzniton.com,+86 159 8886 3680,China,Hangzhou Zhejiang,coverlet ; bedspread ; Comforter ; Cushion  ; Mattress,Heimtextil 2026
"Hangzhou Nottingson Home Fashion Co., Ltd.",nottingson.com,https://www.nottingson.com,,eric@nottingson.com,+86 13777577067,China,Hangzhou Zhejiang,Decorative & Furniture Fabrics; Window & Interior Decoration,Heimtextil 2026
"Hangzhou PECC Tex Co., Ltd.",zpecc.com,https://www.zpecc.com,,oliver@zpecc.com,,China,Hangzhou Zhejiang,bedding; blanket; pilloe; duvet; comforter,Heimtextil 2026
"Hangzhou Pinhang Home Textile Co., Ltd.",ph-home.com,https://www.ph-home.com,,jerry.yi@ph-home.com,,China,"Hangzhou, Zhejiang",Smart Bedding,Heimtextil 2026
"Hangzhou Pinmoo Design Co., Ltd.",hz-pinmoo.com,https://www.hz-pinmoo.com,,yuki@hz-pinmoo.com,+86 188 1528 5871,China,Hangzhou Zhejiang,Oil Can; Spice Tin; Rice Box; Yarn Cutter; Seal Pot,Ambiente 2026
Hangzhou Prostar Enterprises Ltd.,prostar-iroom.com,https://www.prostar-iroom.com,,shirkera.wang@prostar-iroom.com,,China,"Hangzhou, Zhejiang",placemat; Napkin ring; Table runner; Basket; Napkin,Ambiente 2026
"Hangzhou Ptex Co., Ltd.",ptex.com.cn,https://www.ptex.com.cn,,david@ptex.com.cn,0571-86252753,China,Hangzhou Zhejiang,,Heimtextil 2026
"Hangzhou Qijian Textile Co., Ltd.",qijiantex.com,https://www.qijiantex.com,,chrisyu@qijiantex.com,,China,Hangzhou Zhejiang,WOVEN FABRIC MANUFACTURER; CURTAIN FABRIC; READYMADE CURTAIN; CUSHION ; LINEN FABRIC,Heimtextil 2026
"Hangzhou Qiyao Textile Co., Ltd.",hzqiyao.com,https://www.hzqiyao.com,,lydia@hzqiyao.com,+86 571 8613 8550,China,"Hangzhou, Zhejiang",Excellent design team; Manufacture; Intelligent; High-efficiency; Sustainable,Heimtextil 2026
Hangzhou Ricky Fabrics Inc.,rickyfabrics.com,https://www.rickyfabrics.com,,daniel@rickyfabrics.com,+86 571 8625 0963,China,Hangzhou Zhejiang,Decorative Fabrics; Upholstery Fabrics; Drapery Fabrics; Non MOQ; Cut service available,Heimtextil 2026
"Hangzhou Rika Textile Co., Ltd.",rikatextile.com,https://www.rikatextile.com,,jasonru@rikatextile.com,+86 139 5808 0334,China,Hangzhou Zhejiang,Duvets and Pillows; Mattress protector and pads; Blanket; Cushion; Bedding set,Heimtextil 2026
"Hangzhou Roden Import & Export Co., Ltd.",,,,daisypan@rodenhome.com,+86 571 8618 3668,China,Hangzhou Zhejiang,fabric; chenille; upholstery,Heimtextil 2026
"Hangzhou Rongda Feather and Down Bedding Co., Ltd.",globaldownfeathers.com,https://www.globaldownfeathers.com/,,mollymo@rdhometextile.com,+86-0571-82754588,China,Hangzhou Zhejiang,down pillow; feather cushion; down quilt; mattress pad; microfiber pillow,Heimtextil 2026
"Hangzhou Ruiyi Home Products Co., Ltd.",,,,,,China,Hangzhou Zhejiang,DUVET; PILLOW; COMFORTER; MATTRESS PROTECTOR; MATTRESS TOPPER,Heimtextil 2026
"Hangzhou S.J. Design Co., Ltd.",,,,sales01@hzsjdesign.com,+86 131 8505 4596,Hong Kong,Sheung Wan,Tableware items; kitchenware; Ceramic items; Cutting board items; Tapas set,Ambiente 2026
"Hangzhou Saibo Industry Co., Ltd.",,,,kqfufang_qc@vip.126.com,,China,Hangzhou Zhejiang,Decorative & Furniture Fabrics,Heimtextil 2026
"Hangzhou Sanhome Textile Co., Ltd.",,,,lizzie@sanhome-hz.com,,China,Hangzhou Zhejiang,Decoration cushion; Outdoor cushion and seat pad; Christmas Stocking; Napkin; Table runner,Heimtextil 2026
"Hangzhou Sasun Imp And Exp Co., Ltd.",hzmj.com.cn,https://www.hzmj.com.cn,,andy@hzmj.com.cn,+86 571 8545 4376,China,Hangzhou Zhejiang,cushion; curtain; blanket; chirpad;,Heimtextil 2026
"Hangzhou Savvydeco Co., Ltd.",savvydecohome.com,https://www.savvydecohome.com,,sales@monadfabrics.com,,China,Hangzhou Zhejiang,Shapped cushion; Embroidery bags; Blanket; Framed wall textiles; Decorative cushions,Heimtextil 2026
"Hangzhou Shamash Fabric Co., Ltd.",shanovo.com,http://www.shanovo.com/,,robbie@shamash.hk,+86 571 8618 9300,China,Hangzhou Zhejiang,Decorative & Furniture Fabrics,Heimtextil 2026
"Hangzhou Shenghui Home Textile Technology Co., Ltd.",,,,,,China,Hangzhou Zhejiang,"Bed, Bath & Living; Smart Bedding",Heimtextil 2026
"Hangzhou Shengyi Textile Co., Ltd.",hzsyfzp.cn,https://www.hzsyfzp.cn,,jack@sytextile.cn,+86 133 7255 5855,China,Hangzhou Zhejiang,"Bed, Bath & Living; Window & Interior Decoration",Heimtextil 2026
Hangzhou Sine Textile Co. Ltd.,sinetextile.com,http://www.sinetextile.com,,sinetextile@sinetextile.com,+86 18768175532,China,Hangzhou Zhejiang,"Bed, Bath & Living",Heimtextil 2026
"Hangzhou Smartop Decoration Co., Ltd.",smartopdeco.com,https://www.smartopdeco.com,https://www.linkedin.com/in/paulo-c-ab579b226,yukiwang@smartopdeco.com,+86 571 8665 8928,China,Hangzhou Zhejiang,Curtain rods; Zebra blinds; Pleated blinds; Venetian blinds; Roller blinds,Heimtextil 2026
"Hangzhou Sun Sing Imp & Exp Co., Ltd.",,,,sunsintex@126.com,,China,Hangzhou Zhejiang,Decorative cushion; Curtains; Curtain fabrics; Table Runner; Throw,Heimtextil 2026
"HANGZHOU SUNFLOWER HOMETEX CO., LTD.",sunflowertex.com,https://www.sunflowertex.com,,dreamfeels@vip.163.com,+86 571 8277 3801,China,Hangzhou Zhejiang,Smart Bedding,Heimtextil 2026
"Hangzhou Suntek Textile Co., Ltd.",,,,sales@suntektextile.com,+86 571 8918 0520,China,Hangzhou Zhejiang,Window & Interior Decoration,Heimtextil 2026
"Hangzhou Sunyolk Home Co., Ltd.",,,,,,China,Hangzhou Zhejiang,Mattress Topper; Pillow; Cooling Comforter; Mattress Cover; Blanket,Heimtextil 2026
"Hangzhou Tengshi Weaver Co., Ltd.",hztengshi.com,https://www.hztengshi.com,,tengshi@hztengshi.com,+86 571 8627 3050,China,Hangzhou Zhejiang,Decorative & Furniture Fabrics,Heimtextil 2026
"Hangzhou Texplus Import & Export Co., Ltd.",,,,cindy@texplus.net.cn,+86 571 8289 6989,China,Hangzhou Zhejiang,Curtain; Curtain fabric; Sheer curtain; Blackout curtain; Vorhang,Heimtextil 2026
"Hangzhou Tianmian Textile Co., Ltd.",hztiansen.com,https://www.hztiansen.com,,hu@hztiansen.com,+86 571 8616 1696,China,Hangzhou Zhejiang,Texture fabrics; Furniture fabrics; Upholstery fabrics; Sofa fabrics; Outdoor fabrics,Heimtextil 2026
"Hangzhou Tianyue Textile Co., Ltd.",,,,,,China,Hangzhou Zhejiang,Smart Bedding,Heimtextil 2026
"Hangzhou Vinna Home Textile Co., Ltd.",,,,denis.qi@vinnatextile.com,,China,Hangzhou Zhejiang,"Fleece blankets; Duvets and pillows; Bedspreads; Hangzhou Vinna Home Textile Co., Ltd. is a trading enterpris; Comforters",Heimtextil 2026
"Hangzhou Wellmei Electronic Commerce Co., Ltd.",wellmei-cn.com,https://www.wellmei-cn.com,,allen@wellmei-cn.com,,China,Hangzhou Zhejiang,MATTRESS PROTECTOR; COMFORTER; PILLOW,Heimtextil 2026
"Hangzhou Western Delight Textile Co., Ltd.",,,,caroline82520@vip.163.com,+86 571 8618 1836,China,Hangzhou Zhejiang,Decorative & Furniture Fabrics,Heimtextil 2026
"Hangzhou Wideep Industries Co., Ltd.",wideep.cn,http://www.wideep.cn/,,mer3@wideep.cn,+86-0571-87045975,China,Hangzhou Zhejiang,"Bed, Bath & Living; Carpets & Rugs",Heimtextil 2026
"Hangzhou Wuzhou Feather Products Co., Ltd.",,,,,,China,Hangzhou Zhejiang,Down Feather; Goose Down; Duck Down; Goose Feather; Duck Feather,Heimtextil 2026
"Hangzhou Xiaoran Import And Export Co., Ltd.",hometextile.wdfashion.com,http://hometextile.wdfashion.com,,wendy@wdfashion.com,,China,Hangzhou Zhejiang,Duvet cover set ; Bedspread ; Throw ; Quilt set ; Comforter set,Heimtextil 2026
Hangzhou Xiaoshan Farno Decor Industrial Ltd.,farnodecor.cn,https://www.farnodecor.cn,,kyle@farnodecor.cn,+86 571 8259 9311,China,Hangzhou Zhejiang,Window & Interior Decoration,Heimtextil 2026
"Hangzhou Xiaoshan Huashu Textile Co., Ltd.",huashutextile.com,http://www.huashutextile.com/,,sales02@huashutextile.com,+86 571 8222 6788,China,Hangzhou Zhejiang,Smart Bedding; Window & Interior Decoration,Heimtextil 2026
"Hangzhou Xiaoshan Phoenix Textile Co., Ltd.",fhfz.com,https://www.fhfz.com,,sunny@fhfz.com,+86 571 8275 4731,China,Hangzhou Zhejiang,Window & Interior Decoration,Heimtextil 2026
"Hangzhou Xiaoshan Zhengda Textile Co., Ltd.",zdtex.en.alibaba.com,https://www.zdtex.en.alibaba.com/,,infor@zd-fabric.com,+86 571 8582 6999,China,Hangzhou Zhejiang,outdoor Solution Dye fabric; Oxford Polyester fabric; bag&luggage material fabric; recycled fabric; Nylon oxford fabric,Heimtextil 2026
"Hangzhou Xihao Textile Co., Ltd.",,,,nancy@tctex.net,+86 571 8613 2764,China,Hangzhou Zhejiang,100% blackout curtain fabric; 100% blackout velvet; 100% blackout with fr; printed blackout fabric; 100% blackout linen fabric,Heimtextil 2026
"Hangzhou Xincheng Trading Co., Ltd.",hzxctrading.com,https://www.hzxctrading.com,,effy@hzxctrading.com,,China,Hangzhou Zhejiang,"Bed, Bath & Living",Heimtextil 2026
"HANGZHOU XINYUE TEXTILE TRADING CO., LTD.",,,,mxcalm@126.com,+86 159 9010 4505,China,Hangzhou Zhejiang,Decorative & Furniture Fabrics,Heimtextil 2026
"Hangzhou Yiliao Textile Co., Ltd.",ylatextile.com,https://www.ylatextile.com,,info@ylatextile.com,+86 86271385,China,Hangzhou Zhejiang,outdoor fabric; indoor fabric; curtain fabric; upholstery fabric; Drapery fabric,Heimtextil 2026
"Hangzhou Yongfeng Down Products Co., Ltd.",yfdown.com,https://www.yfdown.com,,qingdan@yfdown.com,0086-571-82773173,China,Hangzhou Zhejiang,DOWN; QUILT; PILLOW; MATTREE TOPPER; BLANKET,Heimtextil 2026
"Hangzhou Yuhang Light Industry Import & Export Co., Ltd.",yhtextiles.com,https://www.yhtextiles.com,,sales@yhtextiles.com,+86 571 8613 7806,China,Hangzhou Zhejiang,UPHOLSTERY FABRICS; BLACK OUT; EMBROIDERY FABRICS,Heimtextil 2026
"Hangzhou Yuny Imp. & Exp. Co., Ltd.",,,,,,China,Hangzhou Zhejiang,Cooling Quilts; Cooling Mattress; Cooling Blanket; Cooling Bedding,Heimtextil 2026
"Hangzhou Z - May Textile Technology Co., Ltd.",,,,kevinzhou@bonoteks.com.cn,+86 573 8758 3153,China,Hangzhou Zhejiang,Decorative & Furniture Fabrics,Heimtextil 2026
"Hangzhou Zhongyi Fabric Co., Ltd.",zhongyifabric.com,https://www.zhongyifabric.com,,jason@zhongyifabric.com,,China,Hangzhou Zhejiang,SOFA  FABRIC; CURTAIN FABRIC; DECORATIVE FABRIC; JACQUARD FABRIC; FURNITURE FABRIC,Heimtextil 2026
"Hangzhou Ziele Trading Co., Ltd.",,,,helen@hz-ziele.com,+86 571 8724 7776,China,Hangzhou Zhejiang,"Bed, Bath & Living",Heimtextil 2026
Hanipol F.H. Arkadiusz Hanik,hanipol.com,https://www.hanipol.com,,t.hanik@hanipol.com,+48 32 263 55 58,Poland,Sosnowiec,mug; coffee cup; Van Gogh; Klimt; Carmani,Ambiente 2026
