Contact,Title,Company,Country,Email,Email Type,Phone,WhatsApp,LinkedIn Profile,Company LinkedIn,Website,Event,Pavilion,Product,Score,Status,HQ,Revenue,Notes
,,Academia & Industria Forum,AU,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/clinical-sciences-exchange-clinscix-2026-august-sydney-au,Clinical Sciences Exchange,Organizer,,90,Hot,,,"Clinical Sciences Exchange scheduled on August 27, 2026 at Sydney, Australia is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-flood-recovery-innovation-and-response-icfrir-2026-may-istanbul-tr,"International Conference on Flood Recovery, Innovation and Response (ICFRIR)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: water security water management water engineering water waste recycling tropical cyclones su",90,Hot,,,"International Conference on Flood Recovery, Innovation and Response scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practition | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-food-manufacturing-and-safety-icfms-2026-may-istanbul-tr,International Conference on Food Manufacturing and Safety (ICFMS),Organizer,"rement Food Safety Continuous Improvement Quality Equipment Lean Efficiency Risk and Responsibility Supply Chain Food Technology, Innovation and Safety Legal Packaging Co",90,Hot,,,"International Conference on Food Manufacturing and Safety scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to pre | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-chemical-and-food-engineering-iccfe-2026-may-istanbul-tr,International Conference on Chemical and Food Engineering (ICCFE),Organizer,"sorption and extraction Ionic liquids/electrolyte solutions Multi-scale and/or Multi-disciplinary Approaches Process system, instrumentation and control Product engineeri",90,Hot,,,"International Conference on Chemical and Food Engineering scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to pre | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-applied-mathematics-icam-2026-may-istanbul-tr,International Conference on Applied Mathematics (ICAM),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: engineering mathematics numerical mathematics stochastic models applied probability stochast",90,Hot,,,"International Conference on Applied Mathematics scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present resea | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,1 2 3 4 5 6 7 8 9,1 2 3 4 5 6 7 8 9,,,https://conferenceindex.org/event/international-conference-on-environmental-pollution-and-remediation-icepr-2026-may-istanbul-tr,International Conference on Environmental Pollution and Remediation (ICEPR),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: sustainability education environmental compliance natural resources management carbon dioxid",100,Hot,,,"International Conference on Environmental Pollution and Remediation scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practition | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-food-engineering-and-management-icfem-2026-may-istanbul-tr,International Conference on Food Engineering and Management (ICFEM),Organizer,Design and Operation of Food Plants Innovation in equipment design and plant operation Hygenic processing and design Fouling and cleaning Modeling and Control of Food Pro,90,Hot,,,"International Conference on Food Engineering and Management scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to p | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-fuzzy-information-and-engineering-icfie-2026-may-istanbul-tr,International Conference on Fuzzy Information and Engineering (ICFIE),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: world wide web virtual documentation software engineering software architecture soft computi",90,Hot,,,"International Conference on Fuzzy Information and Engineering scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-geological-sciences-icgs-2026-may-istanbul-tr,International Conference on Geological Sciences (ICGS),Organizer,"tems Complex Systems Mapping Cretaceous Carbonate Platform Biostratigraphy, Paleoecology and Sedimentology Cultural Heritage: International Approaches and Perspectives De",90,Hot,hquake soil engineering tunnel construction slope stability soil dynamics geotechnical engineering geotechnical geosynth,,"International Conference on Geological Sciences scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present resea | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-transportation-and-logistics-technology-ictlt-2026-may-istanbul-tr,International Conference on Transportation and Logistics Technology (ICTLT),Organizer,"tional Conference on Transportation and Logistics Technology ICTLT on May 04-05, 2026 in Istanbul, Turkey - Conference Index Conference Index Submit Your Event for FREE C",90,Hot,,,"International Conference on Transportation and Logistics Technology scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practition | Industry: AI | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-hydraulics-and-pneumatics-ichp-2026-may-istanbul-tr,International Conference on Hydraulics and Pneumatics (ICHP),Organizer,"cs and Pneumatics Hydraulic systems in production equipments Hydraulic systems for mobile applications Development in hydraulic elements: pumps, valves Pneumatic systems",90,Hot,,,"International Conference on Hydraulics and Pneumatics scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present | Industry: AI | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-imaging-and-signal-processing-icisp-2026-may-istanbul-tr,International Conference on Imaging and Signal Processing (ICISP),Organizer,nsors fiber optics digital communication electron devices radar wireless communications electronic circuits and systems communication technology communication systems com,90,Hot,,,"International Conference on Imaging and Signal Processing scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to pre | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-water-resources-and-renewable-energy-development-icwrred-2026-may-istanbul-tr,International Conference on Water Resources and Renewable Energy Development (ICWRRED),Organizer,sustainability and maximizing benefits Innovative solutions in design and construction Hydrology and Flood Management Water Resources Engineering and Management Flood con,90,Hot,,,"International Conference on Water Resources and Renewable Energy Development scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university p | Industry: AI | Source: conferenceindex | Validation confidence: 1.00"
