Company,Country,Category,Website,Stand,Email,Phone,LinkedIn,Instagram
ECUADOR FIRST CLASS SHRIMP,Ecuador,"Value-Added Food | Specialty food | Crustacean | Government/associations | Frozen Seafood | Meat, poultry & seafood | Frozen food",https://ecuadorfirstclassshrimp.com/,"S-B21, Trade Centre Arena",,,https://www.linkedin.com/company/ecuadorfirstclassshrimp,@ecuadorfirstclass
Ecuadorian Rainforest LLC,United States of America,Dry goods | Spices & Seasonings | Fortified & Functional Products | Health & Wellness Products | Fortified foods & health products | Organic products,https://www.IntoTheRainforest.com,"43-66, South Hall 7",,,,
Edde Almond Paste Inc,Canada,"Bakery, cakes & desserts | Baked Goods | Halal and kosher food | Cakes / Dessert | Spreads, honey & jams | Baking Supplies | Organic products",https://www.edde.ca,"23-17, South Hall 4",info@edde.ca,819669363610,,
Edekhar for Agricultural Investment,Morocco,Dry goods | Dried Fruits,https://www.edekhar.net/tamra,"50-107, South Hall 9",info@edekhar.ps,+97259 99 87 87 8,,
Edita Food Industries,Egypt,"Savoury snacks | Finger Food | Bakery, cakes & desserts | Halal and kosher food | Savoury Baked Products | Frozen Meat | Snacks | Salty Snacks | Frozen food | Crisp Bread | Frozen Baked Goods | Specialty Breads | Crackers | Baked Goods | Cakes / Dessert | Healthy snacks | Baking Supplies",https://edita.com.eg/,"47-20, South Hall 8",,,https://www.linkedin.com/company/edita-food-industries,@editafoodindustries
Editrice Zeus SRL,Italy,"Digital Marketing | Professional services | Public Relations & Communications | Advertising, Marketing and PR",https://editricezeus.com,"B-40, South Hall 2",editricezeus@pec.it,+1 312 9407017-8,https://www.linkedin.com/company/18485379/admin,@editricezeus
Edlyn Foods Pty Ltd,Australia,Artisanal | Specialty food | Condiments & sauces | Halal and kosher food,https://edlyn.com.au/,"29-40, South Hall 5",sales@edlyn.com.au,+61384010000,https://www.linkedin.com/company/edlyn-foods-p-l,@edlyn_foods
Edma Foods,Spain,"Instant Noodles | Yoghurt (Regular, Flavoured, Fruit, etc.) | Coffee | Dry goods | Instant Soups | Cream & Cream Products | Condiments & sauces | Spices & Seasonings",https://www.edmafood.com,"23-16, South Hall 4",oscar@edmafood.com,+34 619 702 897,,
Edulcodiet - Dulcilight,Spain,"Gluten-free Baked Goods | Iced Tea | Bakery, cakes & desserts | Halal and kosher food | Vegan / Vegetarian Products | Dates & Date Palm Products | Cordials & Syrups | Tea | Sugar-free Products | Fortified foods & health products | Coffee | Snacks | Instant Beverages | Value-Added Food | Nut-free Products | Private label | Smoothies | Organic products | Free-from products | Fortified & Functional Products | Health & Wellness Products | Flavoured Water | Specialty Breads | Dairy-free Products | Gourmet & Fine Food | Energy Drinks | Specialty food | Condiments & sauces | Fat-free Products | Bottled Water | Carbonated Soft Drinks | Gluten-Free Products | Lactose-free Products | Non-alcoholic Beverages | Baking Supplies | Instant hot beverages | Juices & Nectars | Ethnic Food",https://edulcodiet.com/es/,"23-6, South Hall 4",contact@edulcodiet.com,,https://www.linkedin.com/company/edulcodiet-sl,@dulcilight
Eezdee Intrade Sdn Bhd,Malaysia,Animal Fats | Alternative Milk Products | Coffee Beans | Sugar-free Products | Canned Products | Pulses/ grains / cereals / flours | Dried Milk Products | Dry goods | Wheat | Ghee | Free-from products | Agri-product Seeds | Energy Drinks | Condiments & sauces | Vegetable & animal oils & fats,https://www.eezdee.intrade.com.my,"Z1-A21, Za'abeel Hall 1",marketing@eezdee.intrade.com.my,,,
EF STORE SDN. BHD,Malaysia,Halal and kosher food | Vegan / Vegetarian Products | Alternative Milk Products | Fortified foods & health products | Sugar-free Products | Nut-free Products | Free-from products | Fortified & Functional Products | Health & Wellness Products | Dairy-free Products | Fat-free Products | Gluten-Free Products | Lactose-free Products,https://www.xiaohealthy.com,"N2-E17, North Hall 2",info@xiaohealthy.com,+011 5455 6877,,@avomilk.official
EFAD Food Additives Factory,Saudi Arabia,Halal and kosher food | Fortified foods & health products | Dry goods | Private label | Instant Soups | Free-from products | Health & Wellness Products | Condiments & sauces | Spices & Seasonings | Gluten-Free Products,https://shop.esnadfood.com/ar/latest-products,"38-66, South Hall 6",,,,
Efe Food Gida Ins. Nak. Taah. Ith. Ihr. Paz. San. Tic. Ltd. Sti,Türkiye,"Bakery, cakes & desserts | Halal and kosher food | Alternative Milk Products | Sugar-free Products | Coffee | Instant Beverages | Dry goods | Private label | Instant Soups | Free-from products | Specialty food | Condiments & sauces | Fair Trade | Spices & Seasonings | Cakes / Dessert | Baking Supplies | Instant hot beverages",https://www.efefood.com.tr,"Z4-E72, Za'abeel Hall 4",export@efefood.com.tr,+90 324 231 81 10,,@efefoodtr
EFFERTY INTERNATIONAL SDN BHD,Malaysia,Energy Drinks | Coffee | Health & Wellness Products | Fortified foods & health products | Instant hot beverages,https://efferty.com,"N2-E113, North Hall 2",hello@efferty.com,+60 17-938 6183,,@effertyhq
Efor Cay Sanayi Ve Ticaret A.S,Türkiye,Private label | Coffee | Tea,https://www.eforcay.com/,"Z4-E4, Za'abeel Hall 4",,4445405,https://www.linkedin.com/company/efor-cay,@eforcaytr
EGCT FROZEN,Egypt,World Food,https://www.egcteg.com/frozen/,"44-3, South Hall 8",,+203 58 44 348,,
Egger Getranke GmbH & Co OG,Austria,Energy Drinks | Iced Tea | Cordials & Syrups | Non-alcoholic Beverages | Carbonated Soft Drinks | Juices & Nectars,https://eggergetraenke.at/,"Z6-F17, Za'abeel Hall 6",,,https://www.linkedin.com/company/eggergetraenke,
Eggs Unlimited,United States of America,"Bakery, cakes & desserts | Market Research | Cheese | Eggs & Egg Products | Professional services | Private label | Organic products | Butter | Baking Supplies | Chilled & fresh food",https://www.eggsunlimited.com/,"42-22, South Hall 7",info@eggsunlimited.com,1-888-554-3977,https://www.linkedin.com/company/eggs-unlimited,@eggs_unlimited
EGI GROUP SHPK,Kosovo,Halal and kosher food | Fortified foods & health products | Pulses/ grains / cereals / flours | Pasta | Corn | Snacks | Nuts | Sales Services | Dry goods | Professional services | Private label | Wheat | Rice | Health & Wellness Products | Popcorn | Crackers | Events & Exhibitions,https://www.egigroup-ks.com/index.php,"N2-B140, North Hall 2",info@egigroup-ks.com,+383 49 772 772,,@pikibrand
EGYBELG By L.S.E,Egypt,"Bakery, cakes & desserts | Baking Supplies",https://lesaffre.eg/,"45-30, South Hall 8",,+2011 497 177 79,https://www.linkedin.com/company/lesaffre-egypt/posts,@mr.bakery.eg
Egypt Expo & Convention Authority (EECA),Egypt,"Crustacean | Government/associations | Halal and kosher food | Vegan / Vegetarian Products | Alternative Milk Products | Fortified foods & health products | Sugar-free Products | Meat, poultry & seafood | Instant Noodles | Frozen Ready Meals | Canned Products | Yoghurt (Regular, Flavoured, Fruit, etc.) | Fish | Frozen Meat | Dried Milk Products | Pasta | Frozen Seafood | Cheese | Fresh Seafood | Frozen food | Fresh Fruits & Vegetables | Poultry & Feathered Game | Nut-free Products | Dry goods | Instant Soups | Dried Meat | Ice Cream / Sorbet / Gelato | Ice Cream | Game Meat | Cream & Cream Products | Shellfish | Organic products | Frozen Baked Goods | Processed Meat | Free-from products | Frozen Dairy Products | Health & Wellness Products | Milk | Organ Meats & Offal | Butter | Dairy-free Products | Frozen Fruit & Vegetables | Spices & Seasonings | Fat-free Products | Dried Fruits | Gluten-Free Products | Lactose-free Products | Chilled & fresh food | Unprocessed Meat",https://www.eeca.gov.eg,"S-G31,M-B44,GG-T8,Z5-E60,A-160, Trade Centre Arena,Shk Maktoum Hall,North Hall 12,Za'abeel Hall 5,South Hall 8",,,,
Egypt Gardens FOR FOOD INDUSTRIES,Egypt,Dry goods | Pasta,https://www.egyptgardensgroup.com,"46-92, South Hall 8",info@egyptgardensgroup.com,+2 010 0020 1857,,
Egyptian canning - Best,Egypt,"Condiments & sauces | Halal and kosher food | Spreads, honey & jams | Juices & Nectars",https://www.best-egypt.com,"Z5-F43, Za'abeel Hall 5",info@best-egypt.com,+20238202013,,
Egyptian Company For Grain Milling - ECGM,Egypt,"Dry goods | Private label | Wheat | Bakery, cakes & desserts | Pulses/ grains / cereals / flours | Pasta | Baking Supplies",https://www.ecgm.biz,"46-104, South Hall 8",info@ecgm.biz,+201028883045,https://www.linkedin.com/company/10363037,@ecgm.flour
Egyptian Emirates For Food Industry,Egypt,Dry goods | Pasta,https://www.egaeif.com,"46-17, South Hall 8",info@egaeif.com,+2 03 4295703,,
EGYPTIAN SWISS,Egypt,"Dry goods | Private label | Wheat | Bakery, cakes & desserts | Pulses/ grains / cereals / flours | Halal and kosher food | Pasta | Baking Supplies",https://egyptianswiss.com/,"45-33, South Hall 8",info@egyptianswiss.com,+2055433409 1,https://www.linkedin.com/company/egyptian-swiss,@egyptianswiss.group
Ehrmann GmbH,Germany,"Vegan / Vegetarian Products | Ready-to-Eat | Sugar-free Products | Yoghurt (Regular, Flavoured, Fruit, etc.) | Value-Added Food | Private label | Free-from products | Specialty food | Non-alcoholic Beverages | Lactose-free Products",https://www.ehrmann.de/,"6-43, South Hall 1",,,,@ehrmann_
Eide Organic,Norway,"Fish | Frozen Seafood | Meat, poultry & seafood | Frozen food",https://www.efb.no,"S-B31, Trade Centre Arena",,,,
Eker Dairy,Türkiye,"Halal and kosher food | Alternative Milk Products | Yoghurt (Regular, Flavoured, Fruit, etc.) | Cheese | Free-from products | Milk | Butter | Gluten-Free Products",https://www.eker.com,"M-A22, Shk Maktoum Hall",,4443537,https://www.linkedin.com/company/ekersuturunleri,@ekersuturunleri
Eko spotreba s.r.o,Slovakia,Instant Beverages,https://www.ekospotreba.sk,"9-80, South Hall 1",info@ekospotreba.sk,+421 903 532 899,,@ekospotreba
EkoNiva,Russian Federation,"Yoghurt (Regular, Flavoured, Fruit, etc.) | Dried Milk Products | Cheese | Ice Cream | Organic products | Cream & Cream Products | Milk | Butter",https://www.ekoniva-moloko.com/en,"M-A17, Shk Maktoum Hall",contact@ekoniva-moloko.com,,,
EKONIVA SEMENA LLC,Russian Federation,Oats | Pulses | Barley | Wheat | Pulses/ grains / cereals / flours | Dried Milk Products,https://ekoniva-apk.ru/,"N11-A60, North Hall 11",,,,
EKOPROD,Albania,Dry goods | Spices & Seasonings | Vegetable & animal oils & fats | Agri-product Seeds | Fruit Seeds | Organic products,https://ekoprod.al/,"30-40, South Hall 5",info@ekoprod.al,+355 69 20 30 035,https://www.linkedin.com/company/ekoprod-shpk,@ekoprod_al
EKOPRODUKTAS,Lithuania,Halal and kosher food | Vegan / Vegetarian Products | Fortified foods & health products | Sugar-free Products | Private label | Technology | Free-from products | Smart Food | Health & Wellness Products | Lactose-free Products,https://ekoproduktas.com/en/,"13-50, South Hall 2",info@ekoproduktas.com,+370206142011314,https://www.linkedin.com/company/ekoproduktas,@ekoproduktas
Ekpas Gida Sanayi ve Tic. A.S,Türkiye,"Rice, Pulses & Grains",https://www.amasyaun.com.tr,"N10-E57, North Hall 10",info@amasyaun.com.tr,,,@amasyaunyem
Ekrem Agro Dis Tic. A.s,Türkiye,Oil | Pulses | Pulses/ grains / cereals / flours | Pasta | Corn | Snacks | Millet | Nuts | Dry goods | Wheat | Rice | Olive Oil | Condiments & sauces | Spices & Seasonings | Dried Fruits | Vegetable & animal oils & fats,https://www.ekremagro.com.tr,"N10-C60, North Hall 10",info@ekremagro.com.tr,+90 324 606 02 90,,
Eksun Wheat Flour Mills,Türkiye,Sales Services | Professional services | Wheat | Pulses/ grains / cereals / flours | Consulting,https://www.eksun.com.tr,"N10-B20, North Hall 10",,,https://www.linkedin.com/company/eksung%C4%B1da,@sinangilun
El Abanico,Spain,"Private label | Dried Meat | Halal and kosher food | Meat, poultry & seafood",https://www.elabanicohalal.com,"S-K2, Trade Centre Arena",,,,
El Brezal by Mielso,Spain,World Food,https://www.elbrezal.es,"15-54, South Hall 2",export@mielso.es,+34 964 503 230,https://www.linkedin.com/company/elbrezalmieles,@mielelbrezal
El captain Company for extracting natural oils,Egypt,"Dates & Date Palm Products | Spreads, honey & jams | Meat, poultry & seafood | Oil | Snacks | Fruit Seeds | Fruit Oil | Olive Oil | Vegetable & animal oils & fats | Unprocessed Meat",https://www.elcaptain.net/,"45-108, South Hall 8",,,,@elcaptain_cappharm
El Encinar de Humienta,France,"Meat, Poultry",https://www.encinarsa.com,"S-K23, Trade Centre Arena",,,,
El Gran Cardenal,Spain,Cheese,https://www.elgrancardenal.com,"24-97, South Hall 4",,,,
El Heba for Agricultural Development,Egypt,Private label | Halal and kosher food | Frozen Fruit & Vegetables | Frozen food,https://www.alheba.net,"45-115, South Hall 8",,,,
El Khalil for Import and Export,Egypt,Dates & Date Palm Products | Pulses | Pulses/ grains / cereals / flours | Corn | Snacks | Millet | Nuts | Dry goods | Dried Fruit & Vegetables | Private label | Sorghum | Agri-product Seeds | Spices & Seasonings | Dried Fruits | Vegetable & animal oils & fats,https://www.elkhalileg.com/index.html,"N9-E71, North Hall 9",info@elkhalileg.com,,,
El marwa for Preserving and Freezing Vegetables and Fruits,Egypt,World Food,https://www.elmarwafoods.com,"46-83, South Hall 8",,,,
El Mazraa,Tunisia,"Poultry & Feathered Game | Frozen Meat | Halal and kosher food | Processed Meat | Meat, poultry & seafood | Frozen food",https://www.elmazraa.com,"S1-D68, Shk Saeed Hall 1",info@elmazraa.com.tn,+216 70 014 199,https://www.linkedin.com/company/el-mazraa,@el_mazraa_tn
El Misria for Food Investment,Egypt,Private label | Frozen Fruit & Vegetables | Frozen food | Juices & Nectars,https://www.elmisria.org,"46-2, South Hall 8",export@elmasria.org,+20 11 22 456 789 10,,@squarespace
EL-FATH EL-ESLAMY CO. FOR FOOD INDUSTRIES,Egypt,"Dry goods | Canned Products | Private label | Free-from products | Spreads, honey & jams | Sugar-free Products | Juices & Nectars",https://www.elfatheleslamy.com/,"45-56, South Hall 8",,+2 0133266590,,@elfatheleslamy
El-masry food industry,Egypt,"Dry goods | Canned Products | Private label | Condiments & sauces | Halal and kosher food | Cordials & Syrups | Spreads, honey & jams | Juices & Nectars",https://el-masry.net,"47-96, South Hall 8",,,,
EL-Sabah Company for Food Industries,Egypt,Cheese | Milk | Juices & Nectars,https://www.elsabah.net/,"Z5-E56, Za'abeel Hall 5",,,https://www.linkedin.com/company/elsabah-for-food-industries,
El. Mar Olives LTD- Marerra LLC,Greece,World Food,https://elmarolives.com,"21-17, South Hall 3",,,,
ELAI AgriTech Private Limited,India,Technology | Enterprise Solutions | Retail Tech | AI Solutions | Sustainability | Blockchain | AgriTech,https://elai-agritech.my.canva.site/,"PD-B4, The Pavilion",,,,
Elbak S.A.- Greek Canning Industry,Greece,"Dry goods | Canned Products | Private label | Free-from products | Vegan / Vegetarian Products | Gluten-Free Products | Lactose-free Products | Spreads, honey & jams",https://www.elbak.com,"21-56, South Hall 3",peach@elbak.gr,+30 24/ 105 - 49 550,,
Elbrus Limited Liability Company,Russian Federation,Agri-oil | Oats | Pulses/ grains / cereals / flours | Dried Milk Products | Corn | Sorghum | Wheat | Barley | Agri-product Seeds | Spelt | Vegetable & animal oils & fats | Organic products,https://t.me/AlexanderOh,"33-10, South Hall 5",,,,
Eleftherios G. Eleftheriou (Achnagal) Ltd,Cyprus,Dairy,https://www.achnagal.com,"R-E10, Shk Rashid Hall",info@achnagal.com,,,
"Elegant Trading, INC",United States of America,Savoury snacks | Cereals / Fruit Bars | Snacks | Salty Snacks | Instant Beverages | Dry goods | Popcorn | Flavoured Water | Crackers | Energy Drinks | Condiments & sauces | Spices & Seasonings | Non-alcoholic Beverages | Carbonated Soft Drinks | Juices & Nectars,https://www.eleganttradinginc.com/,"42-92, South Hall 7",admin@eleganttradinginc.com,+1 832-605-3109,,
Elementa Foods Proteins & Oils,Argentina,Pulses/ grains / cereals / flours | Pulses,https://www.elementafoods.com,"N8-B15, North Hall 8",,,,
Elevation Gourmet,United States of America,Artisanal | Gourmet & Fine Food | Specialty food | Condiments & sauces | Non-alcoholic Beverages | Health & Wellness Products | Fortified foods & health products | Juices & Nectars,https://www.elevationgourmet.com/,"42-48, South Hall 7",aaron@elevationgourmet.com,3039315253,https://www.linkedin.com/company/elevationketchup,@elevationketchup
ElHawag Co. for Oil Extraction & Packing & Cosmetics,Egypt,Dry goods | Private label | Condiments & sauces | Spices & Seasonings | Fortified & Functional Products | Health & Wellness Products | Fortified foods & health products,https://www.elhawag.com,"44-71, South Hall 8",,,,
Elhayer Gida San. Ve Tic. Ltd. Sti,Türkiye,Coffee | Snacks | Salty Snacks | Instant Beverages | Dry goods | Private label | Crackers | Spices & Seasonings | Instant hot beverages,https://www.aladeeb-coffee.com,"Z4-D58, Za'abeel Hall 4",info@aladeeb-coffee.com,00905345919241,,@aladeebcoffeetr
Eli General Trading LLC,United Arab Emirates,Dry goods | Savoury snacks | Nuts | Spices & Seasonings | Snacks,https://www.eligtc.com,"N5-D20, North Hall 5",,,,
"Eliite Delights Foodstuff Trdg., LLC",United Arab Emirates,"Savoury snacks | Agri-oil | Dates & Date Palm Products | Sustainability | Ready-to-Eat | Spreads, honey & jams | Fortified foods & health products | AgriTech | Pulses/ grains / cereals / flours | Retail Tech | Snacks | Fruit Seeds | Salty Snacks | Nuts | Dried Fruit & Vegetables | Private label | Fruit Oil | Technology | Free-from products | Smart Food | Health & Wellness Products | Agri-product Seeds | Gourmet & Fine Food | Specialty food | Quinoa | Vegetable & animal oils & fats | Healthy snacks | Gluten-Free Products",https://rostaa.com,"DG-245, North Hall 13",,,,
