Company,Country,City,Category,Fair,Website,Email,Email_Status,Phone_WhatsApp,LinkedIn,Instagram,Facebook,Stand_Booth,Detail_URL,Notes
Global Organics Ltd,United States,Cambridge,,IFT FIRST Expo 2026,http://www.global-organics.com,info@global-organics.com,generic,02138-1119,https://www.linkedin.com/company/global-organics-ltd.,https://www.instagram.com/globalorganicsltd,,South Building — 1564 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00081907,
Global Site Location Industries,United States of America,Dallas,,IFT FIRST Expo 2026,https://www.gslisolutions.com,,not_found,,,,,South Building — 105 — AI & Software Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01223106,
GloryBee,United States,Eugene,,IFT FIRST Expo 2026,https://glorybee.com/,,not_found,800 456-7923,https://www.linkedin.com/company/glorybee,https://www.instagram.com/glorybeefoods,https://www.facebook.com/GloryBeeFoods,South Building — 1672,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00104848,
"GNT USA, LLC",United States,Dallas,,IFT FIRST Expo 2026,http://www.exberry.com,info-germany@gnt-group.com,generic,+49 241 8885-0,https://www.linkedin.com/company/gnt-international-bv,https://www.instagram.com/gntgroup,,South Building — 1635,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00070706,
"Gold Coast Ingredients, Inc.",United States,Commerce,,IFT FIRST Expo 2026,https://goldcoastinc.com/,,not_found,+18003526837,https://www.linkedin.com/company/gold-coast-ingredients,,,South Building — 1403,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00013620,
Golden Gate Nut Co.,United States,Ripon,,IFT FIRST Expo 2026,http://www.goldengatenuts.com,,not_found,12095997131,,,,South Building — 4634,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01159264,
Golden Peanut Co LLC,United States,Alpharetta,,IFT FIRST Expo 2026,https://www.goldenpeanut.com,,not_found,(770) 752-8285,https://linkedin.com,,,South Building — 3210,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00018331,
GRA Nutra,United States of America,Fairfield,,IFT FIRST Expo 2026,https://granutra.com/,info@granutra.com,generic,+1 (973) 362-0151,https://linkedin.com/gra-nutra,,,South Building — 1780,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01247402,
"Graceland Fruit, Inc.",United States,Frankfort,,IFT FIRST Expo 2026,https://www.gracelandfruit.com/,info@gracelandfruit.com,generic,+18003527181,https://www.linkedin.com/company/graceland-fruit-inc,https://www.instagram.com/gracelandfruit,https://www.facebook.com/tr,South Building — 2265,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00017775,
Graham Chemical Corporation,United States,Barrington,,IFT FIRST Expo 2026,https://www.grahamchemical.com/,,not_found,847-304-4400,https://www.linkedin.com/company/graham-chemical-corporation,,,South Building — 3810,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00058342,
"Grain Millers, Inc.",United States,Eden Prairie,,IFT FIRST Expo 2026,https://www.grainmillers.com,ben.elliott@grainmillers.com,named,800.232.6287,https://www.linkedin.com/company/grainmillersinc,https://www.instagram.com/grainmillers,https://www.facebook.com/grainmillersinc,South Building — 1669 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00009761,
Grain Processing Corporation,United States,MUSCATINE,,IFT FIRST Expo 2026,https://www.grainprocessing.com,sales@grainprocessing.com,generic,52761-1494,https://www.linkedin.com/company/grain-processing-corporation,,,South Building — 2332,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00002735,
Grainwell Puffed Grains,United States of America,Dyersville,,IFT FIRST Expo 2026,https://grainwellfoods.com/,info@grainwellfoods.com,generic,888.587.0750,https://www.linkedin.com/company/grainwell-foods,,,South Building — 3962,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=0121163,
Grande Custom Ingredients Group,United States,Fond Du Lac,,IFT FIRST Expo 2026,https://www.grandecig.com/,gcig@grande.com,named,4697-8685,https://www.linkedin.com/company/grande-custom-ingredients-group,,,South Building — 2207,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00021606,
Granutools,Belgium,Awans,,IFT FIRST Expo 2026,https://www.granutools.com/en/,info@granutools.com,generic,+32 4 384 00 74,https://www.linkedin.com/company/granutools,,,South Building — 564,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01185128,
Great Lakes Pallet,United States of America,Loves Park,,IFT FIRST Expo 2026,https://www.greatlakespallet.com/,,not_found,8156371500,,,,South Building — 4741,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01276190,
Green Fresh (Fujian) Foodstuff Co Ltd,China,Longhai,,IFT FIRST Expo 2026,https://www.greenfreshfood.com/,mkt@greenfreshfood.com,named,86-592-5213819,https://www.linkedin.com/company/13248189/admin/dashboard,https://instagram.com,https://www.facebook.com,South Building — 3006,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00867322,
Green Future Biotech Sdn. Bhd.,Malaysia,Kuantan Phang,,IFT FIRST Expo 2026,http://www.greenfuture. com. my,,not_found,+60 12 3219658,,,,South Building — 1165 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274638,
Groward Group,Lithuania,Kaunas,,IFT FIRST Expo 2026,http://www.groward.eu,atsiliepimai@groward.eu,named,+370 800 00 121,https://www.linkedin.com/company/groward-group,,https://www.facebook.com/GrowardGroup,South Building — 2078,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01271014,
GrowinCo.,United States of America,Chicago,,IFT FIRST Expo 2026,https://growinco.com/en/,,not_found,,https://br.linkedin.com/company/growin-co,https://www.instagram.com/growinco,https://www.facebook.com/profile.php,South Building — ST92 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01247726,
Grupo Vida,Mexico,Zapopan,,IFT FIRST Expo 2026,https://grupovida.com/,atencionalcliente@grupovida.com,named,33 32-08-04-00,,,,South Building — 3456,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01092737,
"Guangxi Jinyuan Biochemical Industrial Co., Ltd.",China,Guiping City,,IFT FIRST Expo 2026,http://www.jinyuanbiochem.com,jybc@jinyuan-biochem.com,named,10201398,,,,South Building — 2425,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01240175,
"Gumix International, Inc.",United States,Fort Lee,,IFT FIRST Expo 2026,https://www.gumix.com,info@gumix.com,generic,201 947-6300,,,,South Building — 4142,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00002819,
Guzen Development Inc,United States,Walnut Creek,,IFT FIRST Expo 2026,http://www.guzendevelopment.com,sales@guzendevelopment.com,generic,2015/2283,https://www.linkedin.com/company/squarespace,,http://www.facebook.com/2008/fbml,South Building — 1655 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00560719,
H&M USA Inc,United States of America,Syosset,,IFT FIRST Expo 2026,http://www.hmusainc.com,info@hmusainc.com,generic,516-349-9888,http://www.linkedin.com/company/h&m-usa-inc-,,,South Building — 4645,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01271016,
Hainan Super Biotech Co Ltd,China,Haikou,,IFT FIRST Expo 2026,http://www.super-biotech.com,sales_department@super-bio.com.cn,generic,+86 898-68637173,https://www.linkedin.com/company/hainan-super-biotech-rosemary-extract,https://www.instagram.com/superbiotech,https://www.facebook.com/HainanSuperBiotechRosemaryExtract,South Building — 1549 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01187184,
Hanamaruki Foods Inc.,Japan,Tokyo,,IFT FIRST Expo 2026,https://www.hanamaruki.co.jp/english.html,,not_found,81-9047144488,,,,South Building — 1723,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00020547,
"Handan Green And Healthy Dehydrated Vegetables Food Co.,Ltd",China,Handan,,IFT FIRST Expo 2026,https://www.lverkang.cn/,wang@lverkang.cn,named,https://api.whatsapp.com/send?phone=+86,https://www.linkedin.com/in/maisie-dehydrated-vegetables-liu-74b773197,,,South Building — 4622,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01243173,
Handary SA,Belgium,Brussels,,IFT FIRST Expo 2026,http://www.handary.com,yourname@domainname.com,named,+32 23 74 63 14,https://be.linkedin.com/company/handary-s-a,,https://www.facebook.com/HandaryCompany,South Building — 2578,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00350702,
"Hangzhou Levinthal Biotechnology Co.,Ltd",China,Hangzhou Zhejiang,,IFT FIRST Expo 2026,https://www.levinthal.bio/,,not_found,,https://www.linkedin.com/company/hangzhou-levinthal-biotechnology-co-ltd,,,South Building — 108 — AI & Software Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01269715,
"hangzhou RuiLin Chemical Co.,Ltd.",China,Hangzhou,,IFT FIRST Expo 2026,http://www.hzrlhg.com,,not_found,11 2019-11,,,,South Building — 415,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01269717,
"Hangzhou Skyherb Technologies Co., Ltd.",China,Hangzhou,,IFT FIRST Expo 2026,https://www.skyherbusa.com/,,not_found,+8657188053319 ext. 809,https://www.linkedin.com/company/skyherb,,,South Building — 2606,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00682923,
"Hangzhou Xinfu Science & Technology Co., Ltd.",China,Hangzhou,,IFT FIRST Expo 2026,https://en.yifanyy.com/index.html,overseas@yifanyy.com,named,16/09/2025,http://www.linkedin.com/company/xinfu-science,,,South Building — 4161,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01263579,
Happy Plant Protein,Finland,Espoo,,IFT FIRST Expo 2026,https://www.happyplantprotein.com/,jari@happyplantprotein.com,named,+46 72 393 3775,https://www.linkedin.com/company/happyplantprotein,,,South Building — ST71 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273806,
Hardline Corporation,United States of America,Middletown,,IFT FIRST Expo 2026,https://www.hardlinekitchen.com/,contact@hardline-corporation.com,generic,+1 815 219-4162,,,,South Building — 3249 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272403,
Harris Global Group,United States of America,Anaheim,,IFT FIRST Expo 2026,https://harrisspice.com/,,not_found,(714) 507-1919,https://www.linkedin.com/company/harris-spice-company,,,South Building — 4709,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274640,
Harris Woolf Almonds,United States of America,Coalinga,,IFT FIRST Expo 2026,https://harriswoolfalmonds.com/,,not_found,,https://www.linkedin.com/company/harriswoolfalmonds/posts,https://www.instagram.com/hwalmonds,https://www.facebook.com/profile.php,South Building — 4533,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00553351,
"Hauschild SpeedMixer, Inc.",United States of America,Farmington Hills,,IFT FIRST Expo 2026,http://www.speedmixer.com,,not_found,8777736937,,,,South Building — 4855,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01276052,
Hawkins Inc,United States of America,Roseville,,IFT FIRST Expo 2026,https://www.hawkinsinc.com/groups/food-ingredients/,customer.service@hawkinsinc.com,generic,800-328-5460,,,,South Building — 2081,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00016135,
HB Taylor,United States of America,Chicago,,IFT FIRST Expo 2026,http://hbtaylor.com,customerservice@hbtaylor.com,generic,2016-12-11,https://www.linkedin.com/company/3995095,,,South Building — 1610,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01207737,
Healthy Food Ingredients,United States,Fargo,,IFT FIRST Expo 2026,https://www.hfifamily.com/,,not_found,2016-09-09,https://www.linkedin.com/company/healthy-food-ingredients-llc,https://www.instagram.com/healthyfoodingredients,https://www.facebook.com/HealthyFoodIngredients,South Building — 1453 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00100706,
Healthy Foods Egypt,Egypt,Cairo,,IFT FIRST Expo 2026,http://www.healthyfoodsegypt.com,,not_found,+201060440449,,,,South Building — 1475,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01266455,
Heartland Supply,United States of America,Fayetteville,,IFT FIRST Expo 2026,https://heartlandsupply.com/,csr@heartlandsupply.com,named,+1-479-444-0970,,,,South Building — 4414,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00010535,
"HEBEI GUANGXIANG PHARMACEUTICAL CO.,LTD.",China,Cangzhou,,IFT FIRST Expo 2026,http://www.sjzsiyao.com,office@sjzsiyao.com,generic,2026-05-25,,,,South Building — 1481,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01222058,
"Hebei Haodong Biological Technology Co.,Ltd",China,Hengshui city,,IFT FIRST Expo 2026,http://www.igelatin.com,info@igelatin.com,generic,+86-186-8100 7286,https://www.linkedin.com/company/igelatin,,https://www.facebook.com/hdswkj,South Building — 4627,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272050,
"Hebei PureHealth Biotech Co., Ltd.",China,Handan City,,IFT FIRST Expo 2026,http://www.hbpurehealth.com/,,not_found,,,,,South Building — 4819,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01266486,
"Henan Feitian Biotechnology Co., Ltd",China,Hebi,,IFT FIRST Expo 2026,https://www.hnycft.com,,not_found,+86 532-80868966,,,,South Building — 3079,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01240706,
"Henan Jindan Lactic Acid Technology Co., Ltd.",China,Dancheng County,,IFT FIRST Expo 2026,https://www.jindanlactic.com,jindanla@jindanlactic.com,named,+86-371-60136136,,,,South Building — 3120,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00098042,
"HENAN SUNNY FOODSTUFF CO.,LTD.",China,Xiangcheng,,IFT FIRST Expo 2026,https://www.hnsunnyfood.com,kelly@hnsunnyfood.com,named,https://wa.me/+8618638212399,,,,South Building — 3762,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00652899,
"Henan Weichuang Bio-tech Co.,Ltd",China,Xinxiang,,IFT FIRST Expo 2026,https://www.weichuangbio-tech.com/,,not_found,+86-373-6815726,,,,South Building — 4628,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01251624,
"Henan Zhongda Hengyuan Biotechnology Stock Co.,Ltd",China,Luohe,,IFT FIRST Expo 2026,http://www.zdextract.com,sales02@hazhongda.com,generic,+1 4088887023,,https://www.instagram.com/zhongdahengyuan1993,https://www.facebook.com/profile.php,South Building — 1272,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00877717,
Herbospice,Spain,San Gines,,IFT FIRST Expo 2026,https://www.herbospice.com/en/,info@herbospice.com,generic,+34 968 88 28 73,https://www.linkedin.com/company/herbospice-sl,,,South Building — 2917,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01245373,
HERBS HELLAS S.A,Greece,Velestino,,IFT FIRST Expo 2026,https://herbshellas.gr,,not_found,+30 24257 72833,,,,South Building — 4734,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274043,
Himalayan Secrets,United States of America,Windsor,,IFT FIRST Expo 2026,http://www.himalayansecrets.com,,not_found,8604000150,,,,South Building — 2178,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01271018,
Hinalea Imaging,United States of America,Emeryville,,IFT FIRST Expo 2026,https://hinalea.ai/,,not_found,+1 510 879-6408,https://www.linkedin.com/company/hinalea-imaging,,https://www.facebook.com/HinaLeaImaging,South Building — ST2 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01266459,
Holton Food Products,United States of America,Elgin,,IFT FIRST Expo 2026,https://www.holtonfp.com/,info@holtonfp.com,generic,1-708-352-5599,,,,South Building — 2025,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00003046,
Hoogwegt Group,United States,Lake Forest,,IFT FIRST Expo 2026,https://hoogwegt.com/,,not_found,+65 6908 5037,https://www.linkedin.com/company/hoogwegt-groep-bv,https://www.instagram.com/hoogwegtinternational,,South Building — 3936,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00012114,
Horner International,United States,Durham,,IFT FIRST Expo 2026,http://www.hornerinternational.com,sales@hornerintl.com,generic,+1 919-787-3112,,,,South Building — 3246,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00023572,
Hosokawa Micron Powder Systems,United States,Summit,,IFT FIRST Expo 2026,https://www.hmicronpowder.com/,,not_found,1-907-273-6360,,,,South Building — 2409,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00351036,
House Foods Holding USA Inc.,United States,Garden Grove,,IFT FIRST Expo 2026,https://www.house-foods.com/,,not_found,1(714)901-4350,,,,South Building — 1654 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00017817,
HPS Food & Ingredients,Canada,Saskatoon,,IFT FIRST Expo 2026,https://www.hpsfood.com,,not_found,,https://ca.linkedin.com/company/hps-food-ingredients-inc,,,South Building — 1574,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01189597,
