name,rewriteId,detail_url,country,province,city,zip,street,building,phone,fax,email,homepage,short_description,description,halls,stands,zones,exhibitor_programs,product_categories,usage_areas,product_end_uses,keywords,tags,brands,facebook,instagram,linkedin,twitter,youtube,tiktok,pinterest,wechat,weibo,whatsapp,logo,last_approval
Essentia Srl,essentia-srl,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/essentia-srl.html,Italy,Milano,Gessate,20060,Via Maria Curie 8,,+39 335 621 1968,,leva@essentia.srl,https://www.essentiashop.it/en,,"Essentia was born in 2017, thanks to the 35 year experience of its founders Riccardo and Gianni in the marketing of products...",9.3,H9.3-A03,,,Interior Design; Interiors & Decoration,,,LAUNDRY PERFUME; LAUNDRY DETERGENT IN SHEETS; DISHWASHING DETERGENT IN SHEETS; ROOM PERFUME SPRAY; SCENTED CARDS,,,https://www.facebook.com/essentiashop.it,https://www.instagram.com/essentianature,,,https://www.youtube.com/@essentianature,,,,,,,2026-02-08T15:32:44
Estamparia De Aluminio Oliveira Ltd.,estamparia-de-aluminio-oliveira-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/estamparia-de-aluminio-oliveira-ltd.html,Brazil,,Braganca Paulista,12913-501,Estr. Da Paz 1119,,+55 11 99845-6593,,vendas@aluminiooliveira.com.br,http://aluminiooliveira.com.br/pt,,"Based in an area of 20.000 sq meters, and producing aluminium products for more than 25 years, Aluminio Oliveira is fully...",8.0,H8.0-C19,,,Cook & Cut,,,Aluminium; Cookware; Pans; Fryers; Cooking molds,,,,,,,,,,,,,,2025-11-06T10:04:14
Estancia AB,estancia-ab,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/estancia-ab.html,Sweden,,Smalandsstenar,333 31,Värnamovägen 1,,+46 4637133350,,info@estancia.se,https://www.estancia.se,,Estancia AB – Scandinavian Design for Your Home Estancia AB is a Swedish design company rooted in Smålandsstenar. We create...,3.0,H3.0-H43,,,,,,Picture frames; Scandinavian design; Poster frames; Bilderrahmen; Photo frames,,,,,,,,,,,,,,2026-01-14T09:59:30
Estego Srl,estego-srl,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/estego-srl.html,Italy,Ancona,Castelfidardo,60022,Via Pigini 49,,+39 071 977441,,export@estego.eu,https://www.estego.eu/,,Estego is an Italian company specialized in the design and production of gift items and decorative objects. Alongside its...,4.2,H4.2-L55,,,"Urban Gifts, Stationery & School",,,Made in Italy; Gift items; Manufacturer; Custom design; Decorative gifts,,,,,,,,,,,,,,2025-11-04T15:21:44
Esterbrook Pen Company,kenro-industries-inc,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/kenro-industries-inc.html,United States,New York,Mineola New York,11501,393 Jericho Tpke Ste 2 Second Floor,Second Floor,+1 516-741-0011,,contactus@kenroindustries.com,https://www.kenroindustries.com,,"Esterbrook – An American Writing Icon Founded in 1858, Esterbrook is one of America’s most culturally significant pen brands...",4.2,H4.2-E26,,,"Urban Gifts, Stationery & School",,,fountain pen; pens; Füllfederhalter; Schreibgeräte; Writing instruments,,,,,,,,,,,,,,2025-09-17T10:49:15
ESTIA HOME ART S.A.,estia-home-art-sa,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/estia-home-art-sa.html,Greece,,Aspropyrgos,19300,Anagennèseos Thesè Ntrasaria,,,,,https://www.estiahomeart.com,,Who are we? Founded in 2016 and rapidly developed into a leading distributor of household items committed to deliver high...,9.0; 9.1; 9.3,H9.0-C66; H9.1-A56; H9.3-C39,,HoReCa,Cook & Cut; Global Sourcing Dining; Modern Kitchen & Baking; Table & Table Select,,,"Kitchen tools, Kitchen organization, Küchengeräte, Küchenor; Bathroom Accessories, Bathroom organization, Badezimmerzubeh; Vacuum insulation bottles, flasks, Vakuum-Isolierflaschen, Flaschen; Dinnerware, Serving Accessories, Essgeschirr, Servierzubehör; Bathroom bins, Toilet brushes, Badezimmereimer, Toilettenb",,,https://www.facebook.com/estiabyecocasa/,https://www.instagram.com/estiahomeart/,,,,,,,,,company_pictures/10000001202601/465974/1760526683187_462354856.png,2025-10-16T11:34:04
Etablissements Beal SAS,etablissements-beal-sas,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/etablissements-beal-sas.html,France,,Saint-Bonnet-le-Château,42380,14 Avenue de Saint-Etienne,,+33 4 77 47 09 95,+33 9 70 62 25 16,cmeynard@chabret.com,https://www.chabret.fr,,French manufacturer of butcher blocks in end grain wood. CHABRET makes “end-grain” furniture and chopping blocks since 1885...,8.0,H8.0-E18,,,Cook & Cut; Modern Kitchen & Baking,,,"End grain butcher block, Stirnholz Schneidebrett; Wood cutting board, Schneidebrett Holz; Kitchen butcher block; Made in France kitchenware, Küchenzubehör aus Frankreich; Hardwood chopping block, Hackblock aus Hartholz",,,https://www.facebook.com/Billotchabret/,https://www.instagram.com/billots_chabret/,https://fr.linkedin.com/company/billots-chabret,,,,https://www.pinterest.fr/billots_chabret/,,,,,2025-12-18T16:32:22
ETAC Metal Products (Zhuhai) Co.,etac-metal-products-zhuhai-co,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/etac-metal-products-zhuhai-co.html,China,Guangdong,"Zhuhai, GuangDong Guangdong",519090,"United Harbor Industrial Zone, Jin Wan","United Harbor Industrial Zone, Jin Wan",+86 756 398 9889,+86 756 399 3668,sales@etacmp.cn,https://www.etacmp.cn,,"200 workers, 45000 m2 factory, 16 years experience , BSCI audit, ISO, FDA,EEC & LFBG certificate, this is how we keep superior...",11.1,H11.1-C42,,,,,,Patina; Preseasoned; Nonstick Cookware and Bakeware; ETAC; Blue Steel,,,,,,,,,,,,,,2026-03-08T04:04:23
Eternum SA,eternum-sa,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/eternum-sa.html,Belgium,,Gembloux,5030,Rue de la Posterie 19,,+32 81 61 25 32,,info@eternum.com,https://www.eternum.com,,"Eternum was established in 1924. Our headquarters are in Gembloux,Belgium,where our Belgian production unit and a warehouse...",12.1,H12.1-D11,,HoReCa,Cook & Cut; Table & Table Select,,,Besteck 18/10; Tischaccessoires Inox; Bestecke rostfrei; PVD beschichtete Bestecke,,,https://www.facebook.com/EternumCutlery,https://www.instagram.com/eternum_cutlery/,https://www.linkedin.com/company/eternum/,,,,,,,,,2025-09-30T15:38:42
Ethio Group Inc,ethio-group-inc,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ethio-group-inc.html,United States,California,San Marino California,91108,2233 Huntington Drive Suite 2,Suite 2,,,,https://ethiogroup.myshopify.com,,,9.1,H9.1-F51,,,,,,,,,,,,,,,,,,,,2025-10-15T12:03:23
ETHNICRAFT,studio-ethnicraft-nv,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/studio-ethnicraft-nv.html,Belgium,,Boom,2850,Scheldeweg 5,,+32 3 443 01 00,,contract@ethnicraft.com,https://www.ethnicraft.com,,"For over 25 years, Ethnicraft has been creating timeless furniture from solid wood. The ultimate noble and renewable material...",3.1,H3.1-F90,,Contract Business; Hospitality Interiors,Clean Home & Storage Solutions; Top Deals & Collections,,,Furniture / Möbel; Contract furniture / Objektmöbel; FF&E; Hospitality / Gastfreundschaft; Office / Büro,,,,,,,,,,,,,,2025-12-02T13:47:48
Ets. Tassinon SPRL,ets-tassinon-sprl,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ets-tassinon-sprl.html,Belgium,,Lessines,7860,Zoning Ouest 9,,+32 68 33 25 34,,,https://www.maximehome.be/,,"Ets. Tassinon SRL are Belgian importers / wholesalers since 1945. Through four generations, our familial firm has been supplying...",9.3,H9.3-B69,,,Cook & Cut; Table & Table Select,,,Vaccuum airpots; Horeca; Houseware; Kitchenware; Porcelain,,,https://www.facebook.com/ETS-Tassinon-114852195842998/,,,,,,,,,,,2026-03-08T04:23:50
"EUMEL - Empresa de Utilidades Metálicas, Lda.",eumel---empresa-de-utilidades-metlicas-lda,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/eumel---empresa-de-utilidades-metlicas-lda.html,Portugal,,Cesar,3700-728,Zona Industrial de Cesar - Apartado 2023 Rua das Matas c/n,Zona Industrial de Cesar - Apartado 2023,+351 256 850 610,+351 256 850 615,info@eumel.pt,https://www.eumel.pt,,"Welcome to Eumel, a distinguished Portuguese company with over 35 years of expertise in the art of crafting stainless steel...",8.0,H8.0-A80,,,Cook & Cut,,,Handles; Stainless Steel Handles; Cookware acessories; Bakelite handles,,,https://www.facebook.com/Eumel.pt,https://www.instagram.com/eumel_lda/,https://pt.linkedin.com/company/eumel,,,,,,,,,2026-03-08T05:15:12
"Eunjin Industrial Co., Ltd.",eunjin-industrial-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/eunjin-industrial-co-ltd.html,"Korea, the Republic of (South)",,"Seongnam-si, Gyeonggi-do",13105,#408 686 Cheonggyesan-ro Sujeong-gu,#408,+82 2-553-0141,+82 2-553-0145,joycekim2012@gmail.com,https://www.ej-photoalbum.com,,"Founded in 1975, Eunjin has been leading the photo album industryfrom manufacture to marketing. We present the best quality...",10.0,H10.0-C55A,,,,,,Photo album; Scrap book; Guest book; Drawing book; Photo frame,,,,,,,,,,,,,,2025-11-05T13:53:56
Eurl SMATI,eurl-smati,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/eurl-smati.html,France,,Paris,75009,22 rue Godot de Mauroy,,+33 1 48 67 62 39,+33 1 73 76 65 58,contact3@smati-paris.fr,https://www.smati-paris.fr,,"Smati®, born in Paris, has been an umbrella specialist since 2008. The company designs, manufactures, and markets umbrellas...",4.2,H4.2-H70,,Ethical Style by Ambiente,,,,"Regenschirm ; durchsichtig regenschirm , stockschirme, klarerregenschirm , glockenschirm, umbrell floral,; Umbrella ; Transparent Umbrella ; Floral Umbrella ; Rain coat ; Poncho pluie ; Tasche ; Sac ; Bag ; Bag in Bag; Parapluie design , Floraler Regenschirm , Regenschirm mit animal-print ; Parapluie droit; Parapluie imprimé animal ; Parapluie unique ; Einzigartig regenshirm ; Gerade regenschirm; Blumen regenschirm , Parapluie , Paraguas , Parapluie botanique ; Paraguas Transparente",,,,,,,,,,,,,,2025-10-24T11:56:26
Euro Collection,euro-collection,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/euro-collection.html,India,,Moradabad,244001,23 Lajpat Nagar,,+91 98370 32660,+91 591 249 2290,ahmarltf@gmail.com,,,"Euro Collection, founded in 2002, is a leading manufacturer and supplier. As a pioneer and leader in manufacturing industry...",10.4,H10.4-D47,,,Table & Table Select,,,Handcrafted items; Artware handicrafts; Manufacturer & Exporter,,,,,,,,,,,,,,2026-03-08T03:15:25
Euro-Trade Spolka z ograniczona odpowiedzialnoscia Sp. K.,euro-trade-spolka-z-ograniczona-odpowiedzialnoscia-sp-k,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/euro-trade-spolka-z-ograniczona-odpowiedzialnoscia-sp-k.html,Poland,,Krakow,31-263,Lokietka 155,,+48 12 614 42 00,+48 12 614 42 01,biuro@euro-trade.pl,https://www.euro-trade.pl,,"We are a dynamically developing Polish company, existing on the market since 1991. The results of our long-term activity...",4.2,H4.2-A16,,,,,,school bag; pencil case; ball pen; stationery set; creative set,,,https://www.facebook.com/megacreative/,https://www.instagram.com/trikandroll/,https://www.linkedin.com/company/euro-trade,,,,,,,,,2026-03-08T03:28:19
Euroceppi SRL,euroceppi-srl,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/euroceppi-srl.html,Italy,Bergamo,Stezzano,24040,via Dante Alighieri 56,,+39 035 751426,+39 035 754458,export@euroceppi.com,https://www.euroceppi.com,,"A centenary story and experience behind, Euroceppi is leader in the production of professional kitchen items for the ho.re.ca...",8.0,H8.0-E19,,,,,,Table decorations; Professional kitchen equipment; Chopping blocks; Kitchen utensils; Cutting boards,,,https://www.facebook.com/Euroceppi,https://www.instagram.com/euroceppi/,https://linkedin.com/company/euroceppi-srl,,https://www.youtube.com/channel/UCbGtRwFsNdTrsHwXhBpCfGA,,,,,,,2026-03-08T03:25:44
Europak doo,europak-doo,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/europak-doo.html,Serbia,,Stari Banovci,22305,Zdravka Jekica 123,,+381 22 352393,+381 22 352526,i.popovic@europak.net,https://www.europak.net,,"Europak, with over 25 years of experience, is a leading name in household sponges and non-chemical sanitary goods. We have...",9.2,H9.2-A89,,,Clean Home & Storage Solutions; Modern Kitchen & Baking,,,sponge; kitchen sponges; cleaning items; food packaging; aluminium foil,,,,,,,,,,,,,,2026-03-08T03:52:24
EUZIEL International GmbH,euziel-international-gmbh,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/euziel-international-gmbh.html,Germany,,Witten,58454,Brauckstr. 51,,,,b2b@songmicshome.com,https://de.songmicshomeb2b.com/,,"SONGMICS HOME was officially established in 2010. We own 3 major product brands including SONGMICS for home furnishings, VASAGLE...",9.3,H9.3-C21,,,Clean Home & Storage Solutions,,,Furniture & Furnishings Supplier; Storage Solution; Home Furnishings; Möbel- und Einrichtungsanbieter; Aufbewahrungslösung,,,https://www.facebook.com/SONGMICSHOME,https://www.instagram.com/songmicshome/,https://www.linkedin.com/company/songmicshome/,,,https://www.tiktok.com/@songmicshome,,,,,,2025-11-14T07:10:43
Ev Ve Mutfak Esyalari Sanayicileri Ve Ihracatcilari Dernegi,ev-ve-mutfak-esyalari-sanayicileri-ve-ihracatcilari-dernegi,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ev-ve-mutfak-esyalari-sanayicileri-ve-ihracatcilari-dernegi.html,Türkiye,,Istanbul,34218,Mahmutbey Mah. Taşocağı Yolu Cad. No:3 212 Ağaoğlu My Office B Blok Kat:4 Ofis No:69 Güneşli,,+90 6599425,,senem@evsid.org.tr,https://www.evsid.org,,,8.0,H8.0-M90,,,,,,,,,https://www.facebook.com/evsidTR/,https://www.instagram.com/evsid.dernegi,https://www.linkedin.com/company/evsid---ev-ve-mutfak-e%C5%9Fyalar%C4%B1-sanayicileri-ve-ihracat%C3%A7%C4%B1lar%C4%B1-derne%C4%9Fi,https://twitter.com/EvsidDernegi,https://www.youtube.com/channel/UCwKh8kaDIocslgpp_b0hI1Q,,,,,,,2026-01-13T09:09:49
Eva Shop S.L,eva-shop-sl,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/eva-shop-sl.html,Spain,ESP_28,Fuenlabrada,28947,"Calle Villablino, Num. 32 Planta Bj, Puerta Loc","Planta Bj, Puerta Loc",,,,https://evas.es/ciudades,,,4.2,H4.2-M59,,,,,,,,,,,,,,,,,,,,2025-10-14T12:11:39
Eva Trio A/S,eva-solo-as,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/eva-solo-as.html,Denmark,,Maaloev,2760,Maaloev Teknikerby 18-20,,+45 36 73 20 60,+45 36 70 74 11,bestellungen@evasolo.com,https://www.evasolo.com,,"Eva Solo A/S was established over 100 years ago. Today, the company is managed and owned by Jan Engelbrecht, who represents...",3.1,H3.1-H90,,Hospitality Interiors; nmedia.hub,Cook & Cut; Global Sourcing Dining,,,"Table, Tisch, tableware; Kitchen, Küche, eva trio, eva solo, kochgeschirr; Living, outdoor; To Go, urban living; Furniture, Möbel",,,https://www.facebook.com/evasoloofficial/,https://www.instagram.com/evasolo_official/,,,,,https://www.pinterest.dk/evasolopins/,,,,,2026-04-26T03:46:41
Evelin Ev Gerecleri San. Ve Tic. A.S.,evelin-ev-gerecleri-san-ve-tic-as,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/evelin-ev-gerecleri-san-ve-tic-as.html,Türkiye,,Ikiltelli-Basaksehir,34490,Omerli Mah. Ragip Cad. No. 33/3,,+90 533 494 54 98,+90 212 549 29 46,export@evelin.com.tr,https://www.evelin.com.tr,,"Our products offer a 100% wooden look natural kitchen products. They are bacteria-free, durable, and do not emit any odours...",9.0,H9.0-A54,,,Modern Kitchen & Baking; Top Deals & Collections,,,Kitchenware; Bowl; Household; Horeca; Serving,,,https://www.facebook.com/profile.php,https://www.instagram.com/evelin.home/,,,,,,,,,,2025-11-19T13:05:35
Evelyn Kahle GmbH,evelyn-kahle-gmbh,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/evelyn-kahle-gmbh.html,Germany,DEU_05,Bielefeld,33649,Sommerstr. 33a,,+49 521 52201771,+49 521 52201772,info@evelyn-kahle.de,https://www.evelyn-kahle.de,,Tradition - transferred to modern times The home textile collection of Evelyn Kahle GmbH has been arised from the cooperation...,3.1,H3.1-E18,,Hospitality Interiors; nmedia.hub,Interior Design,,,Tagesdecken; Nachtwäsche; Bettwäsche; Badvorleger; Frottee,,,,,,,,,,,,,,2026-03-08T04:23:33
"Ever Honest Industrial Products Co., Limited",ever-honest-industrial-products-co-limited,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ever-honest-industrial-products-co-limited.html,Hong Kong,,Kowloon,,"Room 1009, 10/F, Front Block, Ming Sang Industrial Building 19 Hing Yip Street Kwun Tong","Room 1009, 10/F, Front Block, Ming Sang Industrial Building",+86 153 9123 6666,,angelachang@163.net,https://www.bright-fix.com,,"EVER HONEST INDUSTRIAL PRODUCTS CO., LIMITED has focused on manufacturing and exporting quality products in thousands of...",10.0,H10.0-D25D,,,Global Sourcing Stationery & School,,,Eva foam; Foam board; Crepe paper/color paper,,,,,,,,,,,,https://wa.me/+8618773118468,,2025-11-18T02:58:31
Ever-Service Merchandise Corp.,ever-service-merchandise-corp,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ever-service-merchandise-corp.html,Taiwan,TWN_TPE,Taipei,11489,"15F, No. 42, Sec. 4, Cheng Kung Road, Nei-Hu District",,+886 2 2792 9298,+886 2 2792 8099,everserv@ms9.hinet.net,,,"EVER-SERVICE was established in 1979. We are mainly engaged in domestic and foreign business, and also a factory and trading...",10.2,H10.2-D29,,,Table & Table Select,,,Garden tool; Kitchen; Living Home Pouducts; Wire; Bamboo,,,,,,,,,,,,,,2025-11-11T14:15:26
"Ever-Taste, Inc.",ever-taste-inc,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/ever-taste-inc.html,United States,California,Monterey Park California,91755,1101 E Garvey Ave Ste 208,,,,davidye@mytastedeli.com,,,,8.0,H8.0-N70,,,,,,,,,,,,,,,,,,,,2026-03-08T07:28:14
Everbrand Sweden AB,everbrand-sweden-ab,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/everbrand-sweden-ab.html,Sweden,,Hillerstorp,335 73,Ågårdsvägen 4 Jönköpings län,,,,olivia@everbrandsweden.com,https://everbrandsweden.com/en/,,"Reliability, closeness, care and commitment – four words that we at Everbrand Sweden identify ourselves with. The words describe...",3.0; 9.2,H3.0-H54; H9.2-B91,,,Interiors & Decoration,,,moisture absorber; dehumidifier; non-electric; moisture; Raumentfeuchter,,,https://www.facebook.com/everbrandsweden,https://www.instagram.com/everbrandswedenab/,https://www.linkedin.com/company/everbrand-sweden-ab/,,,,,,,,,2026-03-08T03:52:22
