Company,Category,Country,Stand,IFE Profile,Relevant,Sales Navigator Search,LinkedIn People Search,Apollo Search,Apollo People Search,Contact Name,Contact Title,Contact Email,Website,Description,AI Message,Status,Interest Level,Notes,company_name_scraped,description,phone_scraped,address,linkedin_company_url,industry,enrichment_status,score,Email,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,outreach_category,company_name,phone,linkedin_url
"Foshan City Harvest Packaging Co., Ltd.",Stand: S1450b,,Stand: S1450b,https://www.ife.co.ukexhibitors/foshan-city-harvest-packaging-co-,YES,"https://www.linkedin.com/sales/search/people?keywords=Foshan%20City%20Harvest%20Packaging%20Co.,%20Ltd.&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement","https://www.linkedin.com/search/results/people/?keywords=Foshan%20City%20Harvest%20Packaging%20Co.,%20Ltd.&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22","https://app.apollo.io/#/companies?q_organization_name=Foshan%20City%20Harvest%20Packaging%20Co.,%20Ltd.","https://app.apollo.io/#/people?q_organization_name=Foshan%20City%20Harvest%20Packaging%20Co.,%20Ltd.&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager",,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
"FOSHAN CITY KING DAVID FOODS CO.,LTD",Stand: N2952,,Stand: N2952,https://www.ife.co.ukexhibitors/foshan-city-king-david-foods-co,YES,"https://www.linkedin.com/sales/search/people?keywords=FOSHAN%20CITY%20KING%20DAVID%20FOODS%20CO.,LTD&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement","https://www.linkedin.com/search/results/people/?keywords=FOSHAN%20CITY%20KING%20DAVID%20FOODS%20CO.,LTD&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22","https://app.apollo.io/#/companies?q_organization_name=FOSHAN%20CITY%20KING%20DAVID%20FOODS%20CO.,LTD","https://app.apollo.io/#/people?q_organization_name=FOSHAN%20CITY%20KING%20DAVID%20FOODS%20CO.,LTD&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager",,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
"Foshan Haitian Flavouring & Food Co., Ltd.",Stand: N2958,,Stand: N2958,https://www.ife.co.ukexhibitors/foshan-haitian-flavouring-food-co-,YES,"https://www.linkedin.com/sales/search/people?keywords=Foshan%20Haitian%20Flavouring%20%26%20Food%20Co.,%20Ltd.&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement","https://www.linkedin.com/search/results/people/?keywords=Foshan%20Haitian%20Flavouring%20%26%20Food%20Co.,%20Ltd.&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22","https://app.apollo.io/#/companies?q_organization_name=Foshan%20Haitian%20Flavouring%20&%20Food%20Co.,%20Ltd.","https://app.apollo.io/#/people?q_organization_name=Foshan%20Haitian%20Flavouring%20&%20Food%20Co.,%20Ltd.&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager",,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Freshasia Foods Ltd,Stand: N3828,,Stand: N3828,https://www.ife.co.ukexhibitors/freshasia-foods,YES,https://www.linkedin.com/sales/search/people?keywords=Freshasia%20Foods%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Freshasia%20Foods%20Ltd&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Freshasia%20Foods%20Ltd,https://app.apollo.io/#/people?q_organization_name=Freshasia%20Foods%20Ltd&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Fries food ekin chips,Stand: N3880,,Stand: N3880,https://www.ife.co.ukexhibitors/fries-food-ekin-chips,YES,https://www.linkedin.com/sales/search/people?keywords=Fries%20food%20ekin%20chips&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Fries%20food%20ekin%20chips&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Fries%20food%20ekin%20chips,https://app.apollo.io/#/people?q_organization_name=Fries%20food%20ekin%20chips&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Frozen Fast Food (Lala's),Stand: N4147,,Stand: N4147,https://www.ife.co.ukexhibitors/frozen-fast-food-lalas-1,YES,https://www.linkedin.com/sales/search/people?keywords=Frozen%20Fast%20Food%20(Lala's)&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Frozen%20Fast%20Food%20(Lala's)&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Frozen%20Fast%20Food%20(Lala's),https://app.apollo.io/#/people?q_organization_name=Frozen%20Fast%20Food%20(Lala's)&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
FUTURE FOODS,Stand: N1035,,Stand: N1035,https://www.ife.co.ukexhibitors/future-foods-1,YES,https://www.linkedin.com/sales/search/people?keywords=FUTURE%20FOODS&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=FUTURE%20FOODS&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=FUTURE%20FOODS,https://app.apollo.io/#/people?q_organization_name=FUTURE%20FOODS&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
GAZEBO FINE FOODS LTD,Stand: N3900,,Stand: N3900,https://www.ife.co.ukexhibitors/gazebo-fine-foods-1,YES,https://www.linkedin.com/sales/search/people?keywords=GAZEBO%20FINE%20FOODS%20LTD&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=GAZEBO%20FINE%20FOODS%20LTD&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=GAZEBO%20FINE%20FOODS%20LTD,https://app.apollo.io/#/people?q_organization_name=GAZEBO%20FINE%20FOODS%20LTD&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
GENERAL FOOD TRADING,Stand: N3215,,Stand: N3215,https://www.ife.co.ukexhibitors/general-food-trading-1,YES,https://www.linkedin.com/sales/search/people?keywords=GENERAL%20FOOD%20TRADING&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=GENERAL%20FOOD%20TRADING&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=GENERAL%20FOOD%20TRADING,https://app.apollo.io/#/people?q_organization_name=GENERAL%20FOOD%20TRADING&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Georgia`s Natural Organic,Stand: N1610,,Stand: N1610,https://www.ife.co.ukexhibitors/georgias-natural-organic,YES,https://www.linkedin.com/sales/search/people?keywords=Georgia`s%20Natural%20Organic&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Georgia`s%20Natural%20Organic&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Georgia`s%20Natural%20Organic,https://app.apollo.io/#/people?q_organization_name=Georgia`s%20Natural%20Organic&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
GFW Good Food Wines,Stand: N2650,,Stand: N2650,https://www.ife.co.ukexhibitors/gfw-good-food-wines,YES,https://www.linkedin.com/sales/search/people?keywords=GFW%20Good%20Food%20Wines&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=GFW%20Good%20Food%20Wines&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=GFW%20Good%20Food%20Wines,https://app.apollo.io/#/people?q_organization_name=GFW%20Good%20Food%20Wines&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Go Beyond Print & Packaging,Stand: N100,,Stand: N100,https://www.ife.co.ukexhibitors/go-beyond-print-packaging,YES,https://www.linkedin.com/sales/search/people?keywords=Go%20Beyond%20Print%20%26%20Packaging&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Go%20Beyond%20Print%20%26%20Packaging&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Go%20Beyond%20Print%20&%20Packaging,https://app.apollo.io/#/people?q_organization_name=Go%20Beyond%20Print%20&%20Packaging&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Golden Acre Foods,Stand: N2330,,Stand: N2330,https://www.ife.co.ukexhibitors/golden-acre-foods-1,YES,https://www.linkedin.com/sales/search/people?keywords=Golden%20Acre%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Golden%20Acre%20Foods&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Golden%20Acre%20Foods,https://app.apollo.io/#/people?q_organization_name=Golden%20Acre%20Foods&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
"GOLDEN COAST PLASTIC PACKAGING CO., LTD",Stand: N4450c,,Stand: N4450c,https://www.ife.co.ukexhibitors/golden-coast-packaging-co,YES,"https://www.linkedin.com/sales/search/people?keywords=GOLDEN%20COAST%20PLASTIC%20PACKAGING%20CO.,%20LTD&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement","https://www.linkedin.com/search/results/people/?keywords=GOLDEN%20COAST%20PLASTIC%20PACKAGING%20CO.,%20LTD&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22","https://app.apollo.io/#/companies?q_organization_name=GOLDEN%20COAST%20PLASTIC%20PACKAGING%20CO.,%20LTD","https://app.apollo.io/#/people?q_organization_name=GOLDEN%20COAST%20PLASTIC%20PACKAGING%20CO.,%20LTD&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager",,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
"GRB Dairy Foods PVT, LTD.,",Stand: N3015,,Stand: N3015,https://www.ife.co.ukexhibitors/grb-dairy-foods-pvt--1,YES,"https://www.linkedin.com/sales/search/people?keywords=GRB%20Dairy%20Foods%20PVT,%20LTD.,&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement","https://www.linkedin.com/search/results/people/?keywords=GRB%20Dairy%20Foods%20PVT,%20LTD.,&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22","https://app.apollo.io/#/companies?q_organization_name=GRB%20Dairy%20Foods%20PVT,%20LTD.,","https://app.apollo.io/#/people?q_organization_name=GRB%20Dairy%20Foods%20PVT,%20LTD.,&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager",,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Group Export Agri-Food,Stand: N1470,,Stand: N1470,https://www.ife.co.ukexhibitors/group-export-agri-food,YES,https://www.linkedin.com/sales/search/people?keywords=Group%20Export%20Agri-Food&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Group%20Export%20Agri-Food&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Group%20Export%20Agri-Food,https://app.apollo.io/#/people?q_organization_name=Group%20Export%20Agri-Food&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
"GUANGZHOU HAOEN FENGSHI FOOD CO., LTD",Stand: N4812,,Stand: N4812,https://www.ife.co.ukexhibitors/guangzhou-haoenfengshi-food-co-1,YES,"https://www.linkedin.com/sales/search/people?keywords=GUANGZHOU%20HAOEN%20FENGSHI%20FOOD%20CO.,%20LTD&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement","https://www.linkedin.com/search/results/people/?keywords=GUANGZHOU%20HAOEN%20FENGSHI%20FOOD%20CO.,%20LTD&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22","https://app.apollo.io/#/companies?q_organization_name=GUANGZHOU%20HAOEN%20FENGSHI%20FOOD%20CO.,%20LTD","https://app.apollo.io/#/people?q_organization_name=GUANGZHOU%20HAOEN%20FENGSHI%20FOOD%20CO.,%20LTD&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager",,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
"GUANGZHOU HAOEN FENGSHI FOOD CO.,LTD",Stand: N4812,,Stand: N4812,https://www.ife.co.ukexhibitors/guangzhou-haoenfengshi-food-co,YES,"https://www.linkedin.com/sales/search/people?keywords=GUANGZHOU%20HAOEN%20FENGSHI%20FOOD%20CO.,LTD&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement","https://www.linkedin.com/search/results/people/?keywords=GUANGZHOU%20HAOEN%20FENGSHI%20FOOD%20CO.,LTD&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22","https://app.apollo.io/#/companies?q_organization_name=GUANGZHOU%20HAOEN%20FENGSHI%20FOOD%20CO.,LTD","https://app.apollo.io/#/people?q_organization_name=GUANGZHOU%20HAOEN%20FENGSHI%20FOOD%20CO.,LTD&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager",,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
Gulf Food Products Co.,Stand: N4410h,,Stand: N4410h,https://www.ife.co.ukexhibitors/gulf-food-products-co,YES,https://www.linkedin.com/sales/search/people?keywords=Gulf%20Food%20Products%20Co.&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=Gulf%20Food%20Products%20Co.&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=Gulf%20Food%20Products%20Co.,https://app.apollo.io/#/people?q_organization_name=Gulf%20Food%20Products%20Co.&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
H. Smith Food Group plc,Stand: N4050,,Stand: N4050,https://www.ife.co.ukexhibitors/h-smith-food-group-plc,YES,https://www.linkedin.com/sales/search/people?keywords=H.%20Smith%20Food%20Group%20plc&titleFreeText=CEO%20OR%20MD%20OR%20Director%20OR%20Buyer%20OR%20Procurement,https://www.linkedin.com/search/results/people/?keywords=H.%20Smith%20Food%20Group%20plc&titleFreeText=CEO%20OR%20MD%20OR%20%22Managing%20Director%22%20OR%20Founder%20OR%20Director%20OR%20Buyer%20OR%20Procurement%20OR%20%22Head%20of%20Sales%22,https://app.apollo.io/#/companies?q_organization_name=H.%20Smith%20Food%20Group%20plc,https://app.apollo.io/#/people?q_organization_name=H.%20Smith%20Food%20Group%20plc&personTitles[]=CEO&personTitles[]=Managing%20Director&personTitles[]=Founder&personTitles[]=Director&personTitles[]=Head%20of%20Procurement&personTitles[]=Buyer&personTitles[]=Commercial%20Director&personTitles[]=Export%20Manager,,,,,,,New,,,,,,,,,partial,0,,,,,False,False,False,0,0,skip,,,
